Trial_index;TrialID;Block;Conditions;Stimulus_type;Number_of_Bars;rt;Query_color;color_sequence;position_sequence;heights;key_press;Correct_Position;response_position;subject_id;correct;avg_frame_time;center_x;center_y;trial_type;time_elapsed;TrialType;timeMs;timeMin;score;reward;date
1;6;1;noStructureExp;bars;7;4501;orange;orange,white,red,saddlebrown,green,pink,purple;390,210,480,120,570,300,660;150,180,210,240,270,300,330;32;1;4;g71pfhvzre6vm0h;false;16.724;390;195;psychophysics;137765;practice_trials;NULL;NULL;NULL;NULL;14_11_2020_14_7_36
1;6;1;noStructureExp;query;7;3480;orange;orange,white,red,saddlebrown,green,pink,purple;390,210,480,120,570,300,660;150,180,210,240,270,300,330;52;1;4;g71pfhvzre6vm0h;false;167.433;390;195;psychophysics;142253;practice_trial;NULL;NULL;NULL;NULL;14_11_2020_14_7_36
2;1;1;noStructureExp;bars;2;951;red;blue,red;390,3;180,21;32;2;3;g71pfhvzre6vm0h;false;166.613;390;195;psychophysics;145212;practice_trials;NULL;NULL;NULL;NULL;14_11_2020_14_7_36
2;1;1;noStructureExp;query;2;5859;red;blue,red;390,3;180,21;51;2;3;g71pfhvzre6vm0h;false;166.624;390;195;psychophysics;152076;practice_trial;NULL;NULL;NULL;NULL;14_11_2020_14_7_36
3;0;1;noStructureExp;bars;1;9921;black;black;390;330;32;1;2;g71pfhvzre6vm0h;false;166.623;390;195;psychophysics;164005;practice_trials;NULL;NULL;NULL;NULL;14_11_2020_14_7_36
3;0;1;noStructureExp;query;1;291;black;black;390;330;50;1;2;g71pfhvzre6vm0h;false;166.605;390;195;psychophysics;165301;practice_trial;NULL;NULL;NULL;NULL;14_11_2020_14_7_36
4;3;1;noStructureExp;bars;4;911;blue;black,red,saddlebrown,blue;390,480,210,300;210,240,270,300;32;4;-16;g71pfhvzre6vm0h;invalid response;16.661;390;195;psychophysics;168220;practice_trials;NULL;NULL;NULL;NULL;14_11_2020_14_7_36
4;3;1;noStructureExp;query;4;2276;blue;black,red,saddlebrown,blue;390,480,210,300;210,240,270,300;32;4;-16;g71pfhvzre6vm0h;invalid response;166.624;390;195;psychophysics;171501;practice_trial;NULL;NULL;NULL;NULL;14_11_2020_14_7_36
5;2;1;noStructureExp;bars;3;4408;yellow;yellow,pink,red;390,300,480;210,240,270;32;1;2;g71pfhvzre6vm0h;false;166.621;390;195;psychophysics;181916;practice_trials;NULL;NULL;NULL;NULL;14_11_2020_14_7_36
5;2;1;noStructureExp;query;3;882;yellow;yellow,pink,red;390,300,480;210,240,270;50;1;2;g71pfhvzre6vm0h;false;166.608;390;195;psychophysics;183803;practice_trial;NULL;NULL;NULL;NULL;14_11_2020_14_7_36
6;5;1;noStructureExp;bars;6;1546;blue;white,blue,orange,yellow,purple,saddlebrown;480,570,120,300,390,210;150,180,210,240,270,300;32;2;2;g71pfhvzre6vm0h;true;16.662;390;195;psychophysics;187358;practice_trials;NULL;NULL;NULL;NULL;14_11_2020_14_7_36
6;5;1;noStructureExp;query;6;2694;blue;white,blue,orange,yellow,purple,saddlebrown;480,570,120,300,390,210;150,180,210,240,270,300;50;2;2;g71pfhvzre6vm0h;true;166.629;390;195;psychophysics;191060;practice_trial;NULL;NULL;NULL;NULL;14_11_2020_14_7_36
7;4;1;noStructureExp;bars;5;801;orange;orange,white,yellow,pink,green;480,300,390,570,210;180,210,240,270,300;32;1;4;g71pfhvzre6vm0h;false;166.636;390;195;psychophysics;193867;practice_trials;NULL;NULL;NULL;NULL;14_11_2020_14_7_36
7;4;1;noStructureExp;query;5;4677;orange;orange,white,yellow,pink,green;480,300,390,570,210;180,210,240,270,300;52;1;4;g71pfhvzre6vm0h;false;166.619;390;195;psychophysics;199549;practice_trial;NULL;NULL;NULL;NULL;14_11_2020_14_7_36
8;1;2;noStructureCont;bars;2;2240;yellow;orange,yellow;300,39;180,21;32;2;3;g71pfhvzre6vm0h;false;166.622;390;195;psychophysics;206451;practice_trials;NULL;NULL;NULL;NULL;14_11_2020_14_7_36
8;1;2;noStructureCont;query;2;3282;yellow;orange,yellow;300,39;180,21;51;2;3;g71pfhvzre6vm0h;false;16.662;390;195;psychophysics;210742;practice_trial;NULL;NULL;NULL;NULL;14_11_2020_14_7_36
9;0;2;noStructureCont;bars;1;854;black;black;390;330;32;1;5;g71pfhvzre6vm0h;false;166.621;390;195;psychophysics;213604;practice_trials;NULL;NULL;NULL;NULL;14_11_2020_14_7_36
9;0;2;noStructureCont;query;1;2431;black;black;390;330;53;1;5;g71pfhvzre6vm0h;false;166.618;390;195;psychophysics;217043;practice_trial;NULL;NULL;NULL;NULL;14_11_2020_14_7_36
10;3;2;noStructureCont;bars;4;672;orange;green,white,black,orange;210,300,390,480;210,240,270,300;32;4;4;g71pfhvzre6vm0h;true;166.631;390;195;psychophysics;219723;practice_trials;NULL;NULL;NULL;NULL;14_11_2020_14_7_36
10;3;2;noStructureCont;query;4;2194;orange;green,white,black,orange;210,300,390,480;210,240,270,300;52;4;4;g71pfhvzre6vm0h;true;166.619;390;195;psychophysics;222924;practice_trial;NULL;NULL;NULL;NULL;14_11_2020_14_7_36
11;4;2;noStructureCont;bars;5;1841;purple;purple,white,orange,black,pink;210,300,390,480,570;180,210,240,270,300;32;1;2;g71pfhvzre6vm0h;false;166.622;390;195;psychophysics;226771;practice_trials;NULL;NULL;NULL;NULL;14_11_2020_14_7_36
11;4;2;noStructureCont;query;5;1780;purple;purple,white,orange,black,pink;210,300,390,480,570;180,210,240,270,300;50;1;2;g71pfhvzre6vm0h;false;166.627;390;195;psychophysics;229555;practice_trial;NULL;NULL;NULL;NULL;14_11_2020_14_7_36
12;6;2;noStructureCont;bars;7;224;blue;blue,orange,white,pink,saddlebrown,purple,red;120,210,300,390,480,570,660;150,180,210,240,270,300,330;32;1;2;g71pfhvzre6vm0h;false;166.746;390;195;psychophysics;231787;practice_trials;NULL;NULL;NULL;NULL;14_11_2020_14_7_36
12;6;2;noStructureCont;query;7;1380;blue;blue,orange,white,pink,saddlebrown,purple,red;120,210,300,390,480,570,660;150,180,210,240,270,300,330;50;1;2;g71pfhvzre6vm0h;false;166.623;390;195;psychophysics;234171;practice_trial;NULL;NULL;NULL;NULL;14_11_2020_14_7_36
13;2;2;noStructureCont;bars;3;560;yellow;yellow,orange,black;300,390,480;210,240,270;32;1;6;g71pfhvzre6vm0h;false;166.615;390;195;psychophysics;236738;practice_trials;NULL;NULL;NULL;NULL;14_11_2020_14_7_36
13;2;2;noStructureCont;query;3;3476;yellow;yellow,orange,black;300,390,480;210,240,270;54;1;6;g71pfhvzre6vm0h;false;166.625;390;195;psychophysics;241227;practice_trial;NULL;NULL;NULL;NULL;14_11_2020_14_7_36
14;5;2;noStructureCont;bars;6;646;purple;red,purple,saddlebrown,green,black,orange;120,210,300,390,480,570;150,180,210,240,270,300;32;2;1;g71pfhvzre6vm0h;false;166.629;390;195;psychophysics;243883;practice_trials;NULL;NULL;NULL;NULL;14_11_2020_14_7_36
