Trial_index;TrialID;Block;Conditions;Stimulus_type;Number_of_Bars;rt;Query_color;color_sequence;position_sequence;heights;key_press;Correct_Position;response_position;subject_id;correct;avg_frame_time;center_x;center_y;trial_type;time_elapsed;TrialType;timeMs;timeMin;score;reward;date
1;2;1;noStructureExp;bars;3;6870;white;orange,red,white;480,300,390;180,210,240;32;3;5;y7a6denlnqvwcgm;false;166.781;390;195;psychophysics;208635;practice_trials;NULL;NULL;NULL;NULL;11_11_2020_8_47_7
1;2;1;noStructureExp;query;3;4457;white;orange,red,white;480,300,390;180,210,240;53;3;5;y7a6denlnqvwcgm;false;166.781;390;195;psychophysics;214098;practice_trial;NULL;NULL;NULL;NULL;11_11_2020_8_47_7
2;0;1;noStructureExp;bars;1;3062;blue;blue;390;180;32;1;5;y7a6denlnqvwcgm;false;166.782;390;195;psychophysics;219171;practice_trials;NULL;NULL;NULL;NULL;11_11_2020_8_47_7
2;0;1;noStructureExp;query;1;3090;blue;blue;390;180;53;1;5;y7a6denlnqvwcgm;false;16.678;390;195;psychophysics;223266;practice_trial;NULL;NULL;NULL;NULL;11_11_2020_8_47_7
3;5;1;noStructureExp;bars;6;281;orange;orange,saddlebrown,green,white,red,purple;120,300,480,210,390,570;150,180,210,240,270,300;32;1;5;y7a6denlnqvwcgm;false;166.802;390;195;psychophysics;225554;practice_trials;NULL;NULL;NULL;NULL;11_11_2020_8_47_7
3;5;1;noStructureExp;query;6;2098;orange;orange,saddlebrown,green,white,red,purple;120,300,480,210,390,570;150,180,210,240,270,300;53;1;5;y7a6denlnqvwcgm;false;166.779;390;195;psychophysics;228657;practice_trial;NULL;NULL;NULL;NULL;11_11_2020_8_47_7
4;1;1;noStructureExp;bars;2;2216;black;black,red;300,39;150,18;32;1;1;y7a6denlnqvwcgm;true;166.775;390;195;psychophysics;232883;practice_trials;NULL;NULL;NULL;NULL;11_11_2020_8_47_7
4;1;1;noStructureExp;query;2;2266;black;black,red;300,39;150,18;49;1;1;y7a6denlnqvwcgm;true;166.778;390;195;psychophysics;236154;practice_trial;NULL;NULL;NULL;NULL;11_11_2020_8_47_7
5;4;1;noStructureExp;bars;5;15192;white;white,blue,yellow,red,purple;390,570,300,210,480;180,210,240,270,300;32;1;1;y7a6denlnqvwcgm;true;166.781;390;195;psychophysics;253364;practice_trials;NULL;NULL;NULL;NULL;11_11_2020_8_47_7
5;4;1;noStructureExp;query;5;3537;white;white,blue,yellow,red,purple;390,570,300,210,480;180,210,240,270,300;49;1;1;y7a6denlnqvwcgm;true;16.678;390;195;psychophysics;257906;practice_trial;NULL;NULL;NULL;NULL;11_11_2020_8_47_7
6;3;1;noStructureExp;bars;4;7073;white;orange,yellow,red,white;390,480,300,210;150,180,210,240;32;4;5;y7a6denlnqvwcgm;false;16.678;390;195;psychophysics;266987;practice_trials;NULL;NULL;NULL;NULL;11_11_2020_8_47_7
6;3;1;noStructureExp;query;4;2298;white;orange,yellow,red,white;390,480,300,210;150,180,210,240;53;4;5;y7a6denlnqvwcgm;false;166.778;390;195;psychophysics;270290;practice_trial;NULL;NULL;NULL;NULL;11_11_2020_8_47_7
7;6;1;noStructureExp;bars;7;12028;white;red,yellow,saddlebrown,white,purple,blue,orange;120,300,660,570,480,390,210;150,180,210,240,270,300,330;32;4;5;y7a6denlnqvwcgm;false;166.782;390;195;psychophysics;284323;practice_trials;NULL;NULL;NULL;NULL;11_11_2020_8_47_7
7;6;1;noStructureExp;query;7;2377;white;red,yellow,saddlebrown,white,purple,blue,orange;120,300,660,570,480,390,210;150,180,210,240,270,300,330;53;4;5;y7a6denlnqvwcgm;false;166.781;390;195;psychophysics;287706;practice_trial;NULL;NULL;NULL;NULL;11_11_2020_8_47_7
8;4;2;noStructureCont;bars;5;4869;red;red,orange,green,black,saddlebrown;210,300,390,480,570;180,210,240,270,300;32;1;1;y7a6denlnqvwcgm;true;166.782;390;195;psychophysics;308670;practice_trials;NULL;NULL;NULL;NULL;11_11_2020_8_47_7
8;4;2;noStructureCont;query;5;1557;red;red,orange,green,black,saddlebrown;210,300,390,480,570;180,210,240,270,300;49;1;1;y7a6denlnqvwcgm;true;166.777;390;195;psychophysics;311234;practice_trial;NULL;NULL;NULL;NULL;11_11_2020_8_47_7
9;5;2;noStructureCont;bars;6;9482;purple;purple,orange,blue,green,pink,saddlebrown;120,210,300,390,480,570;150,180,210,240,270,300;32;1;1;y7a6denlnqvwcgm;true;16.678;390;195;psychophysics;322723;practice_trials;NULL;NULL;NULL;NULL;11_11_2020_8_47_7
9;5;2;noStructureCont;query;6;1742;purple;purple,orange,blue,green,pink,saddlebrown;120,210,300,390,480,570;150,180,210,240,270,300;49;1;1;y7a6denlnqvwcgm;true;16.678;390;195;psychophysics;325474;practice_trial;NULL;NULL;NULL;NULL;11_11_2020_8_47_7
10;1;2;noStructureCont;bars;2;4435;black;black,saddlebrown;300,39;150,18;32;1;1;y7a6denlnqvwcgm;true;166.781;390;195;psychophysics;331922;practice_trials;NULL;NULL;NULL;NULL;11_11_2020_8_47_7
10;1;2;noStructureCont;query;2;957;black;black,saddlebrown;300,39;150,18;49;1;1;y7a6denlnqvwcgm;true;166.781;390;195;psychophysics;333883;practice_trial;NULL;NULL;NULL;NULL;11_11_2020_8_47_7
11;3;2;noStructureCont;bars;4;4383;blue;white,yellow,red,blue;210,300,390,480;150,180,210,240;32;4;4;y7a6denlnqvwcgm;true;166.783;390;195;psychophysics;340275;practice_trials;NULL;NULL;NULL;NULL;11_11_2020_8_47_7
11;3;2;noStructureCont;query;4;1507;blue;white,yellow,red,blue;210,300,390,480;150,180,210,240;52;4;4;y7a6denlnqvwcgm;true;166.779;390;195;psychophysics;342786;practice_trial;NULL;NULL;NULL;NULL;11_11_2020_8_47_7
12;6;2;noStructureCont;bars;7;12623;purple;blue,red,orange,purple,green,saddlebrown,white;120,210,300,390,480,570,660;150,180,210,240,270,300,330;32;4;3;y7a6denlnqvwcgm;false;166.781;390;195;psychophysics;357419;practice_trials;NULL;NULL;NULL;NULL;11_11_2020_8_47_7
12;6;2;noStructureCont;query;7;2378;purple;blue,red,orange,purple,green,saddlebrown,white;120,210,300,390,480,570,660;150,180,210,240,270,300,330;51;4;3;y7a6denlnqvwcgm;false;166.779;390;195;psychophysics;360802;practice_trial;NULL;NULL;NULL;NULL;11_11_2020_8_47_7
13;2;2;noStructureCont;bars;3;3267;saddlebrown;pink,blue,saddlebrown;300,390,480;180,210,240;32;3;3;y7a6denlnqvwcgm;true;166.781;390;195;psychophysics;366074;practice_trials;NULL;NULL;NULL;NULL;11_11_2020_8_47_7
