Trial_index;TrialID;Block;Conditions;Stimulus_type;Number_of_Bars;rt;Query_color;color_sequence;position_sequence;heights;key_press;Correct_Position;response_position;subject_id;correct;avg_frame_time;center_x;center_y;trial_type;time_elapsed;TrialType;timeMs;timeMin;score;reward;date
11;1;2;noStructureCont;bars;2;2685;yellow;pink,yellow;300,39;270,3;32;2;3;50gcxcf731yz2c7;false;16.666;390;195;psychophysics;433033;practice_trials;NULL;NULL;NULL;NULL;12_11_2020_20_58_8
11;1;2;noStructureCont;query;2;1066;yellow;pink,yellow;300,39;270,3;51;2;3;50gcxcf731yz2c7;false;16.666;390;195;psychophysics;435105;practice_trial;NULL;NULL;NULL;NULL;12_11_2020_20_58_8
12;5;2;noStructureCont;bars;6;7069;orange;blue,green,black,pink,yellow,orange;120,210,300,390,480,570;180,210,240,270,300,330;32;6;1;50gcxcf731yz2c7;false;16.666;390;195;psychophysics;444183;practice_trials;NULL;NULL;NULL;NULL;12_11_2020_20_58_8
12;5;2;noStructureCont;query;6;1050;orange;blue,green,black,pink,yellow,orange;120,210,300,390,480,570;180,210,240,270,300,330;49;6;1;50gcxcf731yz2c7;false;16.666;390;195;psychophysics;446239;practice_trial;NULL;NULL;NULL;NULL;12_11_2020_20_58_8
13;6;2;noStructureCont;bars;7;8446;pink;white,saddlebrown,yellow,purple,orange,pink,red;120,210,300,390,480,570,660;150,180,210,240,270,300,330;32;6;3;50gcxcf731yz2c7;false;16.666;390;195;psychophysics;456696;practice_trials;NULL;NULL;NULL;NULL;12_11_2020_20_58_8
13;6;2;noStructureCont;query;7;861;pink;white,saddlebrown,yellow,purple,orange,pink,red;120,210,300,390,480,570,660;150,180,210,240,270,300,330;51;6;3;50gcxcf731yz2c7;false;16.666;390;195;psychophysics;458565;practice_trial;NULL;NULL;NULL;NULL;12_11_2020_20_58_8
14;0;2;noStructureCont;bars;1;3719;purple;purple;390;300;32;1;1;50gcxcf731yz2c7;true;16.666;390;195;psychophysics;464300;practice_trials;NULL;NULL;NULL;NULL;12_11_2020_20_58_8
14;0;2;noStructureCont;query;1;1308;purple;purple;390;300;49;1;1;50gcxcf731yz2c7;true;16.666;390;195;psychophysics;466619;practice_trial;NULL;NULL;NULL;NULL;12_11_2020_20_58_8
NULL;NULL;NULL;NULL;end_of_practice;NULL;4003;NULL;NULL;NULL;NULL;32;NULL;NULL;50gcxcf731yz2c7;NULL;NULL;NULL;NULL;html-keyboard-response;471628;practice_trials;471638;786.063;0.285714;NULL;12_11_2020_20_58_8
1;6;1;noStructureExp;bars;7;7347;white;yellow,purple,green,blue,white,red,saddlebrown;570,120,210,480,390,660,300;150,180,210,240,270,300,330;32;5;4;us6grs84gamvlyg;false;173.382;390;195;psychophysics;1327812;practice_trials;NULL;NULL;NULL;NULL;12_11_2020_20_42_0
1;6;1;noStructureExp;query;7;2250;white;yellow,purple,green,blue,white,red,saddlebrown;570,120,210,480,390,660,300;150,180,210,240,270,300,330;52;5;4;us6grs84gamvlyg;false;225.552;390;195;psychophysics;1331081;practice_trial;NULL;NULL;NULL;NULL;12_11_2020_20_42_0
2;1;1;noStructureExp;bars;2;2792;yellow;saddlebrown,yellow;390,3;150,18;32;2;1;us6grs84gamvlyg;false;187.544;390;195;psychophysics;1335889;practice_trials;NULL;NULL;NULL;NULL;12_11_2020_20_42_0
2;1;1;noStructureExp;query;2;2051;yellow;saddlebrown,yellow;390,3;150,18;49;2;1;us6grs84gamvlyg;false;175.723;390;195;psychophysics;1338948;practice_trial;NULL;NULL;NULL;NULL;12_11_2020_20_42_0
3;5;1;noStructureExp;bars;6;30198;saddlebrown;green,black,yellow,purple,saddlebrown,white;300,210,570,120,390,480;150,180,210,240,270,300;32;5;4;us6grs84gamvlyg;false;204.463;390;195;psychophysics;1371160;practice_trials;NULL;NULL;NULL;NULL;12_11_2020_20_42_0
3;5;1;noStructureExp;query;6;2111;saddlebrown;green,black,yellow,purple,saddlebrown,white;300,210,570,120,390,480;150,180,210,240,270,300;52;5;4;us6grs84gamvlyg;false;171.206;390;195;psychophysics;1374285;practice_trial;NULL;NULL;NULL;NULL;12_11_2020_20_42_0
4;4;1;noStructureExp;bars;5;20055;black;saddlebrown,black,blue,yellow,white;300,570,480,210,390;180,210,240,270,300;32;2;2;us6grs84gamvlyg;true;170.786;390;195;psychophysics;1396353;practice_trials;NULL;NULL;NULL;NULL;12_11_2020_20_42_0
4;4;1;noStructureExp;query;5;1876;black;saddlebrown,black,blue,yellow,white;300,570,480,210,390;180,210,240,270,300;50;2;2;us6grs84gamvlyg;true;168.577;390;195;psychophysics;1399252;practice_trial;NULL;NULL;NULL;NULL;12_11_2020_20_42_0
5;2;1;noStructureExp;bars;3;27948;green;green,black,pink;390,480,300;180,210,240;32;1;1;us6grs84gamvlyg;true;188.489;390;195;psychophysics;1429233;practice_trials;NULL;NULL;NULL;NULL;12_11_2020_20_42_0
5;2;1;noStructureExp;query;3;1615;green;green,black,pink;390,480,300;180,210,240;49;1;1;us6grs84gamvlyg;true;182.089;390;195;psychophysics;1431871;practice_trial;NULL;NULL;NULL;NULL;12_11_2020_20_42_0
6;3;1;noStructureExp;bars;4;10489;black;saddlebrown,black,red,orange;390,480,300,210;240,270,300,330;32;2;2;us6grs84gamvlyg;true;170.619;390;195;psychophysics;1444371;practice_trials;NULL;NULL;NULL;NULL;12_11_2020_20_42_0
6;3;1;noStructureExp;query;4;1904;black;saddlebrown,black,red,orange;390,480,300,210;240,270,300,330;50;2;2;us6grs84gamvlyg;true;167.078;390;195;psychophysics;1447282;practice_trial;NULL;NULL;NULL;NULL;12_11_2020_20_42_0
7;0;1;noStructureExp;bars;1;1734;pink;pink;390;180;32;1;1;us6grs84gamvlyg;true;173.838;390;195;psychophysics;1451030;practice_trials;NULL;NULL;NULL;NULL;12_11_2020_20_42_0
7;0;1;noStructureExp;query;1;717;pink;pink;390;180;49;1;1;us6grs84gamvlyg;true;175.411;390;195;psychophysics;1452754;practice_trial;NULL;NULL;NULL;NULL;12_11_2020_20_42_0
8;0;2;noStructureCont;bars;1;1246;yellow;yellow;390;180;32;1;1;us6grs84gamvlyg;true;226.993;390;195;psychophysics;1459668;practice_trials;NULL;NULL;NULL;NULL;12_11_2020_20_42_0
8;0;2;noStructureCont;query;1;1288;yellow;yellow;390;180;49;1;1;us6grs84gamvlyg;true;198.426;390;195;psychophysics;1461967;practice_trial;NULL;NULL;NULL;NULL;12_11_2020_20_42_0
9;1;2;noStructureCont;bars;2;2804;blue;pink,blue;300,39;150,18;32;2;2;us6grs84gamvlyg;true;173.268;390;195;psychophysics;1466795;practice_trials;NULL;NULL;NULL;NULL;12_11_2020_20_42_0
9;1;2;noStructureCont;query;2;796;blue;pink,blue;300,39;150,18;50;2;2;us6grs84gamvlyg;true;230.967;390;195;psychophysics;1468598;practice_trial;NULL;NULL;NULL;NULL;12_11_2020_20_42_0
10;2;2;noStructureCont;bars;3;3932;yellow;yellow,pink,purple;300,390,480;180,210,240;32;1;1;us6grs84gamvlyg;true;206.871;390;195;psychophysics;1474549;practice_trials;NULL;NULL;NULL;NULL;12_11_2020_20_42_0
10;2;2;noStructureCont;query;3;1614;yellow;yellow,pink,purple;300,390,480;180,210,240;49;1;1;us6grs84gamvlyg;true;167.086;390;195;psychophysics;1477169;practice_trial;NULL;NULL;NULL;NULL;12_11_2020_20_42_0
11;4;2;noStructureCont;bars;5;15342;orange;purple,orange,pink,yellow,red;210,300,390,480,570;180,210,240,270,300;32;2;2;us6grs84gamvlyg;true;169.109;390;195;psychophysics;1494524;practice_trials;NULL;NULL;NULL;NULL;12_11_2020_20_42_0
11;4;2;noStructureCont;query;5;2199;orange;purple,orange,pink,yellow,red;210,300,390,480,570;180,210,240,270,300;50;2;2;us6grs84gamvlyg;true;175.175;390;195;psychophysics;1497734;practice_trial;NULL;NULL;NULL;NULL;12_11_2020_20_42_0
12;3;2;noStructureCont;bars;4;5311;blue;red,blue,black,yellow;210,300,390,480;240,270,300,330;32;2;2;us6grs84gamvlyg;true;21.102;390;195;psychophysics;1505057;practice_trials;NULL;NULL;NULL;NULL;12_11_2020_20_42_0
