Trial_index;TrialID;Block;Conditions;Stimulus_type;Number_of_Bars;rt;Query_color;color_sequence;position_sequence;heights;key_press;Correct_Position;response_position;subject_id;correct;avg_frame_time;center_x;center_y;trial_type;time_elapsed;TrialType;timeMs;timeMin;score;reward;date
1;1;1;noStructureExp;bars;2;7216;pink;saddlebrown,pink;300,39;300,33;32;2;1;bvoobt12gur23nj;false;166.666;390;195;psychophysics;278621;practice_trials;NULL;NULL;NULL;NULL;13_11_2020_15_15_50
1;1;1;noStructureExp;query;2;2947;pink;saddlebrown,pink;300,39;300,33;49;2;1;bvoobt12gur23nj;false;166.667;390;195;psychophysics;282572;practice_trial;NULL;NULL;NULL;NULL;13_11_2020_15_15_50
2;5;1;noStructureExp;bars;6;10523;saddlebrown;purple,green,saddlebrown,pink,yellow,white;120,570,480,210,300,390;150,180,210,240,270,300;32;3;3;bvoobt12gur23nj;true;166.667;390;195;psychophysics;295101;practice_trials;NULL;NULL;NULL;NULL;13_11_2020_15_15_50
2;5;1;noStructureExp;query;6;7282;saddlebrown;purple,green,saddlebrown,pink,yellow,white;120,570,480,210,300,390;150,180,210,240,270,300;51;3;3;bvoobt12gur23nj;true;166.667;390;195;psychophysics;303388;practice_trial;NULL;NULL;NULL;NULL;13_11_2020_15_15_50
3;0;1;noStructureExp;bars;1;2659;purple;purple;390;150;32;1;1;bvoobt12gur23nj;true;166.668;390;195;psychophysics;308053;practice_trials;NULL;NULL;NULL;NULL;13_11_2020_15_15_50
3;0;1;noStructureExp;query;1;5572;purple;purple;390;150;49;1;1;bvoobt12gur23nj;true;16.667;390;195;psychophysics;314628;practice_trial;NULL;NULL;NULL;NULL;13_11_2020_15_15_50
4;4;1;noStructureExp;bars;5;9161;black;black,white,red,green,orange;210,480,390,570,300;180,210,240,270,300;32;1;1;bvoobt12gur23nj;true;166.665;390;195;psychophysics;325796;practice_trials;NULL;NULL;NULL;NULL;13_11_2020_15_15_50
4;4;1;noStructureExp;query;5;3331;black;black,white,red,green,orange;210,480,390,570,300;180,210,240,270,300;49;1;1;bvoobt12gur23nj;true;166.669;390;195;psychophysics;330132;practice_trial;NULL;NULL;NULL;NULL;13_11_2020_15_15_50
5;2;1;noStructureExp;bars;3;6138;pink;green,white,pink;390,300,480;180,210,240;32;3;3;bvoobt12gur23nj;true;166.667;390;195;psychophysics;338277;practice_trials;NULL;NULL;NULL;NULL;13_11_2020_15_15_50
5;2;1;noStructureExp;query;3;3700;pink;green,white,pink;390,300,480;180,210,240;51;3;3;bvoobt12gur23nj;true;166.668;390;195;psychophysics;342981;practice_trial;NULL;NULL;NULL;NULL;13_11_2020_15_15_50
