NoB,time,realRT,accuracy,realAccuracy,trueConnection,participant,Structure,trial,Nr_of_mutations
2,2,1.033,1,1,fjc,a9tn75magy8nffy,Sequence,34,1
5,5,6.075,1,1,fjc,a9tn75magy8nffy,Sequence,35,1
3,5,2.178,1,1,a,a9tn75magy8nffy,None,1,1
4,7,3.001,1,1,a,a9tn75magy8nffy,None,2,1
3,5,1.931,1,1,a,a9tn75magy8nffy,None,3,1
7,7,6.04,1,1,a,a9tn75magy8nffy,None,4,1
7,10,8.6,0,1,a,a9tn75magy8nffy,None,5,1
1,1,0.653,1,1,a,a9tn75magy8nffy,None,6,1
5,7,4.154,1,1,a,a9tn75magy8nffy,None,7,1
6,9,4.618,0,1,a,a9tn75magy8nffy,None,8,1
3,3,2.25,0,1,a,a9tn75magy8nffy,None,9,1
7,10,6.138,0,1,a,a9tn75magy8nffy,None,10,1
2,3,0.799,1,1,a,a9tn75magy8nffy,None,11,1
3,4,1.17,0,1,a,a9tn75magy8nffy,None,12,1
6,8,5.944,1,1,a,a9tn75magy8nffy,None,13,1
4,4,2.266,0,1,a,a9tn75magy8nffy,None,14,1
2,3,1.323,1,1,a,a9tn75magy8nffy,None,15,1
7,8,6.955,0,1,a,a9tn75magy8nffy,None,16,1
2,3,0.723,1,1,a,a9tn75magy8nffy,None,17,1
1,1,0.568,1,1,a,a9tn75magy8nffy,None,18,1
1,1,0.531,1,1,a,a9tn75magy8nffy,None,19,1
5,6,3.201,1,1,a,a9tn75magy8nffy,None,20,1
4,4,3.323,0,1,a,a9tn75magy8nffy,None,21,1
3,2,2.034,0,1,a,a9tn75magy8nffy,None,22,1
4,4,2.147,1,1,a,a9tn75magy8nffy,None,23,1
5,6,4.048,1,1,a,a9tn75magy8nffy,None,24,1
5,5,3.256,0,1,a,a9tn75magy8nffy,None,25,1
2,2,0.609,1,0,a,a9tn75magy8nffy,None,26,1
6,6,5.316,1,1,a,a9tn75magy8nffy,None,27,1
1,1,0.572,1,1,a,a9tn75magy8nffy,None,28,1
1,1,0.52,1,1,a,a9tn75magy8nffy,None,29,1
6,6,4.073,0,1,a,a9tn75magy8nffy,None,30,1
2,2,0.745,1,1,a,a9tn75magy8nffy,None,31,1
6,6,6.938,0,1,a,a9tn75magy8nffy,None,32,1
5,5,3.674,0,1,a,a9tn75magy8nffy,None,33,1
7,7,7.688,0,1,a,a9tn75magy8nffy,None,34,1
4,4,3.834,0,1,a,a9tn75magy8nffy,None,35,1
5,9,3.211,1,1,a,rbrzxgywqun5ned,Query,1,1
7,11,7.237,0,1,a,rbrzxgywqun5ned,Query,2,1
5,9,2.617,0,1,a,rbrzxgywqun5ned,Query,3,1
4,7,2.086,0,1,a,rbrzxgywqun5ned,Query,4,1
6,8,4.723,0,1,a,rbrzxgywqun5ned,Query,5,1
4,7,2.554,1,1,a,rbrzxgywqun5ned,Query,6,1
6,11,3.807,0,1,a,rbrzxgywqun5ned,Query,7,1
5,9,6.792,1,1,a,rbrzxgywqun5ned,Query,8,1
5,9,0.875,1,1,a,rbrzxgywqun5ned,Query,9,1
3,3,2.739,0,1,a,rbrzxgywqun5ned,Query,10,1
2,3,1.667,1,1,a,rbrzxgywqun5ned,Query,11,1
7,12,1.851,1,1,a,rbrzxgywqun5ned,Query,12,1
2,3,1.24,1,1,a,rbrzxgywqun5ned,Query,13,1
1,1,0.678,1,1,a,rbrzxgywqun5ned,Query,14,1
3,5,1.406,1,1,a,rbrzxgywqun5ned,Query,15,1
1,1,0.647,1,1,a,rbrzxgywqun5ned,Query,16,1
4,7,3.388,1,1,a,rbrzxgywqun5ned,Query,17,1
1,1,0.534,1,1,a,rbrzxgywqun5ned,Query,18,1
6,11,0.835,1,0,a,rbrzxgywqun5ned,Query,19,1
5,7,2.539,1,1,a,rbrzxgywqun5ned,Query,20,1
6,9,1.543,0,1,a,rbrzxgywqun5ned,Query,21,1
7,7,1.864,0,1,a,rbrzxgywqun5ned,Query,22,1
2,3,1.039,1,1,a,rbrzxgywqun5ned,Query,23,1
3,5,0.625,1,1,a,rbrzxgywqun5ned,Query,24,1
6,7,1.256,1,1,a,rbrzxgywqun5ned,Query,25,1
7,11,0.775,0,1,a,rbrzxgywqun5ned,Query,26,1
1,1,0.87,1,1,a,rbrzxgywqun5ned,Query,27,1
4,7,0.595,1,1,a,rbrzxgywqun5ned,Query,28,1
2,3,0.425,1,1,a,rbrzxgywqun5ned,Query,29,1
2,3,0.996,1,1,a,rbrzxgywqun5ned,Query,30,1
4,6,0.621,0,1,a,rbrzxgywqun5ned,Query,31,1
1,1,0.552,1,1,a,rbrzxgywqun5ned,Query,32,1
3,5,0.87,1,1,a,rbrzxgywqun5ned,Query,33,1
7,9,2.554,1,1,a,rbrzxgywqun5ned,Query,34,1
3,5,0.54,1,1,a,rbrzxgywqun5ned,Query,35,1
7,13,3.813,1,1,igf,rbrzxgywqun5ned,Sequence,1,1
5,9,2.698,1,1,igf,rbrzxgywqun5ned,Sequence,2,1
5,9,1.495,1,1,igf,rbrzxgywqun5ned,Sequence,3,1
4,7,1.158,1,1,igf,rbrzxgywqun5ned,Sequence,4,1
2,3,0.996,1,1,igf,rbrzxgywqun5ned,Sequence,5,1
2,3,0.758,1,1,igf,rbrzxgywqun5ned,Sequence,6,1
5,7,1.733,0,1,igf,rbrzxgywqun5ned,Sequence,7,1
4,7,1.363,1,1,igf,rbrzxgywqun5ned,Sequence,8,1
6,9,2.583,0,0,igf,rbrzxgywqun5ned,Sequence,9,1
2,3,1.88,1,1,igf,rbrzxgywqun5ned,Sequence,10,1
7,12,4.101,1,1,igf,rbrzxgywqun5ned,Sequence,11,1
3,5,1.048,1,1,igf,rbrzxgywqun5ned,Sequence,12,1
2,3,0.634,1,1,igf,rbrzxgywqun5ned,Sequence,13,1
3,5,0.682,1,1,igf,rbrzxgywqun5ned,Sequence,14,1
1,1,0.623,1,1,igf,rbrzxgywqun5ned,Sequence,15,1
3,5,0.867,1,1,igf,rbrzxgywqun5ned,Sequence,16,1
6,7,2.458,1,1,igf,rbrzxgywqun5ned,Sequence,17,1
6,7,3.555,1,1,igf,rbrzxgywqun5ned,Sequence,18,1
5,9,1.732,1,1,igf,rbrzxgywqun5ned,Sequence,19,1
1,1,0.438,1,1,igf,rbrzxgywqun5ned,Sequence,20,1
1,1,0.484,1,1,igf,rbrzxgywqun5ned,Sequence,21,1
7,12,4.019,1,1,igf,rbrzxgywqun5ned,Sequence,22,1
3,5,0.632,1,1,igf,rbrzxgywqun5ned,Sequence,23,1
6,9,3.081,1,1,igf,rbrzxgywqun5ned,Sequence,24,1
7,7,2.752,0,1,igf,rbrzxgywqun5ned,Sequence,25,1
7,7,6.26,0,1,igf,rbrzxgywqun5ned,Sequence,26,1
3,5,1.079,1,1,igf,rbrzxgywqun5ned,Sequence,27,1
6,7,2.767,1,1,igf,rbrzxgywqun5ned,Sequence,28,1
1,1,1.478,1,1,igf,rbrzxgywqun5ned,Sequence,29,1
1,1,0.463,1,1,igf,rbrzxgywqun5ned,Sequence,30,1
4,7,1.965,1,1,igf,rbrzxgywqun5ned,Sequence,31,1
4,7,1.231,1,1,igf,rbrzxgywqun5ned,Sequence,32,1
5,9,1.856,1,1,igf,rbrzxgywqun5ned,Sequence,33,1
2,3,0.447,1,1,igf,rbrzxgywqun5ned,Sequence,34,1
4,7,0.99,1,1,igf,rbrzxgywqun5ned,Sequence,35,1
3,5,1.779,1,1,a,rbrzxgywqun5ned,None,1,1
4,5,1.904,1,1,a,rbrzxgywqun5ned,None,2,1
7,13,5.708,1,1,a,rbrzxgywqun5ned,None,3,1
5,7,2.052,1,1,a,rbrzxgywqun5ned,None,4,1
1,1,0.723,1,1,a,rbrzxgywqun5ned,None,5,1
4,5,1.052,0,1,a,rbrzxgywqun5ned,None,6,1
6,7,3.144,1,1,a,rbrzxgywqun5ned,None,7,1
1,1,0.466,1,1,a,rbrzxgywqun5ned,None,8,1
6,11,2.497,1,0,a,rbrzxgywqun5ned,None,9,1
4,7,3.576,1,1,a,rbrzxgywqun5ned,None,10,1
5,5,3.093,0,1,a,rbrzxgywqun5ned,None,11,1
4,7,1.939,1,1,a,rbrzxgywqun5ned,None,12,1
3,3,2.058,1,1,a,rbrzxgywqun5ned,None,13,1
7,9,3.544,0,1,a,rbrzxgywqun5ned,None,14,1
3,5,1.254,1,1,a,rbrzxgywqun5ned,None,15,1
6,9,2.526,0,1,a,rbrzxgywqun5ned,None,16,1
2,3,0.678,1,1,a,rbrzxgywqun5ned,None,17,1
2,3,0.637,1,1,a,rbrzxgywqun5ned,None,18,1
2,3,0.546,1,1,a,rbrzxgywqun5ned,None,19,1
1,1,0.436,1,1,a,rbrzxgywqun5ned,None,20,1
1,1,0.384,1,1,a,rbrzxgywqun5ned,None,21,1
2,3,0.423,1,1,a,rbrzxgywqun5ned,None,22,1
4,7,1.338,1,1,a,rbrzxgywqun5ned,None,23,1
7,13,4.146,1,1,a,rbrzxgywqun5ned,None,24,1
5,7,1.76,0,1,a,rbrzxgywqun5ned,None,25,1
2,3,0.549,1,1,a,rbrzxgywqun5ned,None,26,1
6,11,2.086,1,1,a,rbrzxgywqun5ned,None,27,1
6,9,2.276,0,1,a,rbrzxgywqun5ned,None,28,1
3,3,0.653,0,0,a,rbrzxgywqun5ned,None,29,1
3,5,0.878,1,1,a,rbrzxgywqun5ned,None,30,1
5,9,1.958,1,1,a,rbrzxgywqun5ned,None,31,1
5,9,2.021,1,0,a,rbrzxgywqun5ned,None,32,1
7,12,8.901,1,1,a,rbrzxgywqun5ned,None,33,1
1,1,0.723,1,1,a,rbrzxgywqun5ned,None,34,1
7,10,3.522,1,1,a,rbrzxgywqun5ned,None,35,1
4,7,3.026,1,1,a,jlbt4al7q4sv0kj,Query,1,1
2,3,15.804,1,1,a,jlbt4al7q4sv0kj,Query,2,1
1,1,1.744,1,1,a,jlbt4al7q4sv0kj,Query,3,1
3,5,2.864,0,1,a,jlbt4al7q4sv0kj,Query,4,1
1,1,4.581,1,1,a,jlbt4al7q4sv0kj,Query,5,1
2,3,2.298,1,1,a,jlbt4al7q4sv0kj,Query,6,1
6,9,5.721,1,1,a,jlbt4al7q4sv0kj,Query,7,1
4,7,6.244,1,1,a,jlbt4al7q4sv0kj,Query,8,1
5,9,6.167,1,1,a,jlbt4al7q4sv0kj,Query,9,1
7,13,5.358,1,1,a,jlbt4al7q4sv0kj,Query,10,1
5,9,5.248,1,1,a,jlbt4al7q4sv0kj,Query,11,1
3,5,4.735,0,1,a,jlbt4al7q4sv0kj,Query,12,1
2,3,6.638,1,1,a,jlbt4al7q4sv0kj,Query,13,1
7,12,2.772,0,1,a,jlbt4al7q4sv0kj,Query,14,1
6,9,5.888,1,1,a,jlbt4al7q4sv0kj,Query,15,1
7,11,3.757,1,1,a,jlbt4al7q4sv0kj,Query,16,1
3,5,3.863,1,1,a,jlbt4al7q4sv0kj,Query,17,1
3,5,3.079,1,1,a,jlbt4al7q4sv0kj,Query,18,1
2,3,2.869,1,1,a,jlbt4al7q4sv0kj,Query,19,1
7,11,7.417,0,1,a,jlbt4al7q4sv0kj,Query,20,1
6,9,5.293,0,1,a,jlbt4al7q4sv0kj,Query,21,1
4,7,3.823,1,1,a,jlbt4al7q4sv0kj,Query,22,1
1,1,2.831,1,1,a,jlbt4al7q4sv0kj,Query,23,1
5,7,4.504,0,1,a,jlbt4al7q4sv0kj,Query,24,1
4,7,7.175,0,1,a,jlbt4al7q4sv0kj,Query,25,1
5,7,4.623,1,1,a,jlbt4al7q4sv0kj,Query,26,1
3,5,6.2,1,1,a,jlbt4al7q4sv0kj,Query,27,1
6,9,10.311,1,1,a,jlbt4al7q4sv0kj,Query,28,1
6,11,3.346,1,1,a,jlbt4al7q4sv0kj,Query,29,1
7,11,3.823,1,1,a,jlbt4al7q4sv0kj,Query,30,1
1,1,2.653,1,1,a,jlbt4al7q4sv0kj,Query,31,1
5,9,5.985,1,1,a,jlbt4al7q4sv0kj,Query,32,1
1,1,1.654,1,1,a,jlbt4al7q4sv0kj,Query,33,1
2,3,2.829,1,1,a,jlbt4al7q4sv0kj,Query,34,1
4,7,5.704,0,1,a,jlbt4al7q4sv0kj,Query,35,1
7,13,6,1,1,hcb,jlbt4al7q4sv0kj,Sequence,1,1
1,1,5.903,1,1,hcb,jlbt4al7q4sv0kj,Sequence,2,1
1,1,2.542,1,1,hcb,jlbt4al7q4sv0kj,Sequence,3,1
7,11,7.059,0,1,hcb,jlbt4al7q4sv0kj,Sequence,4,1
5,9,4.897,1,1,hcb,jlbt4al7q4sv0kj,Sequence,5,1
3,5,5.392,1,1,hcb,jlbt4al7q4sv0kj,Sequence,6,1
2,3,2.031,1,1,hcb,jlbt4al7q4sv0kj,Sequence,7,1
1,1,0.88,1,1,hcb,jlbt4al7q4sv0kj,Sequence,8,1
3,5,4.719,1,1,hcb,jlbt4al7q4sv0kj,Sequence,9,1
5,9,4.748,1,1,hcb,jlbt4al7q4sv0kj,Sequence,10,1
7,11,4.452,1,1,hcb,jlbt4al7q4sv0kj,Sequence,11,1
2,3,2.733,1,1,hcb,jlbt4al7q4sv0kj,Sequence,12,1
4,7,3.927,1,1,hcb,jlbt4al7q4sv0kj,Sequence,13,1
6,11,5.231,1,1,hcb,jlbt4al7q4sv0kj,Sequence,14,1
2,3,1.808,1,1,hcb,jlbt4al7q4sv0kj,Sequence,15,1
3,5,1.803,1,1,hcb,jlbt4al7q4sv0kj,Sequence,16,1
6,11,4.854,1,1,hcb,jlbt4al7q4sv0kj,Sequence,17,1
6,11,12.552,1,0,hcb,jlbt4al7q4sv0kj,Sequence,18,1
7,11,8.252,0,1,hcb,jlbt4al7q4sv0kj,Sequence,19,1
5,7,3.668,1,1,hcb,jlbt4al7q4sv0kj,Sequence,20,1
4,7,8.945,1,1,hcb,jlbt4al7q4sv0kj,Sequence,21,1
5,7,6.815,0,1,hcb,jlbt4al7q4sv0kj,Sequence,22,1
6,9,3.995,0,1,hcb,jlbt4al7q4sv0kj,Sequence,23,1
4,7,3.614,1,1,hcb,jlbt4al7q4sv0kj,Sequence,24,1
7,11,7.495,1,1,hcb,jlbt4al7q4sv0kj,Sequence,25,1
6,11,5.702,1,1,hcb,jlbt4al7q4sv0kj,Sequence,26,1
3,5,4.423,1,1,hcb,jlbt4al7q4sv0kj,Sequence,27,1
5,9,3.996,1,1,hcb,jlbt4al7q4sv0kj,Sequence,28,1
1,1,1.862,1,1,hcb,jlbt4al7q4sv0kj,Sequence,29,1
3,5,1.774,1,1,hcb,jlbt4al7q4sv0kj,Sequence,30,1
1,1,0.958,1,1,hcb,jlbt4al7q4sv0kj,Sequence,31,1
4,7,5.673,1,1,hcb,jlbt4al7q4sv0kj,Sequence,32,1
2,3,1.128,1,1,hcb,jlbt4al7q4sv0kj,Sequence,33,1
4,7,3.719,1,1,hcb,jlbt4al7q4sv0kj,Sequence,34,1
2,3,1.094,1,1,hcb,jlbt4al7q4sv0kj,Sequence,35,1
1,1,1.601,1,1,a,jlbt4al7q4sv0kj,None,1,1
4,7,7.952,1,1,a,jlbt4al7q4sv0kj,None,2,1
7,11,3.878,0,1,a,jlbt4al7q4sv0kj,None,3,1
6,11,7.04,0,1,a,jlbt4al7q4sv0kj,None,4,1
7,12,6.119,1,1,a,jlbt4al7q4sv0kj,None,5,1
2,3,3.061,1,1,a,jlbt4al7q4sv0kj,None,6,1
5,5,4.806,0,1,a,jlbt4al7q4sv0kj,None,7,1
7,13,7.735,1,1,a,jlbt4al7q4sv0kj,None,8,1
3,3,4.922,1,1,a,jlbt4al7q4sv0kj,None,9,1
3,1,6.319,1,1,a,jlbt4al7q4sv0kj,None,10,1
5,9,4.744,1,1,a,jlbt4al7q4sv0kj,None,11,1
3,5,5.038,1,1,a,jlbt4al7q4sv0kj,None,12,1
1,1,1.166,1,1,a,jlbt4al7q4sv0kj,None,13,1
6,9,4.39,0,1,a,jlbt4al7q4sv0kj,None,14,1
1,1,1.185,1,1,a,jlbt4al7q4sv0kj,None,15,1
7,10,6.767,0,1,a,jlbt4al7q4sv0kj,None,16,1
1,1,1.417,1,1,a,jlbt4al7q4sv0kj,None,17,1
4,5,2.631,1,1,a,jlbt4al7q4sv0kj,None,18,1
5,9,4.629,1,1,a,jlbt4al7q4sv0kj,None,19,1
4,7,5.414,1,1,a,jlbt4al7q4sv0kj,None,20,1
5,9,4.71,1,1,a,jlbt4al7q4sv0kj,None,21,1
2,3,2.861,1,1,a,jlbt4al7q4sv0kj,None,22,1
6,7,5.431,0,1,a,jlbt4al7q4sv0kj,None,23,1
1,1,1.479,1,1,a,jlbt4al7q4sv0kj,None,24,1
6,11,8.76,1,1,a,jlbt4al7q4sv0kj,None,25,1
6,11,6.084,1,1,a,jlbt4al7q4sv0kj,None,26,1
4,5,3.624,0,1,a,jlbt4al7q4sv0kj,None,27,1
4,7,5.557,1,1,a,jlbt4al7q4sv0kj,None,28,1
7,10,19.183,0,1,a,jlbt4al7q4sv0kj,None,29,1
2,3,6.37,1,1,a,jlbt4al7q4sv0kj,None,30,1
3,5,4.4,1,1,a,jlbt4al7q4sv0kj,None,31,1
5,9,3.491,1,1,a,jlbt4al7q4sv0kj,None,32,1
2,3,4.988,1,1,a,jlbt4al7q4sv0kj,None,33,1
3,3,2.501,1,1,a,jlbt4al7q4sv0kj,None,34,1
2,3,3.016,1,1,a,jlbt4al7q4sv0kj,None,35,1
1,1,0.939,1,1,a,lomhl7jw27e38km,Query,1,1
7,9,11.982,0,1,a,lomhl7jw27e38km,Query,2,1
7,8,10.59,0,1,a,lomhl7jw27e38km,Query,3,1
4,6,2.113,1,1,a,lomhl7jw27e38km,Query,4,1
2,3,1.331,1,1,a,lomhl7jw27e38km,Query,5,1
1,1,0.65,1,1,a,lomhl7jw27e38km,Query,6,1
1,1,0.481,1,1,a,lomhl7jw27e38km,Query,7,1
5,7,7.772,1,1,a,lomhl7jw27e38km,Query,8,1
6,4,6.301,0,1,a,lomhl7jw27e38km,Query,9,1
6,6,4.692,0,1,a,lomhl7jw27e38km,Query,10,1
6,6,7.083,0,1,a,lomhl7jw27e38km,Query,11,1
2,3,1.018,1,1,a,lomhl7jw27e38km,Query,12,1
4,5,1.957,1,1,a,lomhl7jw27e38km,Query,13,1
4,6,1.927,1,1,a,lomhl7jw27e38km,Query,14,1
2,3,0.922,0,1,a,lomhl7jw27e38km,Query,15,1
3,5,1.934,1,1,a,lomhl7jw27e38km,Query,16,1
2,3,1.036,1,1,a,lomhl7jw27e38km,Query,17,1
5,7,2.773,0,1,a,lomhl7jw27e38km,Query,18,1
3,5,1.98,1,1,a,lomhl7jw27e38km,Query,19,1
7,6,14.923,0,1,a,lomhl7jw27e38km,Query,20,1
3,3,1.595,0,1,a,lomhl7jw27e38km,Query,21,1
6,8,6.978,1,1,a,lomhl7jw27e38km,Query,22,1
7,8,12.205,1,1,a,lomhl7jw27e38km,Query,23,1
2,3,0.96,1,1,a,lomhl7jw27e38km,Query,24,1
5,7,2.275,1,1,a,lomhl7jw27e38km,Query,25,1
3,5,1.935,1,1,a,lomhl7jw27e38km,Query,26,1
6,7,7.979,1,1,a,lomhl7jw27e38km,Query,27,1
5,7,2.406,1,1,a,lomhl7jw27e38km,Query,28,1
1,1,0.941,1,1,a,lomhl7jw27e38km,Query,29,1
4,2,2.383,0,1,a,lomhl7jw27e38km,Query,30,1
1,1,0.723,1,1,a,lomhl7jw27e38km,Query,31,1
7,9,8.44,1,1,a,lomhl7jw27e38km,Query,32,1
4,6,2.104,1,1,a,lomhl7jw27e38km,Query,33,1
5,7,4.049,1,1,a,lomhl7jw27e38km,Query,34,1
3,5,1.597,1,1,a,lomhl7jw27e38km,Query,35,1
1,1,0.639,1,1,bcj,lomhl7jw27e38km,Sequence,1,1
5,7,3.857,1,1,bcj,lomhl7jw27e38km,Sequence,2,1
7,9,5.596,1,0,bcj,lomhl7jw27e38km,Sequence,3,1
5,7,2.403,1,1,bcj,lomhl7jw27e38km,Sequence,4,1
5,7,2.903,1,1,bcj,lomhl7jw27e38km,Sequence,5,1
4,6,1.753,1,1,bcj,lomhl7jw27e38km,Sequence,6,1
2,3,0.789,1,1,bcj,lomhl7jw27e38km,Sequence,7,1
6,8,3.327,0,1,bcj,lomhl7jw27e38km,Sequence,8,1
7,8,6.984,0,1,bcj,lomhl7jw27e38km,Sequence,9,1
6,6,3.397,1,0,bcj,lomhl7jw27e38km,Sequence,10,1
1,1,0.861,1,1,bcj,lomhl7jw27e38km,Sequence,11,1
3,5,1.387,1,1,bcj,lomhl7jw27e38km,Sequence,12,1
7,7,6.144,0,1,bcj,lomhl7jw27e38km,Sequence,13,1
3,5,1.286,1,1,bcj,lomhl7jw27e38km,Sequence,14,1
1,1,0.689,1,1,bcj,lomhl7jw27e38km,Sequence,15,1
3,5,1.279,1,1,bcj,lomhl7jw27e38km,Sequence,16,1
2,3,0.81,1,1,bcj,lomhl7jw27e38km,Sequence,17,1
7,8,4.963,1,1,bcj,lomhl7jw27e38km,Sequence,18,1
3,5,1.246,1,1,bcj,lomhl7jw27e38km,Sequence,19,1
5,7,2.574,1,0,bcj,lomhl7jw27e38km,Sequence,20,1
7,9,6.621,0,1,bcj,lomhl7jw27e38km,Sequence,21,1
2,3,0.695,1,1,bcj,lomhl7jw27e38km,Sequence,22,1
4,6,1.956,1,1,bcj,lomhl7jw27e38km,Sequence,23,1
5,5,2.171,1,1,bcj,lomhl7jw27e38km,Sequence,24,1
1,1,0.618,1,1,bcj,lomhl7jw27e38km,Sequence,25,1
3,4,1.118,1,1,bcj,lomhl7jw27e38km,Sequence,26,1
4,5,1.757,0,1,bcj,lomhl7jw27e38km,Sequence,27,1
6,8,5.547,1,1,bcj,lomhl7jw27e38km,Sequence,28,1
2,3,0.815,1,1,bcj,lomhl7jw27e38km,Sequence,29,1
4,6,2.585,1,1,bcj,lomhl7jw27e38km,Sequence,30,1
4,6,2.211,1,1,bcj,lomhl7jw27e38km,Sequence,31,1
6,8,3.951,0,1,bcj,lomhl7jw27e38km,Sequence,32,1
2,3,0.734,1,1,bcj,lomhl7jw27e38km,Sequence,33,1
6,8,6.533,1,1,bcj,lomhl7jw27e38km,Sequence,34,1
1,1,0.85,1,1,bcj,lomhl7jw27e38km,Sequence,35,1
6,7,4.212,0,1,a,lomhl7jw27e38km,None,1,1
2,3,0.681,1,1,a,lomhl7jw27e38km,None,2,1
7,7,7.402,0,1,a,lomhl7jw27e38km,None,3,1
2,3,1.28,1,1,a,lomhl7jw27e38km,None,4,1
4,5,2.971,1,1,a,lomhl7jw27e38km,None,5,1
7,6,6.978,1,1,a,lomhl7jw27e38km,None,6,1
5,6,3.46,0,1,a,lomhl7jw27e38km,None,7,1
2,3,0.831,1,1,a,lomhl7jw27e38km,None,8,1
2,3,0.808,1,1,a,lomhl7jw27e38km,None,9,1
3,4,2.002,1,1,a,lomhl7jw27e38km,None,10,1
6,6,8.211,0,1,a,lomhl7jw27e38km,None,11,1
3,4,1.765,1,1,a,lomhl7jw27e38km,None,12,1
4,5,2.485,0,1,a,lomhl7jw27e38km,None,13,1
7,8,6.107,0,1,a,lomhl7jw27e38km,None,14,1
5,5,3.014,1,1,a,lomhl7jw27e38km,None,15,1
5,6,2.727,1,1,a,lomhl7jw27e38km,None,16,1
1,1,0.641,1,1,a,lomhl7jw27e38km,None,17,1
5,4,3.856,1,1,a,lomhl7jw27e38km,None,18,1
6,6,5.749,1,1,a,lomhl7jw27e38km,None,19,1
6,5,4.308,0,1,a,lomhl7jw27e38km,None,20,1
4,5,2.177,1,1,a,lomhl7jw27e38km,None,21,1
1,1,0.744,1,1,a,lomhl7jw27e38km,None,22,1
4,5,2.359,0,1,a,lomhl7jw27e38km,None,23,1
3,3,1.244,1,1,a,lomhl7jw27e38km,None,24,1
1,1,0.796,1,1,a,lomhl7jw27e38km,None,25,1
1,1,0.611,1,1,a,lomhl7jw27e38km,None,26,1
7,5,8.656,0,1,a,lomhl7jw27e38km,None,27,1
3,3,1.366,1,1,a,lomhl7jw27e38km,None,28,1
5,4,3.263,1,0,a,lomhl7jw27e38km,None,29,1
3,2,1.629,0,1,a,lomhl7jw27e38km,None,30,1
7,6,6.516,0,0,a,lomhl7jw27e38km,None,31,1
2,2,0.899,1,1,a,lomhl7jw27e38km,None,32,1
6,6,4.237,1,1,a,lomhl7jw27e38km,None,33,1
4,4,2.002,1,1,a,lomhl7jw27e38km,None,34,1
1,1,0.766,1,1,a,lomhl7jw27e38km,None,35,1
6,9,4.383,0,1,a,jtdzsxkh2scccvw,Query,1,1
5,7,7.68,1,1,a,jtdzsxkh2scccvw,Query,2,1
6,8,9.775,0,1,a,jtdzsxkh2scccvw,Query,3,1
5,7,3.423,1,1,a,jtdzsxkh2scccvw,Query,4,1
3,5,1.455,1,1,a,jtdzsxkh2scccvw,Query,5,1
1,1,0.671,1,1,a,jtdzsxkh2scccvw,Query,6,1
6,7,6.088,1,1,a,jtdzsxkh2scccvw,Query,7,1
5,4,4.409,0,1,a,jtdzsxkh2scccvw,Query,8,1
6,6,5.559,1,1,a,jtdzsxkh2scccvw,Query,9,1
3,3,1.241,1,1,a,jtdzsxkh2scccvw,Query,10,1
1,1,0.576,1,1,a,jtdzsxkh2scccvw,Query,11,1
7,7,11.173,1,1,a,jtdzsxkh2scccvw,Query,12,1
4,4,4.189,1,1,a,jtdzsxkh2scccvw,Query,13,1
2,2,0.751,1,1,a,jtdzsxkh2scccvw,Query,14,1
2,2,0.207,1,1,a,jtdzsxkh2scccvw,Query,15,1
5,5,4.721,1,1,a,jtdzsxkh2scccvw,Query,16,1
4,4,3.288,1,1,a,jtdzsxkh2scccvw,Query,17,1
1,1,0.656,1,1,a,jtdzsxkh2scccvw,Query,18,1
4,4,2.083,1,1,a,jtdzsxkh2scccvw,Query,19,1
3,3,0.754,1,1,a,jtdzsxkh2scccvw,Query,20,1
4,4,2.272,1,1,a,jtdzsxkh2scccvw,Query,21,1
1,1,0.17,1,1,a,jtdzsxkh2scccvw,Query,22,1
7,7,11.557,1,1,a,jtdzsxkh2scccvw,Query,23,1
3,3,1.376,1,1,a,jtdzsxkh2scccvw,Query,24,1
1,1,0.64,1,1,a,jtdzsxkh2scccvw,Query,25,1
2,2,0.562,1,1,a,jtdzsxkh2scccvw,Query,26,1
5,4,4.528,0,1,a,jtdzsxkh2scccvw,Query,27,1
6,6,8.318,1,1,a,jtdzsxkh2scccvw,Query,28,1
4,4,3.149,1,1,a,jtdzsxkh2scccvw,Query,29,1
2,2,0.688,1,1,a,jtdzsxkh2scccvw,Query,30,1
7,7,9.424,1,0,a,jtdzsxkh2scccvw,Query,31,1
3,3,1.153,1,1,a,jtdzsxkh2scccvw,Query,32,1
2,2,0.647,1,1,a,jtdzsxkh2scccvw,Query,33,1
7,6,9.013,1,1,a,jtdzsxkh2scccvw,Query,34,1
7,6,8.192,1,1,a,jtdzsxkh2scccvw,Query,35,1
1,1,0.773,1,1,ihe,jtdzsxkh2scccvw,Sequence,1,1
3,5,1.121,1,1,ihe,jtdzsxkh2scccvw,Sequence,2,1
3,4,0.873,1,1,ihe,jtdzsxkh2scccvw,Sequence,3,1
7,10,13.74,1,1,ihe,jtdzsxkh2scccvw,Sequence,4,1
6,5,5.887,1,0,ihe,jtdzsxkh2scccvw,Sequence,5,1
5,6,6.154,1,1,ihe,jtdzsxkh2scccvw,Sequence,6,1
2,3,0.788,1,1,ihe,jtdzsxkh2scccvw,Sequence,7,1
4,4,2.612,0,1,ihe,jtdzsxkh2scccvw,Sequence,8,1
1,1,0.61,1,1,ihe,jtdzsxkh2scccvw,Sequence,9,1
5,4,4.762,0,1,ihe,jtdzsxkh2scccvw,Sequence,10,1
2,3,0.689,1,1,ihe,jtdzsxkh2scccvw,Sequence,11,1
