NoB,time,realRT,accuracy,realAccuracy,threshold,connection,startAtSmall,participant,Structure,trial,trueConnection
4,5,2.686,1,1,2,a,0,2umoxqltydb26ta,Query,25,0
3,4,2.413,1,1,2,a,0,2umoxqltydb26ta,Query,26,0
5,6,4.301,1,1,2,a,0,2umoxqltydb26ta,Query,27,0
4,5,2.388,1,1,2,a,0,2umoxqltydb26ta,Query,28,0
2,3,0.91,1,1,2,a,0,2umoxqltydb26ta,Query,29,0
3,4,1.748,1,1,2,a,0,2umoxqltydb26ta,Query,30,0
4,5,2.237,1,1,2,a,0,2umoxqltydb26ta,Query,31,0
3,4,1.163,1,1,2,a,0,2umoxqltydb26ta,Query,32,0
2,3,0.724,1,1,2,a,0,2umoxqltydb26ta,Query,33,0
7,8,19.032,1,1,1,a,0,2umoxqltydb26ta,Query,34,0
2,2,0.77,1,1,1,a,0,2umoxqltydb26ta,Query,35,0
5,9,8.015,1,1,7,a,0,krtzqhvu9bkamrg,Query,1,0
6,11,6.464,1,1,6,a,0,krtzqhvu9bkamrg,Query,2,0
7,12,0.242,1,0,6,a,0,krtzqhvu9bkamrg,Query,3,0
4,7,5.613,1,1,5,a,0,krtzqhvu9bkamrg,Query,4,0
4,7,6.178,1,1,5,a,0,krtzqhvu9bkamrg,Query,5,0
1,1,2.54,1,1,5,a,0,krtzqhvu9bkamrg,Query,6,0
2,3,3.171,1,1,5,a,0,krtzqhvu9bkamrg,Query,7,0
3,5,3.067,1,1,4,a,0,krtzqhvu9bkamrg,Query,8,0
5,8,3.317,1,1,4,a,0,krtzqhvu9bkamrg,Query,9,0
3,5,2.391,1,1,4,a,0,krtzqhvu9bkamrg,Query,10,0
7,10,5.852,1,1,4,a,0,krtzqhvu9bkamrg,Query,11,0
7,10,8.557,1,1,3,a,0,krtzqhvu9bkamrg,Query,12,0
3,5,6.037,1,1,3,a,0,krtzqhvu9bkamrg,Query,13,0
6,8,3.699,1,1,3,a,0,krtzqhvu9bkamrg,Query,14,0
1,1,1.231,1,1,3,a,0,krtzqhvu9bkamrg,Query,15,0
6,8,2.839,1,1,3,a,0,krtzqhvu9bkamrg,Query,16,0
3,5,3.573,1,1,3,a,0,krtzqhvu9bkamrg,Query,17,0
6,8,4.983,1,1,3,a,0,krtzqhvu9bkamrg,Query,18,0
5,7,3.995,1,1,2,a,0,krtzqhvu9bkamrg,Query,19,0
2,3,2.198,1,1,2,a,0,krtzqhvu9bkamrg,Query,20,0
5,6,3.013,1,1,2,a,0,krtzqhvu9bkamrg,Query,21,0
6,7,8.376,1,1,2,a,0,krtzqhvu9bkamrg,Query,22,0
5,6,4.854,1,1,2,a,0,krtzqhvu9bkamrg,Query,23,0
4,5,3.604,1,1,2,a,0,krtzqhvu9bkamrg,Query,24,0
3,4,4.913,1,1,2,a,0,krtzqhvu9bkamrg,Query,25,0
4,5,3.07,1,1,2,a,0,krtzqhvu9bkamrg,Query,26,0
2,3,2.014,1,1,2,a,0,krtzqhvu9bkamrg,Query,27,0
7,8,6.792,1,1,2,a,0,krtzqhvu9bkamrg,Query,28,0
7,8,7.35,1,1,2,a,0,krtzqhvu9bkamrg,Query,29,0
1,1,1.582,1,1,2,a,0,krtzqhvu9bkamrg,Query,30,0
2,3,1.939,1,1,2,a,0,krtzqhvu9bkamrg,Query,31,0
4,5,4.913,1,1,1,a,0,krtzqhvu9bkamrg,Query,32,0
1,1,1.175,1,1,1,a,0,krtzqhvu9bkamrg,Query,33,0
1,1,1.365,1,1,1,a,0,krtzqhvu9bkamrg,Query,34,0
2,2,2.612,1,1,1,a,0,krtzqhvu9bkamrg,Query,35,0
7,13,24.416,1,0,7,a,0,3jubrevqkxk105x,Query,1,0
7,13,22.878,1,1,6,a,0,3jubrevqkxk105x,Query,2,0
5,9,14.124,1,1,6,a,0,3jubrevqkxk105x,Query,3,0
1,1,1.715,1,1,6,a,0,3jubrevqkxk105x,Query,4,0
4,7,6.686,1,1,5,a,0,3jubrevqkxk105x,Query,5,0
5,9,15.896,1,1,5,a,0,3jubrevqkxk105x,Query,6,0
4,7,4.832,1,1,5,a,0,3jubrevqkxk105x,Query,7,0
5,9,15.646,1,1,4,a,0,3jubrevqkxk105x,Query,8,0
7,10,38.552,1,0,4,a,0,3jubrevqkxk105x,Query,9,0
6,9,9.348,1,1,4,a,0,3jubrevqkxk105x,Query,10,0
2,3,2.023,1,1,4,a,0,3jubrevqkxk105x,Query,11,0
1,1,0.83,1,1,4,a,0,3jubrevqkxk105x,Query,12,0
3,5,2.921,1,1,3,a,0,3jubrevqkxk105x,Query,13,0
7,9,20.994,1,1,3,a,0,3jubrevqkxk105x,Query,14,0
5,7,5.578,1,1,3,a,0,3jubrevqkxk105x,Query,15,0
4,6,2.95,1,1,3,a,0,3jubrevqkxk105x,Query,16,0
3,5,2.26,1,1,3,a,0,3jubrevqkxk105x,Query,17,0
2,3,1.417,1,1,3,a,0,3jubrevqkxk105x,Query,18,0
1,1,0.732,1,1,3,a,0,3jubrevqkxk105x,Query,19,0
2,3,1.426,1,1,2,a,0,3jubrevqkxk105x,Query,20,0
7,8,24.057,1,1,2,a,0,3jubrevqkxk105x,Query,21,0
1,1,1.029,1,1,2,a,0,3jubrevqkxk105x,Query,22,0
3,4,5.333,1,1,2,a,0,3jubrevqkxk105x,Query,23,0
3,4,2.006,1,1,2,a,0,3jubrevqkxk105x,Query,24,0
4,5,5.739,1,1,2,a,0,3jubrevqkxk105x,Query,25,0
3,4,12.703,1,1,2,a,0,3jubrevqkxk105x,Query,26,0
6,7,20.846,1,1,2,a,0,3jubrevqkxk105x,Query,27,0
1,1,1.258,1,1,2,a,0,3jubrevqkxk105x,Query,28,0
2,3,3.023,1,1,2,a,0,3jubrevqkxk105x,Query,29,0
6,7,24.131,1,1,2,a,0,3jubrevqkxk105x,Query,30,0
2,3,2.742,1,1,2,a,0,3jubrevqkxk105x,Query,31,0
6,7,17.657,1,1,2,a,0,3jubrevqkxk105x,Query,32,0
4,5,4.969,1,1,2,a,0,3jubrevqkxk105x,Query,33,0
6,7,9.812,1,1,1,a,0,3jubrevqkxk105x,Query,34,0
5,5,9.117,1,1,1,a,0,3jubrevqkxk105x,Query,35,0
6,11,3.32,1,1,7,a,0,3ygub809y5e0rxr,Query,1,0
3,5,1.19,1,1,6,a,0,3ygub809y5e0rxr,Query,2,0
2,3,0.591,1,1,6,a,0,3ygub809y5e0rxr,Query,3,0
5,9,4.1,1,0,5,a,0,3ygub809y5e0rxr,Query,4,0
6,10,1.672,1,1,5,a,0,3ygub809y5e0rxr,Query,5,0
1,1,0.746,1,1,5,a,0,3ygub809y5e0rxr,Query,6,0
2,3,0.501,1,1,5,a,0,3ygub809y5e0rxr,Query,7,0
1,1,0.611,1,1,5,a,0,3ygub809y5e0rxr,Query,8,0
6,10,4.246,1,1,4,a,0,3ygub809y5e0rxr,Query,9,0
1,1,0.528,1,1,4,a,0,3ygub809y5e0rxr,Query,10,0
5,8,0.912,1,1,4,a,0,3ygub809y5e0rxr,Query,11,0
4,7,0.65,1,1,4,a,0,3ygub809y5e0rxr,Query,12,0
4,7,0.743,1,1,4,a,0,3ygub809y5e0rxr,Query,13,0
1,1,0.698,1,1,4,a,0,3ygub809y5e0rxr,Query,14,0
4,7,0.848,1,1,3,a,0,3ygub809y5e0rxr,Query,15,0
5,7,0.549,1,1,3,a,0,3ygub809y5e0rxr,Query,16,0
2,3,0.488,1,1,3,a,0,3ygub809y5e0rxr,Query,17,0
4,6,0.628,1,1,3,a,0,3ygub809y5e0rxr,Query,18,0
2,3,0.447,1,1,3,a,0,3ygub809y5e0rxr,Query,19,0
7,9,1.224,1,1,3,a,0,3ygub809y5e0rxr,Query,20,0
3,5,0.645,1,1,2,a,0,3ygub809y5e0rxr,Query,21,0
5,6,0.59,1,1,2,a,0,3ygub809y5e0rxr,Query,22,0
5,6,0.605,1,1,2,a,0,3ygub809y5e0rxr,Query,23,0
3,4,0.508,1,1,2,a,0,3ygub809y5e0rxr,Query,24,0
4,5,0.673,1,1,2,a,0,3ygub809y5e0rxr,Query,25,0
6,7,0.672,1,0,2,a,0,3ygub809y5e0rxr,Query,26,0
7,8,0.418,1,1,2,a,0,3ygub809y5e0rxr,Query,27,0
7,8,1.193,1,1,2,a,0,3ygub809y5e0rxr,Query,28,0
6,7,0.516,1,1,2,a,0,3ygub809y5e0rxr,Query,29,0
7,8,0.54,1,1,2,a,0,3ygub809y5e0rxr,Query,30,0
2,3,0.42,1,1,2,a,0,3ygub809y5e0rxr,Query,31,0
3,4,0.485,1,1,2,a,0,3ygub809y5e0rxr,Query,32,0
7,8,0.523,1,1,1,a,0,3ygub809y5e0rxr,Query,33,0
1,1,0.588,1,1,1,a,0,3ygub809y5e0rxr,Query,34,0
3,3,0.586,1,1,1,a,0,3ygub809y5e0rxr,Query,35,0
6,11,16.634,1,1,7,a,0,a2pxd76fec08wqv,Query,1,0
2,3,0.569,1,1,6,a,0,a2pxd76fec08wqv,Query,2,0
2,3,0.446,1,1,6,a,0,a2pxd76fec08wqv,Query,3,0
2,3,0.525,1,1,5,a,0,a2pxd76fec08wqv,Query,4,0
3,5,3.803,1,1,5,a,0,a2pxd76fec08wqv,Query,5,0
3,5,2.893,1,1,5,a,0,a2pxd76fec08wqv,Query,6,0
7,11,8.067,1,1,4,a,0,a2pxd76fec08wqv,Query,7,0
4,7,1.862,1,1,4,a,0,a2pxd76fec08wqv,Query,8,0
6,9,5.73,1,1,4,a,0,a2pxd76fec08wqv,Query,9,0
7,10,7.393,1,1,4,a,0,a2pxd76fec08wqv,Query,10,0
7,10,11.365,1,1,3,a,0,a2pxd76fec08wqv,Query,11,0
1,1,0.839,1,1,3,a,0,a2pxd76fec08wqv,Query,12,0
5,7,4.066,1,1,3,a,0,a2pxd76fec08wqv,Query,13,0
1,1,0.691,1,1,3,a,0,a2pxd76fec08wqv,Query,14,0
3,5,3.01,1,1,3,a,0,a2pxd76fec08wqv,Query,15,0
1,1,0.54,1,1,3,a,0,a2pxd76fec08wqv,Query,16,0
5,7,5.38,1,1,3,a,0,a2pxd76fec08wqv,Query,17,0
6,8,6.669,1,1,3,a,0,a2pxd76fec08wqv,Query,18,0
1,1,0.567,1,1,3,a,0,a2pxd76fec08wqv,Query,19,0
5,7,3.987,1,1,3,a,0,a2pxd76fec08wqv,Query,20,0
3,5,1.273,1,1,2,a,0,a2pxd76fec08wqv,Query,21,0
7,8,1.004,1,1,2,a,0,a2pxd76fec08wqv,Query,22,0
7,8,3.834,1,1,2,a,0,a2pxd76fec08wqv,Query,23,0
6,7,2.392,1,1,2,a,0,a2pxd76fec08wqv,Query,24,0
5,6,1.442,1,1,2,a,0,a2pxd76fec08wqv,Query,25,0
2,3,0.602,1,1,2,a,0,a2pxd76fec08wqv,Query,26,0
4,5,1.492,1,1,2,a,0,a2pxd76fec08wqv,Query,27,0
4,5,0.49,1,1,2,a,0,a2pxd76fec08wqv,Query,28,0
2,3,2.783,1,1,2,a,0,a2pxd76fec08wqv,Query,29,0
4,5,0.996,1,1,2,a,0,a2pxd76fec08wqv,Query,30,0
5,6,1.271,1,1,2,a,0,a2pxd76fec08wqv,Query,31,0
1,1,0.773,1,1,2,a,0,a2pxd76fec08wqv,Query,32,0
4,5,0.817,1,1,2,a,0,a2pxd76fec08wqv,Query,33,0
6,7,0.978,1,1,1,a,0,a2pxd76fec08wqv,Query,34,0
3,3,0.606,1,1,1,a,0,a2pxd76fec08wqv,Query,35,0
5,9,6.627,1,0,7,a,0,h6qct37mx0ek964,Query,1,0
2,3,1.99,1,1,6,a,0,h6qct37mx0ek964,Query,2,0
2,3,2.429,1,1,6,a,0,h6qct37mx0ek964,Query,3,0
3,5,1.683,1,1,5,a,0,h6qct37mx0ek964,Query,4,0
6,10,6.617,1,1,5,a,0,h6qct37mx0ek964,Query,5,0
5,9,4.319,1,1,5,a,0,h6qct37mx0ek964,Query,6,0
4,7,1.39,1,1,4,a,0,h6qct37mx0ek964,Query,7,0
7,10,1.364,1,0,4,a,0,h6qct37mx0ek964,Query,8,0
6,9,3.53,1,1,4,a,0,h6qct37mx0ek964,Query,9,0
2,3,2.043,1,1,4,a,0,h6qct37mx0ek964,Query,10,0
3,5,2.543,1,1,3,a,0,h6qct37mx0ek964,Query,11,0
5,7,2.26,1,1,3,a,0,h6qct37mx0ek964,Query,12,0
7,9,2.813,1,1,3,a,0,h6qct37mx0ek964,Query,13,0
4,6,1.366,1,1,3,a,0,h6qct37mx0ek964,Query,14,0
1,1,1.107,1,1,3,a,0,h6qct37mx0ek964,Query,15,0
7,9,2.126,1,1,3,a,0,h6qct37mx0ek964,Query,16,0
7,9,2.758,1,1,3,a,0,h6qct37mx0ek964,Query,17,0
1,1,0.788,1,1,3,a,0,h6qct37mx0ek964,Query,18,0
2,3,1.467,1,1,2,a,0,h6qct37mx0ek964,Query,19,0
3,4,2.167,1,1,2,a,0,h6qct37mx0ek964,Query,20,0
4,5,2.918,1,1,2,a,0,h6qct37mx0ek964,Query,21,0
2,3,0.957,1,1,2,a,0,h6qct37mx0ek964,Query,22,0
3,4,1.843,1,1,2,a,0,h6qct37mx0ek964,Query,23,0
6,7,3.275,1,1,2,a,0,h6qct37mx0ek964,Query,24,0
1,1,0.668,1,1,2,a,0,h6qct37mx0ek964,Query,25,0
5,6,2.725,1,0,2,a,0,h6qct37mx0ek964,Query,26,0
6,7,8.989,1,1,2,a,0,h6qct37mx0ek964,Query,27,0
5,6,6.426,1,1,2,a,0,h6qct37mx0ek964,Query,28,0
1,1,0.995,1,1,2,a,0,h6qct37mx0ek964,Query,29,0
4,5,2.284,1,1,2,a,0,h6qct37mx0ek964,Query,30,0
6,7,2.412,1,1,2,a,0,h6qct37mx0ek964,Query,31,0
4,5,1.823,1,1,2,a,0,h6qct37mx0ek964,Query,32,0
1,1,0.78,1,1,2,a,0,h6qct37mx0ek964,Query,33,0
7,8,2.3,1,1,1,a,0,h6qct37mx0ek964,Query,34,0
3,3,1.368,1,1,1,a,0,h6qct37mx0ek964,Query,35,0
1,1,1.739,1,1,7,a,1,rtd925uhy78rvmr,Query,1,0
1,1,1.476,1,1,7,a,1,rtd925uhy78rvmr,Query,2,0
5,9,3.648,1,1,7,a,0,rtd925uhy78rvmr,Query,3,0
2,3,2.226,1,1,6,a,0,rtd925uhy78rvmr,Query,4,0
3,5,4.847,1,1,6,a,0,rtd925uhy78rvmr,Query,5,0
6,11,2.592,1,1,5,a,0,rtd925uhy78rvmr,Query,6,0
7,11,3.361,1,1,5,a,0,rtd925uhy78rvmr,Query,7,0
5,9,2.825,1,1,5,a,0,rtd925uhy78rvmr,Query,8,0
6,10,3.006,1,1,4,a,0,rtd925uhy78rvmr,Query,9,0
4,7,3.586,1,1,4,a,0,rtd925uhy78rvmr,Query,10,0
6,9,3.665,1,1,4,a,0,rtd925uhy78rvmr,Query,11,0
1,1,1.313,1,1,4,a,0,rtd925uhy78rvmr,Query,12,0
7,10,3.267,1,1,4,a,0,rtd925uhy78rvmr,Query,13,0
6,9,2.512,1,1,3,a,0,rtd925uhy78rvmr,Query,14,0
4,6,3.779,1,1,3,a,0,rtd925uhy78rvmr,Query,15,0
4,6,4.12,1,1,3,a,0,rtd925uhy78rvmr,Query,16,0
7,9,2.841,1,1,3,a,0,rtd925uhy78rvmr,Query,17,0
5,7,2.859,1,1,3,a,0,rtd925uhy78rvmr,Query,18,0
5,7,2.829,1,1,3,a,0,rtd925uhy78rvmr,Query,19,0
2,3,2.237,1,1,2,a,0,rtd925uhy78rvmr,Query,20,0
3,4,2.938,1,1,2,a,0,rtd925uhy78rvmr,Query,21,0
3,4,2.301,1,1,2,a,0,rtd925uhy78rvmr,Query,22,0
6,7,3.434,1,1,2,a,0,rtd925uhy78rvmr,Query,23,0
1,1,1.348,1,1,2,a,0,rtd925uhy78rvmr,Query,24,0
7,8,3.351,1,1,2,a,0,rtd925uhy78rvmr,Query,25,0
7,8,4.765,1,1,2,a,0,rtd925uhy78rvmr,Query,26,0
5,6,4.029,1,1,2,a,0,rtd925uhy78rvmr,Query,27,0
4,5,3.345,1,1,2,a,0,rtd925uhy78rvmr,Query,28,0
3,4,2.591,1,1,2,a,0,rtd925uhy78rvmr,Query,29,0
2,3,2.818,1,1,2,a,0,rtd925uhy78rvmr,Query,30,0
2,3,2.408,1,1,2,a,0,rtd925uhy78rvmr,Query,31,0
3,4,0.857,1,1,2,a,0,rtd925uhy78rvmr,Query,32,0
2,3,0.821,1,1,1,a,0,rtd925uhy78rvmr,Query,33,0
4,4,1.539,1,1,1,a,0,rtd925uhy78rvmr,Query,34,0
1,1,0.783,1,1,1,a,0,rtd925uhy78rvmr,Query,35,0
1,1,1.056,1,1,7,a,1,qbzttsocef3cc2y,Query,1,0
2,3,0.894,1,1,7,a,0,qbzttsocef3cc2y,Query,2,0
4,7,3.37,1,1,6,a,0,qbzttsocef3cc2y,Query,3,0
6,11,5.371,1,1,6,a,0,qbzttsocef3cc2y,Query,4,0
2,3,0.792,1,1,5,a,0,qbzttsocef3cc2y,Query,5,0
2,3,0.677,1,1,5,a,0,qbzttsocef3cc2y,Query,6,0
4,7,3.031,1,1,5,a,0,qbzttsocef3cc2y,Query,7,0
5,9,4.203,1,1,4,a,0,qbzttsocef3cc2y,Query,8,0
7,10,8.367,1,1,4,a,0,qbzttsocef3cc2y,Query,9,0
3,5,1.308,1,1,4,a,0,qbzttsocef3cc2y,Query,10,0
3,5,1.775,1,1,4,a,0,qbzttsocef3cc2y,Query,11,0
1,1,0.669,1,1,4,a,0,qbzttsocef3cc2y,Query,12,0
5,8,4.97,1,1,3,a,0,qbzttsocef3cc2y,Query,13,0
1,1,0.614,1,1,3,a,0,qbzttsocef3cc2y,Query,14,0
6,8,7.702,1,1,3,a,0,qbzttsocef3cc2y,Query,15,0
2,3,0.671,1,1,3,a,0,qbzttsocef3cc2y,Query,16,0
6,8,5.562,1,1,3,a,0,qbzttsocef3cc2y,Query,17,0
3,5,1.637,1,1,3,a,0,qbzttsocef3cc2y,Query,18,0
1,1,0.707,1,1,3,a,0,qbzttsocef3cc2y,Query,19,0
4,6,2.298,1,1,3,a,0,qbzttsocef3cc2y,Query,20,0
5,7,7.101,1,1,2,a,0,qbzttsocef3cc2y,Query,21,0
7,8,14.116,1,1,2,a,0,qbzttsocef3cc2y,Query,22,0
1,1,0.462,1,1,2,a,0,qbzttsocef3cc2y,Query,23,0
7,8,11.023,1,1,2,a,0,qbzttsocef3cc2y,Query,24,0
6,7,6.59,1,1,2,a,0,qbzttsocef3cc2y,Query,25,0
7,8,11.266,1,1,2,a,0,qbzttsocef3cc2y,Query,26,0
4,5,3.095,1,1,2,a,0,qbzttsocef3cc2y,Query,27,0
6,7,6.601,1,1,2,a,0,qbzttsocef3cc2y,Query,28,0
2,3,0.851,1,1,2,a,0,qbzttsocef3cc2y,Query,29,0
5,6,4.574,1,1,2,a,0,qbzttsocef3cc2y,Query,30,0
3,4,1.634,1,1,2,a,0,qbzttsocef3cc2y,Query,31,0
3,4,1.847,1,1,2,a,0,qbzttsocef3cc2y,Query,32,0
7,8,15.971,1,1,2,a,0,qbzttsocef3cc2y,Query,33,0
5,6,3.54,1,1,1,a,0,qbzttsocef3cc2y,Query,34,0
4,4,2.404,1,1,1,a,0,qbzttsocef3cc2y,Query,35,0
3,5,4.236,1,1,7,a,0,ub40eh4k8rdgvtb,Query,1,0
2,3,7.208,1,1,6,a,0,ub40eh4k8rdgvtb,Query,2,0
1,1,0.751,1,1,6,a,0,ub40eh4k8rdgvtb,Query,3,0
1,1,0.635,1,1,6,a,0,ub40eh4k8rdgvtb,Query,4,0
4,7,3.636,1,0,6,a,0,ub40eh4k8rdgvtb,Query,5,0
4,7,2.992,1,1,5,a,0,ub40eh4k8rdgvtb,Query,6,0
7,11,4.222,1,1,5,a,0,ub40eh4k8rdgvtb,Query,7,0
3,5,3.319,1,1,5,a,0,ub40eh4k8rdgvtb,Query,8,0
1,1,0.624,1,1,5,a,0,ub40eh4k8rdgvtb,Query,9,0
2,3,0.614,1,0,4,a,0,ub40eh4k8rdgvtb,Query,10,0
5,8,3.835,1,1,4,a,0,ub40eh4k8rdgvtb,Query,11,0
2,3,3.023,1,1,4,a,0,ub40eh4k8rdgvtb,Query,12,0
7,10,2.551,1,1,4,a,0,ub40eh4k8rdgvtb,Query,13,0
4,7,0.164,1,1,3,a,0,ub40eh4k8rdgvtb,Query,14,0
6,8,2.184,1,1,3,a,0,ub40eh4k8rdgvtb,Query,15,0
6,8,1.912,1,0,3,a,0,ub40eh4k8rdgvtb,Query,16,0
5,7,2.176,1,1,3,a,0,ub40eh4k8rdgvtb,Query,17,0
4,6,3.025,1,1,3,a,0,ub40eh4k8rdgvtb,Query,18,0
1,1,1.675,1,1,3,a,0,ub40eh4k8rdgvtb,Query,19,0
4,6,1.824,1,1,3,a,0,ub40eh4k8rdgvtb,Query,20,0
6,8,2.551,1,1,2,a,0,ub40eh4k8rdgvtb,Query,21,0
3,4,2.583,1,1,2,a,0,ub40eh4k8rdgvtb,Query,22,0
5,6,1.705,1,1,2,a,0,ub40eh4k8rdgvtb,Query,23,0
1,1,0.025,1,0,2,a,0,ub40eh4k8rdgvtb,Query,24,0
2,3,1.216,1,1,2,a,0,ub40eh4k8rdgvtb,Query,25,0
5,6,1.718,1,1,2,a,0,ub40eh4k8rdgvtb,Query,26,0
2,3,3.615,1,1,2,a,0,ub40eh4k8rdgvtb,Query,27,0
5,6,1.894,1,1,2,a,0,ub40eh4k8rdgvtb,Query,28,0
6,7,2.304,1,1,2,a,0,ub40eh4k8rdgvtb,Query,29,0
7,8,3.176,1,1,2,a,0,ub40eh4k8rdgvtb,Query,30,0
3,4,1.895,1,1,2,a,0,ub40eh4k8rdgvtb,Query,31,0
6,7,1.896,1,1,2,a,0,ub40eh4k8rdgvtb,Query,32,0
7,8,2.398,1,1,2,a,0,ub40eh4k8rdgvtb,Query,33,0
3,4,2.431,1,1,1,a,0,ub40eh4k8rdgvtb,Query,34,0
7,7,1.771,1,1,1,a,0,ub40eh4k8rdgvtb,Query,35,0
1,1,1.095,1,1,7,a,1,fo7rrkaarq1yxbk,Query,1,0
1,1,0.679,1,1,7,a,1,fo7rrkaarq1yxbk,Query,2,0
2,3,1.48,1,0,7,a,0,fo7rrkaarq1yxbk,Query,3,0
6,11,2.935,1,1,6,a,0,fo7rrkaarq1yxbk,Query,4,0
7,12,3.586,1,1,6,a,0,fo7rrkaarq1yxbk,Query,5,0
4,7,0.377,1,1,5,a,0,fo7rrkaarq1yxbk,Query,6,0
2,3,2.455,1,1,5,a,0,fo7rrkaarq1yxbk,Query,7,0
2,3,1.931,1,1,5,a,0,fo7rrkaarq1yxbk,Query,8,0
3,5,1.201,1,1,4,a,0,fo7rrkaarq1yxbk,Query,9,0
5,8,1.76,1,1,4,a,0,fo7rrkaarq1yxbk,Query,10,0
4,7,1.231,1,1,4,a,0,fo7rrkaarq1yxbk,Query,11,0
5,8,1.166,1,1,4,a,0,fo7rrkaarq1yxbk,Query,12,0
1,1,1.005,1,1,4,a,0,fo7rrkaarq1yxbk,Query,13,0
3,5,1.657,1,1,3,a,0,fo7rrkaarq1yxbk,Query,14,0
2,3,1.111,1,1,3,a,0,fo7rrkaarq1yxbk,Query,15,0
7,9,2.986,1,1,3,a,0,fo7rrkaarq1yxbk,Query,16,0
5,7,1.493,1,1,3,a,0,fo7rrkaarq1yxbk,Query,17,0
3,5,1.584,1,0,3,a,0,fo7rrkaarq1yxbk,Query,18,0
4,6,2.916,1,1,3,a,0,fo7rrkaarq1yxbk,Query,19,0
4,6,1.182,1,1,2,a,0,fo7rrkaarq1yxbk,Query,20,0
1,1,0.798,1,1,2,a,0,fo7rrkaarq1yxbk,Query,21,0
7,8,2.009,1,1,2,a,0,fo7rrkaarq1yxbk,Query,22,0
3,4,0.918,1,1,2,a,0,fo7rrkaarq1yxbk,Query,23,0
6,7,1.951,1,1,2,a,0,fo7rrkaarq1yxbk,Query,24,0
1,1,0.796,1,1,2,a,0,fo7rrkaarq1yxbk,Query,25,0
6,7,1.78,1,1,2,a,0,fo7rrkaarq1yxbk,Query,26,0
5,6,1.055,1,1,2,a,0,fo7rrkaarq1yxbk,Query,27,0
6,7,1.283,1,1,2,a,0,fo7rrkaarq1yxbk,Query,28,0
2,3,0.885,1,1,2,a,0,fo7rrkaarq1yxbk,Query,29,0
4,5,1.485,1,1,2,a,0,fo7rrkaarq1yxbk,Query,30,0
3,4,1.02,1,0,2,a,0,fo7rrkaarq1yxbk,Query,31,0
6,7,1.501,1,1,2,a,0,fo7rrkaarq1yxbk,Query,32,0
7,8,1.646,1,1,2,a,0,fo7rrkaarq1yxbk,Query,33,0
5,6,0.926,1,1,1,a,0,fo7rrkaarq1yxbk,Query,34,0
7,7,1.228,1,1,1,a,0,fo7rrkaarq1yxbk,Query,35,0
1,1,1.104,1,1,7,a,1,q5ep7vxrajzuy3s,Query,1,0
4,7,3.415,1,1,7,a,0,q5ep7vxrajzuy3s,Query,2,0
3,5,2.697,1,1,6,a,0,q5ep7vxrajzuy3s,Query,3,0
3,5,2.1,1,1,6,a,0,q5ep7vxrajzuy3s,Query,4,0
2,3,0.867,1,1,5,a,0,q5ep7vxrajzuy3s,Query,5,0
7,11,10.407,1,1,5,a,0,q5ep7vxrajzuy3s,Query,6,0
5,9,4.323,1,1,5,a,0,q5ep7vxrajzuy3s,Query,7,0
3,5,1.749,1,1,4,a,0,q5ep7vxrajzuy3s,Query,8,0
7,10,7.036,1,1,4,a,0,q5ep7vxrajzuy3s,Query,9,0
7,10,8.213,1,1,4,a,0,q5ep7vxrajzuy3s,Query,10,0
7,10,7.374,1,1,4,a,0,q5ep7vxrajzuy3s,Query,11,0
5,8,3.563,1,1,3,a,0,q5ep7vxrajzuy3s,Query,12,0
5,7,3.183,1,1,3,a,0,q5ep7vxrajzuy3s,Query,13,0
2,3,0.812,1,1,3,a,0,q5ep7vxrajzuy3s,Query,14,0
2,3,0.712,1,1,3,a,0,q5ep7vxrajzuy3s,Query,15,0
6,8,4.601,1,1,3,a,0,q5ep7vxrajzuy3s,Query,16,0
6,8,2.821,1,1,3,a,0,q5ep7vxrajzuy3s,Query,17,0
3,5,2.114,1,1,2,a,0,q5ep7vxrajzuy3s,Query,18,0
6,7,4.164,1,1,2,a,0,q5ep7vxrajzuy3s,Query,19,0
4,5,1.097,1,1,2,a,0,q5ep7vxrajzuy3s,Query,20,0
6,7,4.842,1,1,2,a,0,q5ep7vxrajzuy3s,Query,21,0
3,4,1.354,1,1,2,a,0,q5ep7vxrajzuy3s,Query,22,0
2,3,0.952,1,1,2,a,0,q5ep7vxrajzuy3s,Query,23,0
1,1,0.605,1,1,2,a,0,q5ep7vxrajzuy3s,Query,24,0
4,5,2.267,1,1,2,a,0,q5ep7vxrajzuy3s,Query,25,0
5,6,2.796,1,1,2,a,0,q5ep7vxrajzuy3s,Query,26,0
2,3,0.859,1,1,2,a,0,q5ep7vxrajzuy3s,Query,27,0
1,1,0.678,1,1,2,a,0,q5ep7vxrajzuy3s,Query,28,0
1,1,0.693,1,1,2,a,0,q5ep7vxrajzuy3s,Query,29,0
5,6,2.046,1,1,2,a,0,q5ep7vxrajzuy3s,Query,30,0
1,1,0.716,1,1,2,a,0,q5ep7vxrajzuy3s,Query,31,0
7,8,4.56,1,1,2,a,0,q5ep7vxrajzuy3s,Query,32,0
4,5,1.598,1,1,2,a,0,q5ep7vxrajzuy3s,Query,33,0
6,7,4.099,1,1,1,a,0,q5ep7vxrajzuy3s,Query,34,0
4,4,1.073,1,1,1,a,0,q5ep7vxrajzuy3s,Query,35,0
3,5,8.367,1,1,7,a,0,gqbcw11bbup9p63,Query,1,0
