NoB,time,realRT,accuracy,realAccuracy,threshold,connection,startAtSmall,participant,Structure,trial,trueConnection
1,1,0.776,1,1,6,a,0,4z5220nwml6k16r,None,9,0
5,9,3.959,1,1,6,a,0,4z5220nwml6k16r,None,10,0
5,9,5.213,1,1,6,a,0,4z5220nwml6k16r,None,11,0
6,11,7.382,1,1,6,a,0,4z5220nwml6k16r,None,12,0
5,9,3.208,1,0,6,a,0,4z5220nwml6k16r,None,13,0
3,5,1.481,1,1,6,a,0,4z5220nwml6k16r,None,14,0
1,1,0.963,1,1,6,a,0,4z5220nwml6k16r,None,15,0
7,12,11.664,1,1,6,a,0,4z5220nwml6k16r,None,16,0
5,9,4.696,1,1,6,a,0,4z5220nwml6k16r,None,17,0
2,3,5.247,1,1,6,a,0,4z5220nwml6k16r,None,18,0
2,3,4.737,1,1,5,a,0,4z5220nwml6k16r,None,19,0
3,5,2.096,1,1,5,a,0,4z5220nwml6k16r,None,20,0
7,11,8.37,1,1,5,a,0,4z5220nwml6k16r,None,21,0
4,7,2.878,1,1,5,a,0,4z5220nwml6k16r,None,22,0
3,5,1.405,1,1,5,a,0,4z5220nwml6k16r,None,23,0
3,5,1.569,1,1,5,a,0,4z5220nwml6k16r,None,24,0
1,1,0.636,1,1,5,a,0,4z5220nwml6k16r,None,25,0
1,1,0.739,1,1,5,a,0,4z5220nwml6k16r,None,26,0
7,11,21.2,1,1,5,a,0,4z5220nwml6k16r,None,27,0
7,11,9.897,1,1,5,a,0,4z5220nwml6k16r,None,28,0
2,3,0.722,1,1,5,a,0,4z5220nwml6k16r,None,29,0
6,10,10.326,1,1,5,a,0,4z5220nwml6k16r,None,30,0
1,1,0.578,1,1,5,a,0,4z5220nwml6k16r,None,31,0
3,5,1.745,1,0,5,a,0,4z5220nwml6k16r,None,32,0
4,7,2.705,1,1,5,a,0,4z5220nwml6k16r,None,33,0
4,7,4.356,1,1,5,a,0,4z5220nwml6k16r,None,34,0
2,3,1.407,1,1,5,a,0,4z5220nwml6k16r,None,35,0
5,9,5.172,1,1,7,a,1,ylraknlb7m2m4j8,None,1,0
1,1,0.688,1,1,7,a,1,ylraknlb7m2m4j8,None,2,0
1,1,0.617,1,1,7,a,1,ylraknlb7m2m4j8,None,3,0
3,5,3.296,1,1,7,a,1,ylraknlb7m2m4j8,None,4,0
4,7,5.313,1,1,7,a,1,ylraknlb7m2m4j8,None,5,0
7,13,5.335,1,1,7,a,1,ylraknlb7m2m4j8,None,6,0
3,5,1.807,1,1,6,a,1,ylraknlb7m2m4j8,None,7,0
4,7,3.553,1,1,6,a,1,ylraknlb7m2m4j8,None,8,0
7,12,5.717,1,1,6,a,1,ylraknlb7m2m4j8,None,9,0
7,12,5.722,1,1,6,a,1,ylraknlb7m2m4j8,None,10,0
6,11,4.401,1,1,6,a,0,ylraknlb7m2m4j8,None,11,0
6,11,4.561,1,1,6,a,1,ylraknlb7m2m4j8,None,12,0
6,11,5.296,1,1,6,a,0,ylraknlb7m2m4j8,None,13,0
4,7,4.746,1,1,6,a,0,ylraknlb7m2m4j8,None,14,0
2,3,2.153,1,1,6,a,0,ylraknlb7m2m4j8,None,15,0
4,7,3.905,1,1,6,a,0,ylraknlb7m2m4j8,None,16,0
1,1,0.623,1,1,6,a,0,ylraknlb7m2m4j8,None,17,0
3,5,2.313,1,1,6,a,0,ylraknlb7m2m4j8,None,18,0
2,3,2.04,1,1,5,a,0,ylraknlb7m2m4j8,None,19,0
2,3,1.577,1,1,5,a,0,ylraknlb7m2m4j8,None,20,0
2,3,1.4,1,1,5,a,0,ylraknlb7m2m4j8,None,21,0
5,9,8.401,1,1,5,a,0,ylraknlb7m2m4j8,None,22,0
1,1,0.672,1,1,5,a,0,ylraknlb7m2m4j8,None,23,0
6,10,5.449,1,1,5,a,0,ylraknlb7m2m4j8,None,24,0
3,5,2.367,1,1,5,a,0,ylraknlb7m2m4j8,None,25,0
1,1,0.712,1,1,5,a,0,ylraknlb7m2m4j8,None,26,0
5,9,4.882,1,1,5,a,0,ylraknlb7m2m4j8,None,27,0
5,9,5.448,1,1,5,a,0,ylraknlb7m2m4j8,None,28,0
7,11,4.935,1,1,5,a,1,ylraknlb7m2m4j8,None,29,0
5,9,5.008,1,1,5,a,0,ylraknlb7m2m4j8,None,30,0
7,11,4.855,1,1,5,a,1,ylraknlb7m2m4j8,None,31,0
2,3,1.376,1,1,5,a,1,ylraknlb7m2m4j8,None,32,0
4,7,5.449,1,1,5,a,1,ylraknlb7m2m4j8,None,33,0
3,5,1.713,1,1,4,a,1,ylraknlb7m2m4j8,None,34,0
6,9,5.064,1,1,4,a,1,ylraknlb7m2m4j8,None,35,0
7,13,4.985,1,1,7,a,0,ygop6p10kgt4a4w,None,1,0
7,13,5.448,1,1,7,a,0,ygop6p10kgt4a4w,None,2,0
1,1,1.911,1,1,7,a,0,ygop6p10kgt4a4w,None,3,0
7,13,4.005,1,1,7,a,0,ygop6p10kgt4a4w,None,4,0
2,3,3.083,1,1,7,a,0,ygop6p10kgt4a4w,None,5,0
3,5,3.356,1,1,6,a,0,ygop6p10kgt4a4w,None,6,0
4,7,6.699,1,1,6,a,0,ygop6p10kgt4a4w,None,7,0
1,1,2.127,1,1,6,a,0,ygop6p10kgt4a4w,None,8,0
5,9,3.79,1,1,6,a,0,ygop6p10kgt4a4w,None,9,0
6,11,6.357,1,1,6,a,0,ygop6p10kgt4a4w,None,10,0
4,7,5.502,1,1,6,a,0,ygop6p10kgt4a4w,None,11,0
1,1,1.53,1,1,6,a,0,ygop6p10kgt4a4w,None,12,0
3,5,3.317,1,1,6,a,0,ygop6p10kgt4a4w,None,13,0
5,9,5.68,1,1,6,a,0,ygop6p10kgt4a4w,None,14,0
7,12,5.855,1,1,6,a,0,ygop6p10kgt4a4w,None,15,0
5,9,4.86,1,1,6,a,0,ygop6p10kgt4a4w,None,16,0
4,7,5.702,1,1,6,a,0,ygop6p10kgt4a4w,None,17,0
3,5,8.675,1,1,6,a,0,ygop6p10kgt4a4w,None,18,0
2,3,4.782,1,1,5,a,0,ygop6p10kgt4a4w,None,19,0
5,9,3.429,1,1,5,a,0,ygop6p10kgt4a4w,None,20,0
7,11,5.405,1,1,5,a,0,ygop6p10kgt4a4w,None,21,0
3,5,5.519,1,1,5,a,0,ygop6p10kgt4a4w,None,22,0
2,3,4.18,1,1,5,a,0,ygop6p10kgt4a4w,None,23,0
1,1,2.397,1,1,5,a,0,ygop6p10kgt4a4w,None,24,0
3,5,4.358,1,1,5,a,0,ygop6p10kgt4a4w,None,25,0
2,3,2.16,1,1,5,a,0,ygop6p10kgt4a4w,None,26,0
4,7,5.493,1,1,5,a,0,ygop6p10kgt4a4w,None,27,0
4,7,5.068,1,1,5,a,0,ygop6p10kgt4a4w,None,28,0
6,10,4.666,1,1,5,a,0,ygop6p10kgt4a4w,None,29,0
2,3,4.317,1,1,5,a,0,ygop6p10kgt4a4w,None,30,0
6,10,3.044,1,1,5,a,0,ygop6p10kgt4a4w,None,31,0
6,10,5.769,1,1,5,a,0,ygop6p10kgt4a4w,None,32,0
1,1,2.003,1,1,5,a,0,ygop6p10kgt4a4w,None,33,0
6,10,3.532,1,1,5,a,0,ygop6p10kgt4a4w,None,34,0
5,9,5.285,1,1,5,a,0,ygop6p10kgt4a4w,None,35,0
4,7,8.732,1,1,7,a,1,anajk6su5f9k9yb,None,1,0
6,11,8.451,1,1,7,a,0,anajk6su5f9k9yb,None,2,0
4,7,4.451,1,1,7,a,1,anajk6su5f9k9yb,None,3,0
3,5,3.491,1,1,6,a,1,anajk6su5f9k9yb,None,4,0
5,9,6.795,1,1,6,a,1,anajk6su5f9k9yb,None,5,0
5,9,7.65,1,1,6,a,1,anajk6su5f9k9yb,None,6,0
7,12,11.819,1,0,6,a,1,anajk6su5f9k9yb,None,7,0
5,9,9.234,1,1,6,a,1,anajk6su5f9k9yb,None,8,0
1,1,1.674,1,1,6,a,1,anajk6su5f9k9yb,None,9,0
6,11,8.339,1,1,6,a,1,anajk6su5f9k9yb,None,10,0
3,5,2.232,1,1,6,a,1,anajk6su5f9k9yb,None,11,0
3,5,2.696,1,1,6,a,1,anajk6su5f9k9yb,None,12,0
3,5,3.916,1,1,6,a,1,anajk6su5f9k9yb,None,13,0
6,11,9.195,1,1,6,a,1,anajk6su5f9k9yb,None,14,0
7,12,8.748,1,1,6,a,1,anajk6su5f9k9yb,None,15,0
4,7,7.035,1,1,6,a,1,anajk6su5f9k9yb,None,16,0
4,7,3.066,1,1,5,a,1,anajk6su5f9k9yb,None,17,0
2,3,1.85,1,1,5,a,1,anajk6su5f9k9yb,None,18,0
5,9,5.233,1,1,5,a,1,anajk6su5f9k9yb,None,19,0
7,11,8.249,1,0,5,a,1,anajk6su5f9k9yb,None,20,0
7,11,9.34,1,0,5,a,1,anajk6su5f9k9yb,None,21,0
1,1,0.835,1,1,5,a,1,anajk6su5f9k9yb,None,22,0
2,3,2.226,1,1,5,a,1,anajk6su5f9k9yb,None,23,0
4,7,2.754,1,1,5,a,1,anajk6su5f9k9yb,None,24,0
5,9,5.107,1,1,5,a,1,anajk6su5f9k9yb,None,25,0
2,3,1.634,1,1,5,a,1,anajk6su5f9k9yb,None,26,0
2,3,1.65,1,1,5,a,1,anajk6su5f9k9yb,None,27,0
7,11,16.016,1,1,5,a,1,anajk6su5f9k9yb,None,28,0
6,10,7.469,1,1,5,a,1,anajk6su5f9k9yb,None,29,0
1,1,0.722,1,1,5,a,1,anajk6su5f9k9yb,None,30,0
3,5,1.674,1,1,5,a,1,anajk6su5f9k9yb,None,31,0
1,1,0.859,1,1,5,a,1,anajk6su5f9k9yb,None,32,0
2,3,1.298,1,1,5,a,1,anajk6su5f9k9yb,None,33,0
6,10,7.08,1,1,5,a,1,anajk6su5f9k9yb,None,34,0
1,1,1.75,1,1,5,a,1,anajk6su5f9k9yb,None,35,0
2,3,1.827,1,1,7,a,1,qcurxvucaexqxs8,None,1,0
3,5,1.953,1,1,7,a,1,qcurxvucaexqxs8,None,2,0
5,9,3.538,1,1,7,a,1,qcurxvucaexqxs8,None,3,0
6,11,4.783,1,1,6,a,0,qcurxvucaexqxs8,None,4,0
6,11,5.792,1,1,6,a,0,qcurxvucaexqxs8,None,5,0
2,3,0.905,1,1,6,a,0,qcurxvucaexqxs8,None,6,0
7,12,10.84,1,1,6,a,0,qcurxvucaexqxs8,None,7,0
1,1,0.788,1,1,6,a,0,qcurxvucaexqxs8,None,8,0
4,7,3.564,1,1,6,a,0,qcurxvucaexqxs8,None,9,0
5,9,3.177,1,1,6,a,0,qcurxvucaexqxs8,None,10,0
7,12,7.199,1,0,6,a,0,qcurxvucaexqxs8,None,11,0
5,9,8.48,1,1,6,a,0,qcurxvucaexqxs8,None,12,0
5,9,4.384,1,1,6,a,0,qcurxvucaexqxs8,None,13,0
4,7,2.614,1,1,6,a,0,qcurxvucaexqxs8,None,14,0
7,12,9.953,1,1,5,a,0,qcurxvucaexqxs8,None,15,0
6,10,6.506,1,1,5,a,0,qcurxvucaexqxs8,None,16,0
2,3,1.222,1,1,5,a,0,qcurxvucaexqxs8,None,17,0
1,1,0.878,1,1,5,a,0,qcurxvucaexqxs8,None,18,0
6,10,6.816,1,1,5,a,0,qcurxvucaexqxs8,None,19,0
4,7,2.889,1,1,5,a,0,qcurxvucaexqxs8,None,20,0
2,3,1.709,1,1,5,a,0,qcurxvucaexqxs8,None,21,0
7,11,7.958,1,1,5,a,0,qcurxvucaexqxs8,None,22,0
1,1,0.815,1,1,5,a,0,qcurxvucaexqxs8,None,23,0
1,1,1.783,1,1,5,a,0,qcurxvucaexqxs8,None,24,0
4,7,5.613,1,1,5,a,0,qcurxvucaexqxs8,None,25,0
7,11,12.194,1,1,5,a,0,qcurxvucaexqxs8,None,26,0
1,1,1.087,1,1,5,a,0,qcurxvucaexqxs8,None,27,0
3,5,3.304,1,1,5,a,0,qcurxvucaexqxs8,None,28,0
3,5,1.511,1,0,5,a,0,qcurxvucaexqxs8,None,29,0
2,3,2.184,1,1,5,a,0,qcurxvucaexqxs8,None,30,0
6,10,4.517,1,1,5,a,0,qcurxvucaexqxs8,None,31,0
4,7,3.661,1,1,5,a,0,qcurxvucaexqxs8,None,32,0
5,9,3.603,1,1,5,a,0,qcurxvucaexqxs8,None,33,0
3,5,3.176,1,1,5,a,0,qcurxvucaexqxs8,None,34,0
3,5,2.51,1,1,5,a,0,qcurxvucaexqxs8,None,35,0
3,5,0.859,1,1,7,a,0,bvoobt12gur23nj,None,1,0
4,7,2.961,1,1,7,a,0,bvoobt12gur23nj,None,2,0
5,9,2.307,1,1,7,a,0,bvoobt12gur23nj,None,3,0
6,11,1.562,1,1,7,a,0,bvoobt12gur23nj,None,4,0
4,7,2.07,1,1,6,a,0,bvoobt12gur23nj,None,5,0
3,5,1.219,1,1,6,a,0,bvoobt12gur23nj,None,6,0
6,11,2.601,1,0,6,a,1,bvoobt12gur23nj,None,7,0
5,9,1.762,1,1,6,a,1,bvoobt12gur23nj,None,8,0
1,1,0.793,1,1,6,a,1,bvoobt12gur23nj,None,9,0
2,3,0.681,1,1,6,a,1,bvoobt12gur23nj,None,10,0
7,12,1.887,1,1,6,a,1,bvoobt12gur23nj,None,11,0
7,12,1.73,1,0,6,a,0,bvoobt12gur23nj,None,12,0
6,11,1.852,1,1,6,a,1,bvoobt12gur23nj,None,13,0
2,3,0.786,1,1,6,a,1,bvoobt12gur23nj,None,14,0
7,12,3.681,1,0,6,a,0,bvoobt12gur23nj,None,15,0
1,1,0.763,1,1,6,a,0,bvoobt12gur23nj,None,16,0
5,9,2.472,1,1,5,a,0,bvoobt12gur23nj,None,17,0
1,1,0.858,1,1,5,a,0,bvoobt12gur23nj,None,18,0
6,10,2.161,1,1,5,a,0,bvoobt12gur23nj,None,19,0
2,3,3.217,1,1,5,a,0,bvoobt12gur23nj,None,20,0
3,5,1.121,1,0,5,a,0,bvoobt12gur23nj,None,21,0
1,1,0.769,1,1,5,a,0,bvoobt12gur23nj,None,22,0
6,10,2.081,1,1,5,a,0,bvoobt12gur23nj,None,23,0
4,7,1.697,1,1,5,a,0,bvoobt12gur23nj,None,24,0
5,9,1.538,1,1,5,a,0,bvoobt12gur23nj,None,25,0
3,5,1.489,1,1,5,a,0,bvoobt12gur23nj,None,26,0
4,7,2.417,1,1,5,a,0,bvoobt12gur23nj,None,27,0
7,11,2.139,1,0,5,a,0,bvoobt12gur23nj,None,28,0
5,9,1.937,1,1,5,a,0,bvoobt12gur23nj,None,29,0
2,3,0.769,1,1,5,a,0,bvoobt12gur23nj,None,30,0
1,1,0.865,1,1,5,a,0,bvoobt12gur23nj,None,31,0
7,11,1.744,1,1,5,a,0,bvoobt12gur23nj,None,32,0
2,3,0.818,1,1,5,a,0,bvoobt12gur23nj,None,33,0
4,7,2.122,1,1,5,a,0,bvoobt12gur23nj,None,34,0
3,5,2.065,1,1,4,a,0,bvoobt12gur23nj,None,35,0
4,7,4.065,1,1,7,a,1,zrk9ubdb0jcwyfh,None,1,0
6,11,3.983,1,1,7,a,1,zrk9ubdb0jcwyfh,None,2,0
7,13,5.28,1,1,7,a,1,zrk9ubdb0jcwyfh,None,3,0
3,5,1.865,1,1,7,a,1,zrk9ubdb0jcwyfh,None,4,0
7,13,3.654,1,1,6,a,1,zrk9ubdb0jcwyfh,None,5,0
3,5,1.407,1,1,6,a,1,zrk9ubdb0jcwyfh,None,6,0
4,7,1.536,1,1,6,a,1,zrk9ubdb0jcwyfh,None,7,0
1,1,0.649,1,1,6,a,1,zrk9ubdb0jcwyfh,None,8,0
4,7,2.257,1,1,6,a,1,zrk9ubdb0jcwyfh,None,9,0
3,5,1.768,1,1,6,a,1,zrk9ubdb0jcwyfh,None,10,0
1,1,0.624,1,1,6,a,1,zrk9ubdb0jcwyfh,None,11,0
7,12,5.543,1,1,6,a,1,zrk9ubdb0jcwyfh,None,12,0
5,9,2.693,1,1,6,a,1,zrk9ubdb0jcwyfh,None,13,0
2,3,0.991,1,1,6,a,1,zrk9ubdb0jcwyfh,None,14,0
3,5,0.902,1,1,6,a,1,zrk9ubdb0jcwyfh,None,15,0
6,11,3.183,1,0,6,a,1,zrk9ubdb0jcwyfh,None,16,0
7,12,5.378,1,1,6,a,1,zrk9ubdb0jcwyfh,None,17,0
2,3,0.89,1,1,6,a,1,zrk9ubdb0jcwyfh,None,18,0
4,7,1.414,1,1,5,a,1,zrk9ubdb0jcwyfh,None,19,0
2,3,0.71,1,0,5,a,1,zrk9ubdb0jcwyfh,None,20,0
1,1,0.776,1,1,5,a,1,zrk9ubdb0jcwyfh,None,21,0
6,10,2.984,1,1,5,a,1,zrk9ubdb0jcwyfh,None,22,0
6,10,4.195,1,1,5,a,1,zrk9ubdb0jcwyfh,None,23,0
6,10,2.463,1,1,5,a,1,zrk9ubdb0jcwyfh,None,24,0
4,7,1.616,1,1,5,a,1,zrk9ubdb0jcwyfh,None,25,0
3,5,1.071,1,1,5,a,1,zrk9ubdb0jcwyfh,None,26,0
1,1,0.742,1,1,5,a,1,zrk9ubdb0jcwyfh,None,27,0
7,11,4.343,1,1,5,a,1,zrk9ubdb0jcwyfh,None,28,0
1,1,0.693,1,1,5,a,1,zrk9ubdb0jcwyfh,None,29,0
5,9,2.702,1,1,5,a,1,zrk9ubdb0jcwyfh,None,30,0
5,9,1.409,1,1,5,a,1,zrk9ubdb0jcwyfh,None,31,0
2,3,0.814,1,1,5,a,1,zrk9ubdb0jcwyfh,None,32,0
2,3,0.94,1,1,5,a,1,zrk9ubdb0jcwyfh,None,33,0
5,9,3.176,1,1,5,a,1,zrk9ubdb0jcwyfh,None,34,0
5,9,2.374,1,1,5,a,1,zrk9ubdb0jcwyfh,None,35,0
2,3,1.966,1,1,7,a,1,je9la01s4txjkw5,None,1,0
1,1,1.008,1,1,7,a,1,je9la01s4txjkw5,None,2,0
5,9,9.126,1,1,7,a,1,je9la01s4txjkw5,None,3,0
6,11,16.867,1,1,7,a,1,je9la01s4txjkw5,None,4,0
4,7,5.138,1,1,7,a,1,je9la01s4txjkw5,None,5,0
6,11,20.934,1,1,6,a,1,je9la01s4txjkw5,None,6,0
2,3,2.259,1,1,6,a,1,je9la01s4txjkw5,None,7,0
7,12,22.932,1,1,6,a,1,je9la01s4txjkw5,None,8,0
2,3,2.342,1,1,6,a,1,je9la01s4txjkw5,None,9,0
3,5,3.042,1,1,6,a,1,je9la01s4txjkw5,None,10,0
2,3,1.221,1,1,6,a,1,je9la01s4txjkw5,None,11,0
1,1,1.075,1,1,6,a,1,je9la01s4txjkw5,None,12,0
3,5,3.765,1,1,6,a,1,je9la01s4txjkw5,None,13,0
5,9,14.724,1,1,6,a,1,je9la01s4txjkw5,None,14,0
6,11,17.445,1,1,6,a,1,je9la01s4txjkw5,None,15,0
3,5,3.026,1,1,6,a,1,je9la01s4txjkw5,None,16,0
1,1,0.931,1,1,6,a,1,je9la01s4txjkw5,None,17,0
1,1,1.028,1,1,6,a,1,je9la01s4txjkw5,None,18,0
7,12,24.181,1,1,5,a,1,je9la01s4txjkw5,None,19,0
3,5,2.913,1,1,5,a,1,je9la01s4txjkw5,None,20,0
4,7,7.06,1,1,5,a,1,je9la01s4txjkw5,None,21,0
4,7,5.908,1,1,5,a,1,je9la01s4txjkw5,None,22,0
1,1,0.982,1,1,5,a,1,je9la01s4txjkw5,None,23,0
6,10,33.062,1,1,5,a,1,je9la01s4txjkw5,None,24,0
7,11,19.668,1,1,5,a,1,je9la01s4txjkw5,None,25,0
4,7,4.53,1,1,5,a,1,je9la01s4txjkw5,None,26,0
5,9,12.278,1,1,5,a,1,je9la01s4txjkw5,None,27,0
2,3,3.317,1,1,5,a,1,je9la01s4txjkw5,None,28,0
7,11,24.546,1,1,5,a,1,je9la01s4txjkw5,None,29,0
4,7,5.204,1,1,5,a,1,je9la01s4txjkw5,None,30,0
5,9,15.716,1,1,5,a,1,je9la01s4txjkw5,None,31,0
3,5,4.852,1,1,5,a,1,je9la01s4txjkw5,None,32,0
7,11,29.958,1,1,5,a,1,je9la01s4txjkw5,None,33,0
5,9,20.327,1,1,5,a,1,je9la01s4txjkw5,None,34,0
6,10,21.908,1,1,5,a,1,je9la01s4txjkw5,None,35,0
6,11,17.946,1,1,7,a,0,cz7ln2tal5qhfz1,None,1,0
5,9,11.349,1,1,7,a,0,cz7ln2tal5qhfz1,None,2,0
2,3,3.256,1,1,7,a,0,cz7ln2tal5qhfz1,None,3,0
5,9,13.733,1,1,7,a,1,cz7ln2tal5qhfz1,None,4,0
4,7,6.374,1,1,6,a,1,cz7ln2tal5qhfz1,None,5,0
6,11,15.57,1,1,6,a,1,cz7ln2tal5qhfz1,None,6,0
3,5,3.261,1,1,6,a,1,cz7ln2tal5qhfz1,None,7,0
7,12,14.965,1,0,6,a,1,cz7ln2tal5qhfz1,None,8,0
4,7,6.747,1,1,6,a,1,cz7ln2tal5qhfz1,None,9,0
6,11,18.441,1,1,6,a,1,cz7ln2tal5qhfz1,None,10,0
5,9,16.951,1,1,6,a,1,cz7ln2tal5qhfz1,None,11,0
4,7,5.355,1,1,6,a,1,cz7ln2tal5qhfz1,None,12,0
7,12,22.355,1,1,6,a,1,cz7ln2tal5qhfz1,None,13,0
3,5,3.007,1,1,6,a,1,cz7ln2tal5qhfz1,None,14,0
2,3,1.707,1,1,5,a,1,cz7ln2tal5qhfz1,None,15,0
6,10,13.926,1,0,5,a,1,cz7ln2tal5qhfz1,None,16,0
3,5,2.856,1,1,5,a,1,cz7ln2tal5qhfz1,None,17,0
5,9,13.306,1,1,5,a,1,cz7ln2tal5qhfz1,None,18,0
7,11,21.937,1,1,5,a,1,cz7ln2tal5qhfz1,None,19,0
4,7,6.395,1,0,5,a,1,cz7ln2tal5qhfz1,None,20,0
1,1,2.167,1,1,5,a,1,cz7ln2tal5qhfz1,None,21,0
1,1,0.77,1,1,5,a,1,cz7ln2tal5qhfz1,None,22,0
4,7,9.408,1,1,5,a,1,cz7ln2tal5qhfz1,None,23,0
1,1,1.007,1,1,5,a,1,cz7ln2tal5qhfz1,None,24,0
5,9,13.075,1,1,5,a,1,cz7ln2tal5qhfz1,None,25,0
3,5,5.513,1,1,5,a,1,cz7ln2tal5qhfz1,None,26,0
1,1,0.899,1,1,5,a,1,cz7ln2tal5qhfz1,None,27,0
6,10,23.014,1,1,5,a,1,cz7ln2tal5qhfz1,None,28,0
1,1,0.708,1,1,5,a,1,cz7ln2tal5qhfz1,None,29,0
2,3,1.318,1,1,5,a,1,cz7ln2tal5qhfz1,None,30,0
3,5,3.286,1,1,5,a,1,cz7ln2tal5qhfz1,None,31,0
2,3,1.427,1,1,5,a,1,cz7ln2tal5qhfz1,None,32,0
7,11,25.777,1,1,5,a,1,cz7ln2tal5qhfz1,None,33,0
2,3,1.394,1,1,5,a,1,cz7ln2tal5qhfz1,None,34,0
7,11,22.204,1,1,5,a,1,cz7ln2tal5qhfz1,None,35,0
1,1,1.02,1,1,7,a,1,lymkfw9n1mft0no,None,1,0
4,7,4.18,1,0,7,a,0,lymkfw9n1mft0no,None,2,0
3,5,4.952,1,0,7,a,0,lymkfw9n1mft0no,None,3,0
3,5,17.656,1,1,7,a,0,lymkfw9n1mft0no,None,4,0
6,11,13.64,1,1,7,a,0,lymkfw9n1mft0no,None,5,0
2,3,2.34,1,1,6,a,0,lymkfw9n1mft0no,None,6,0
3,5,2.855,1,1,6,a,0,lymkfw9n1mft0no,None,7,0
7,12,14.098,1,1,6,a,0,lymkfw9n1mft0no,None,8,0
5,9,5.881,1,1,6,a,0,lymkfw9n1mft0no,None,9,0
4,7,2.856,1,1,6,a,0,lymkfw9n1mft0no,None,10,0
6,11,10.344,1,1,6,a,0,lymkfw9n1mft0no,None,11,0
1,1,0.92,1,1,6,a,0,lymkfw9n1mft0no,None,12,0
7,12,10.359,1,1,6,a,0,lymkfw9n1mft0no,None,13,0
5,9,4.343,1,1,6,a,0,lymkfw9n1mft0no,None,14,0
7,12,6.323,1,1,6,a,0,lymkfw9n1mft0no,None,15,0
5,9,5.029,1,1,6,a,0,lymkfw9n1mft0no,None,16,0
2,3,1.654,1,1,6,a,0,lymkfw9n1mft0no,None,17,0
6,11,11.941,1,1,6,a,1,lymkfw9n1mft0no,None,18,0
1,1,0.792,1,1,6,a,1,lymkfw9n1mft0no,None,19,0
1,1,0.869,1,1,6,a,1,lymkfw9n1mft0no,None,20,0
7,12,10.614,1,1,6,a,0,lymkfw9n1mft0no,None,21,0
5,9,4.836,1,1,5,a,0,lymkfw9n1mft0no,None,22,0
2,3,2.008,1,1,5,a,0,lymkfw9n1mft0no,None,23,0
3,5,2.996,1,1,5,a,0,lymkfw9n1mft0no,None,24,0
3,5,2.392,1,1,5,a,0,lymkfw9n1mft0no,None,25,0
4,7,3.159,1,0,5,a,0,lymkfw9n1mft0no,None,26,0
1,1,1.112,1,1,5,a,0,lymkfw9n1mft0no,None,27,0
5,9,5.846,1,1,5,a,0,lymkfw9n1mft0no,None,28,0
2,3,1.11,1,1,5,a,0,lymkfw9n1mft0no,None,29,0
7,11,7.719,1,0,5,a,0,lymkfw9n1mft0no,None,30,0
4,7,2.87,1,1,5,a,0,lymkfw9n1mft0no,None,31,0
2,3,2.167,1,1,5,a,0,lymkfw9n1mft0no,None,32,0
4,7,4.454,1,1,5,a,0,lymkfw9n1mft0no,None,33,0
6,10,7.462,1,1,5,a,0,lymkfw9n1mft0no,None,34,0
6,10,9.688,1,1,5,a,0,lymkfw9n1mft0no,None,35,0
1,1,3.645,1,1,7,a,1,t7w0f2l0exzmotj,None,1,0
2,3,3.365,1,1,7,a,0,t7w0f2l0exzmotj,None,2,0
1,1,1.933,1,1,7,a,0,t7w0f2l0exzmotj,None,3,0
5,9,10.178,1,1,7,a,0,t7w0f2l0exzmotj,None,4,0
7,13,15.588,1,1,7,a,1,t7w0f2l0exzmotj,None,5,0
6,11,16.776,1,1,6,a,1,t7w0f2l0exzmotj,None,6,0
2,3,6.233,1,1,6,a,1,t7w0f2l0exzmotj,None,7,0
7,12,16.654,1,1,6,a,1,t7w0f2l0exzmotj,None,8,0
3,5,6.517,1,1,6,a,1,t7w0f2l0exzmotj,None,9,0
3,5,5.728,1,1,6,a,1,t7w0f2l0exzmotj,None,10,0
4,7,8.478,1,1,6,a,1,t7w0f2l0exzmotj,None,11,0
6,11,17.653,1,1,6,a,1,t7w0f2l0exzmotj,None,12,0
3,5,7.04,1,1,6,a,0,t7w0f2l0exzmotj,None,13,0
2,3,3.577,1,0,6,a,1,t7w0f2l0exzmotj,None,14,0
6,11,21.146,1,1,6,a,1,t7w0f2l0exzmotj,None,15,0
6,11,13.224,1,1,6,a,1,t7w0f2l0exzmotj,None,16,0
7,12,20.372,1,1,5,a,1,t7w0f2l0exzmotj,None,17,0
2,3,10.039,1,1,5,a,1,t7w0f2l0exzmotj,None,18,0
1,1,1.426,1,1,5,a,1,t7w0f2l0exzmotj,None,19,0
4,7,6.832,1,1,5,a,1,t7w0f2l0exzmotj,None,20,0
3,5,5.951,1,1,5,a,1,t7w0f2l0exzmotj,None,21,0
7,11,13.15,1,1,5,a,1,t7w0f2l0exzmotj,None,22,0
4,7,9.761,1,1,5,a,1,t7w0f2l0exzmotj,None,23,0
5,9,7.157,1,1,5,a,1,t7w0f2l0exzmotj,None,24,0
1,1,1.471,1,1,5,a,1,t7w0f2l0exzmotj,None,25,0
4,7,4.668,1,1,5,a,1,t7w0f2l0exzmotj,None,26,0
7,11,11.232,1,1,5,a,1,t7w0f2l0exzmotj,None,27,0
5,9,7.409,1,1,5,a,1,t7w0f2l0exzmotj,None,28,0
4,7,7.574,1,1,5,a,1,t7w0f2l0exzmotj,None,29,0
5,9,7.992,1,1,5,a,1,t7w0f2l0exzmotj,None,30,0
