NoB,time,realRT,accuracy,realAccuracy,trueConnection,participant,Structure,trial
3,5,1.919,0.8,1,a,dba0gupfpezprom,Query,14
7,8,11.312,0.2,1,a,dba0gupfpezprom,Query,15
4,6,2.339,1,1,a,dba0gupfpezprom,Query,16
4,6,2.712,0.8,1,a,dba0gupfpezprom,Query,17
3,4,1.515,1,1,a,dba0gupfpezprom,Query,18
6,7,4.981,1,1,a,dba0gupfpezprom,Query,19
3,4,2.865,1,1,a,dba0gupfpezprom,Query,20
5,5,6.129,1,1,a,dba0gupfpezprom,Query,21
1,1,5.281,1,1,a,dba0gupfpezprom,Query,22
6,7,8.216,1,1,a,dba0gupfpezprom,Query,23
2,3,0.661,1,1,a,dba0gupfpezprom,Query,24
2,3,0.731,1,1,a,dba0gupfpezprom,Query,25
7,8,10.89,1,1,a,dba0gupfpezprom,Query,26
5,6,6.082,0.8,1,a,dba0gupfpezprom,Query,27
7,8,8.03,1,1,a,dba0gupfpezprom,Query,28
1,1,0.651,1,1,a,dba0gupfpezprom,Query,29
5,6,2.825,1,1,a,dba0gupfpezprom,Query,30
2,3,0.559,1,1,a,dba0gupfpezprom,Query,31
5,6,2.766,1,1,a,dba0gupfpezprom,Query,32
6,6,4.333,1,1,a,dba0gupfpezprom,Query,33
6,6,12.116,1,1,a,dba0gupfpezprom,Query,34
4,5,3.537,0.8,1,a,dba0gupfpezprom,Query,35
5,9,3.04,1,1,dhi,dba0gupfpezprom,Sequence,1
7,11,13.899,0.6,1,dhi,dba0gupfpezprom,Sequence,2
5,9,3.906,1,1,dhi,dba0gupfpezprom,Sequence,3
6,7,17.988,1,1,dhi,dba0gupfpezprom,Sequence,4
2,3,1.408,1,1,dhi,dba0gupfpezprom,Sequence,5
4,5,3.667,1,1,dhi,dba0gupfpezprom,Sequence,6
5,5,3.983,0,1,dhi,dba0gupfpezprom,Sequence,7
7,12,14.766,0.8,1,dhi,dba0gupfpezprom,Sequence,8
1,1,0.583,1,1,dhi,dba0gupfpezprom,Sequence,9
1,1,0.541,1,1,dhi,dba0gupfpezprom,Sequence,10
5,8,2.871,1,1,dhi,dba0gupfpezprom,Sequence,11
2,3,0.667,1,1,dhi,dba0gupfpezprom,Sequence,12
2,3,0.657,1,1,dhi,dba0gupfpezprom,Sequence,13
6,8,2.257,0,1,dhi,dba0gupfpezprom,Sequence,14
5,9,5.942,1,1,dhi,dba0gupfpezprom,Sequence,15
6,8,15.552,0.8,1,dhi,dba0gupfpezprom,Sequence,16
7,8,14.618,0,1,dhi,dba0gupfpezprom,Sequence,17
3,5,2.173,0.8,1,dhi,dba0gupfpezprom,Sequence,18
4,7,5.162,0.8,0,dhi,dba0gupfpezprom,Sequence,19
4,5,2.716,1,1,dhi,dba0gupfpezprom,Sequence,20
4,6,1.704,1,1,dhi,dba0gupfpezprom,Sequence,21
6,7,8.749,0.6,1,dhi,dba0gupfpezprom,Sequence,22
3,5,2.181,1,1,dhi,dba0gupfpezprom,Sequence,23
2,3,0.82,1,1,dhi,dba0gupfpezprom,Sequence,24
7,8,9.475,0.2,1,dhi,dba0gupfpezprom,Sequence,25
7,7,11.992,0.8,1,dhi,dba0gupfpezprom,Sequence,26
1,1,0.837,1,1,dhi,dba0gupfpezprom,Sequence,27
3,4,1.368,0.8,1,dhi,dba0gupfpezprom,Sequence,28
3,5,4.48,1,0,dhi,dba0gupfpezprom,Sequence,29
2,3,1.173,1,1,dhi,dba0gupfpezprom,Sequence,30
1,1,0.704,1,1,dhi,dba0gupfpezprom,Sequence,31
3,4,1.472,1,1,dhi,dba0gupfpezprom,Sequence,32
4,5,2.072,0,1,dhi,dba0gupfpezprom,Sequence,33
1,1,0.634,1,1,dhi,dba0gupfpezprom,Sequence,34
6,11,20.456,0.6,1,dhi,dba0gupfpezprom,Sequence,35
2,3,0.714,0.8,1,a,dba0gupfpezprom,None,1
6,11,7.64,0.8,1,a,dba0gupfpezprom,None,2
7,11,7.913,0.2,1,a,dba0gupfpezprom,None,3
6,11,7.573,1,1,a,dba0gupfpezprom,None,4
7,11,8.925,0.8,1,a,dba0gupfpezprom,None,5
2,3,0.724,1,1,a,dba0gupfpezprom,None,6
3,5,1.121,1,1,a,dba0gupfpezprom,None,7
1,1,0.549,1,1,a,dba0gupfpezprom,None,8
4,7,1.649,1,1,a,dba0gupfpezprom,None,9
5,7,2.228,1,1,a,dba0gupfpezprom,None,10
4,5,1.772,0,1,a,dba0gupfpezprom,None,11
2,3,0.803,1,1,a,dba0gupfpezprom,None,12
4,7,2.443,0.6,1,a,dba0gupfpezprom,None,13
4,7,2.241,1,1,a,dba0gupfpezprom,None,14
3,4,2.425,1,1,a,dba0gupfpezprom,None,15
7,8,8.413,0.8,1,a,dba0gupfpezprom,None,16
6,7,5.283,0.2,0,a,dba0gupfpezprom,None,17
1,1,1.126,1,1,a,dba0gupfpezprom,None,18
3,5,1.367,1,1,a,dba0gupfpezprom,None,19
5,8,3.745,1,0,a,dba0gupfpezprom,None,20
6,8,6.098,1,1,a,dba0gupfpezprom,None,21
1,1,0.455,1,1,a,dba0gupfpezprom,None,22
2,3,1.924,1,1,a,dba0gupfpezprom,None,23
5,6,7.659,0.2,1,a,dba0gupfpezprom,None,24
6,8,7.648,0.4,1,a,dba0gupfpezprom,None,25
5,5,3.838,1,1,a,dba0gupfpezprom,None,26
7,8,27.548,0,1,a,dba0gupfpezprom,None,27
4,7,4.662,1,0,a,dba0gupfpezprom,None,28
2,3,1.095,0.6,1,a,dba0gupfpezprom,None,29
3,5,2.463,0.8,1,a,dba0gupfpezprom,None,30
1,1,2.136,1,1,a,dba0gupfpezprom,None,31
1,1,0.471,1,1,a,dba0gupfpezprom,None,32
5,9,5.969,1,1,a,dba0gupfpezprom,None,33
7,11,11.173,1,1,a,dba0gupfpezprom,None,34
3,5,1.498,1,1,a,dba0gupfpezprom,None,35
1,1,0.657,1,1,a,4z5220nwml6k16r,Query,1
7,13,15.81,0.773,1,a,4z5220nwml6k16r,Query,2
6,7,9.006,0.249,1,a,4z5220nwml6k16r,Query,3
3,4,2.84,0.995,1,a,4z5220nwml6k16r,Query,4
3,4,1.34,0.981,1,a,4z5220nwml6k16r,Query,5
7,7,10.585,0.012,1,a,4z5220nwml6k16r,Query,6
2,3,0.898,0.992,1,a,4z5220nwml6k16r,Query,7
7,7,13.71,0.029,0,a,4z5220nwml6k16r,Query,8
6,7,14.179,0.027,1,a,4z5220nwml6k16r,Query,9
4,4,2.297,0.2,1,a,4z5220nwml6k16r,Query,10
5,5,4.63,0.22,1,a,4z5220nwml6k16r,Query,11
1,1,0.809,1,1,a,4z5220nwml6k16r,Query,12
4,5,1.927,0.007,1,a,4z5220nwml6k16r,Query,13
6,6,7.38,0.024,0,a,4z5220nwml6k16r,Query,14
5,6,3.953,0.48,1,a,4z5220nwml6k16r,Query,15
6,7,9.355,0.028,1,a,4z5220nwml6k16r,Query,16
2,3,0.909,0.241,1,a,4z5220nwml6k16r,Query,17
7,8,7.753,0,1,a,4z5220nwml6k16r,Query,18
1,1,0.711,1,1,a,4z5220nwml6k16r,Query,19
2,3,0.834,0.978,1,a,4z5220nwml6k16r,Query,20
5,9,8.11,0.956,0,a,4z5220nwml6k16r,Query,21
1,1,0.782,1,1,a,4z5220nwml6k16r,Query,22
6,7,8.627,0.993,1,a,4z5220nwml6k16r,Query,23
3,4,1.493,1,1,a,4z5220nwml6k16r,Query,24
7,7,8.707,0.965,1,a,4z5220nwml6k16r,Query,25
5,6,3.512,0.991,1,a,4z5220nwml6k16r,Query,26
4,5,5.559,0.743,1,a,4z5220nwml6k16r,Query,27
2,3,0.946,1,1,a,4z5220nwml6k16r,Query,28
4,5,2.516,0.868,1,a,4z5220nwml6k16r,Query,29
5,6,3.935,0.856,1,a,4z5220nwml6k16r,Query,30
3,4,1.583,0.82,1,a,4z5220nwml6k16r,Query,31
4,4,2.841,0.382,1,a,4z5220nwml6k16r,Query,32
3,4,2.208,0.621,1,a,4z5220nwml6k16r,Query,33
1,1,0.692,1,1,a,4z5220nwml6k16r,Query,34
2,3,1.517,1,1,a,4z5220nwml6k16r,Query,35
4,7,3.459,0.841,1,gjf,4z5220nwml6k16r,Sequence,1
4,6,2.248,0.311,1,gjf,4z5220nwml6k16r,Sequence,2
3,4,2.119,0.327,1,gjf,4z5220nwml6k16r,Sequence,3
3,4,1.943,0.39,1,gjf,4z5220nwml6k16r,Sequence,4
7,8,8.104,0.98,1,gjf,4z5220nwml6k16r,Sequence,5
2,3,1.454,0.832,1,gjf,4z5220nwml6k16r,Sequence,6
5,5,3.789,0.545,1,gjf,4z5220nwml6k16r,Sequence,7
5,6,3.904,0.987,1,gjf,4z5220nwml6k16r,Sequence,8
2,3,0.807,0.831,1,gjf,4z5220nwml6k16r,Sequence,9
7,7,10.863,0.037,1,gjf,4z5220nwml6k16r,Sequence,10
5,5,2.139,0.955,1,gjf,4z5220nwml6k16r,Sequence,11
4,4,1.836,0.579,1,gjf,4z5220nwml6k16r,Sequence,12
1,1,0.684,1,1,gjf,4z5220nwml6k16r,Sequence,13
7,8,14.878,0.433,1,gjf,4z5220nwml6k16r,Sequence,14
2,3,1.256,0.965,1,gjf,4z5220nwml6k16r,Sequence,15
1,1,0.661,1,1,gjf,4z5220nwml6k16r,Sequence,16
5,7,2.618,0.71,1,gjf,4z5220nwml6k16r,Sequence,17
4,6,2.679,0.986,1,gjf,4z5220nwml6k16r,Sequence,18
1,1,0.852,1,1,gjf,4z5220nwml6k16r,Sequence,19
2,3,1.02,0.659,1,gjf,4z5220nwml6k16r,Sequence,20
7,8,5.995,0.447,1,gjf,4z5220nwml6k16r,Sequence,21
1,1,0.607,1,1,gjf,4z5220nwml6k16r,Sequence,22
3,3,1.126,0.786,1,gjf,4z5220nwml6k16r,Sequence,23
6,7,4.405,0.788,1,gjf,4z5220nwml6k16r,Sequence,24
3,3,1.303,0.91,1,gjf,4z5220nwml6k16r,Sequence,25
1,1,1.021,1,1,gjf,4z5220nwml6k16r,Sequence,26
7,8,7.158,0.756,1,gjf,4z5220nwml6k16r,Sequence,27
5,6,4.234,0.791,1,gjf,4z5220nwml6k16r,Sequence,28
4,4,2.16,0.757,1,gjf,4z5220nwml6k16r,Sequence,29
2,3,0.719,0.889,1,gjf,4z5220nwml6k16r,Sequence,30
6,6,3.484,0.422,1,gjf,4z5220nwml6k16r,Sequence,31
6,7,3.246,0.929,1,gjf,4z5220nwml6k16r,Sequence,32
6,7,2.75,0.912,1,gjf,4z5220nwml6k16r,Sequence,33
3,3,0.915,0.331,0,gjf,4z5220nwml6k16r,Sequence,34
6,6,3.796,0.734,1,gjf,4z5220nwml6k16r,Sequence,35
2,3,1.759,0.97,1,a,4z5220nwml6k16r,None,1
4,7,2.26,0.908,1,a,4z5220nwml6k16r,None,2
5,6,3.84,0.499,1,a,4z5220nwml6k16r,None,3
6,8,5.878,0.488,1,a,4z5220nwml6k16r,None,4
7,8,5.266,0.404,1,a,4z5220nwml6k16r,None,5
6,7,4.899,0.589,0,a,4z5220nwml6k16r,None,6
4,6,3.275,0.237,1,a,4z5220nwml6k16r,None,7
6,7,10.234,0.003,1,a,4z5220nwml6k16r,None,8
1,1,0.776,1,1,a,4z5220nwml6k16r,None,9
5,6,3.959,0.08,1,a,4z5220nwml6k16r,None,10
5,6,5.213,0.705,1,a,4z5220nwml6k16r,None,11
6,8,7.382,1,1,a,4z5220nwml6k16r,None,12
5,6,3.208,0.475,0,a,4z5220nwml6k16r,None,13
3,5,1.481,0.995,1,a,4z5220nwml6k16r,None,14
1,1,0.963,1,1,a,4z5220nwml6k16r,None,15
7,7,11.664,0.49,1,a,4z5220nwml6k16r,None,16
5,7,4.696,0.79,1,a,4z5220nwml6k16r,None,17
2,3,5.247,1,1,a,4z5220nwml6k16r,None,18
2,3,4.737,1,1,a,4z5220nwml6k16r,None,19
3,4,2.096,0.978,1,a,4z5220nwml6k16r,None,20
7,8,8.37,0.762,1,a,4z5220nwml6k16r,None,21
4,4,2.878,0.386,1,a,4z5220nwml6k16r,None,22
3,4,1.405,0.41,1,a,4z5220nwml6k16r,None,23
3,4,1.569,1,1,a,4z5220nwml6k16r,None,24
1,1,0.636,1,1,a,4z5220nwml6k16r,None,25
1,1,0.739,1,1,a,4z5220nwml6k16r,None,26
7,8,21.2,0.481,1,a,4z5220nwml6k16r,None,27
7,9,9.897,0.992,1,a,4z5220nwml6k16r,None,28
2,3,0.722,1,1,a,4z5220nwml6k16r,None,29
6,7,10.326,0.468,1,a,4z5220nwml6k16r,None,30
1,1,0.578,1,1,a,4z5220nwml6k16r,None,31
3,4,1.745,0.982,0,a,4z5220nwml6k16r,None,32
4,5,2.705,0.377,1,a,4z5220nwml6k16r,None,33
4,5,4.356,0.048,1,a,4z5220nwml6k16r,None,34
2,2,1.407,0.322,1,a,4z5220nwml6k16r,None,35
4,7,6.644,0.8,1,a,ylraknlb7m2m4j8,Query,1
1,1,0.833,1,1,a,ylraknlb7m2m4j8,Query,2
4,7,5.857,1,1,a,ylraknlb7m2m4j8,Query,3
1,1,0.649,1,1,a,ylraknlb7m2m4j8,Query,4
7,10,5.402,0,1,a,ylraknlb7m2m4j8,Query,5
1,1,0.723,1,1,a,ylraknlb7m2m4j8,Query,6
4,7,3.618,0.6,1,a,ylraknlb7m2m4j8,Query,7
5,9,7.425,1,1,a,ylraknlb7m2m4j8,Query,8
6,11,10.545,1,1,a,ylraknlb7m2m4j8,Query,9
4,7,5.848,0.8,1,a,ylraknlb7m2m4j8,Query,10
7,13,5.434,1,1,a,ylraknlb7m2m4j8,Query,11
6,7,4.376,1,1,a,ylraknlb7m2m4j8,Query,12
5,6,6.289,1,1,a,ylraknlb7m2m4j8,Query,13
3,4,3.201,1,1,a,ylraknlb7m2m4j8,Query,14
2,2,1.818,1,1,a,ylraknlb7m2m4j8,Query,15
1,1,0.721,1,1,a,ylraknlb7m2m4j8,Query,16
6,6,5.776,1,1,a,ylraknlb7m2m4j8,Query,17
4,4,3.201,1,1,a,ylraknlb7m2m4j8,Query,18
6,5,5.793,0.4,1,a,ylraknlb7m2m4j8,Query,19
3,4,2.794,1,1,a,ylraknlb7m2m4j8,Query,20
2,3,1.601,1,1,a,ylraknlb7m2m4j8,Query,21
7,7,6.545,0.2,1,a,ylraknlb7m2m4j8,Query,22
7,7,6.194,0.4,1,a,ylraknlb7m2m4j8,Query,23
3,4,2.395,1,1,a,ylraknlb7m2m4j8,Query,24
5,6,5.177,1,1,a,ylraknlb7m2m4j8,Query,25
2,3,1.346,1,1,a,ylraknlb7m2m4j8,Query,26
3,4,2.809,1,1,a,ylraknlb7m2m4j8,Query,27
5,6,5.256,1,1,a,ylraknlb7m2m4j8,Query,28
5,5,6.106,1,1,a,ylraknlb7m2m4j8,Query,29
3,4,5.122,1,1,a,ylraknlb7m2m4j8,Query,30
1,1,503.936,1,1,a,ylraknlb7m2m4j8,Query,31
2,2,2.937,1,1,a,ylraknlb7m2m4j8,Query,32
6,7,7.048,1,1,a,ylraknlb7m2m4j8,Query,33
2,2,1.658,0.4,1,a,ylraknlb7m2m4j8,Query,34
7,7,5.25,1,1,a,ylraknlb7m2m4j8,Query,35
4,7,2.483,1,1,dhg,ylraknlb7m2m4j8,Sequence,1
6,11,4.552,0.8,1,dhg,ylraknlb7m2m4j8,Sequence,2
3,5,1.488,0.6,1,dhg,ylraknlb7m2m4j8,Sequence,3
4,7,2.345,1,1,dhg,ylraknlb7m2m4j8,Sequence,4
6,9,4.968,0.8,1,dhg,ylraknlb7m2m4j8,Sequence,5
4,7,3.104,0.8,1,dhg,ylraknlb7m2m4j8,Sequence,6
3,5,2.056,1,1,dhg,ylraknlb7m2m4j8,Sequence,7
2,3,1.736,1,1,dhg,ylraknlb7m2m4j8,Sequence,8
7,9,5.304,0.6,1,dhg,ylraknlb7m2m4j8,Sequence,9
6,9,6.545,0.6,1,dhg,ylraknlb7m2m4j8,Sequence,10
1,1,0.72,1,1,dhg,ylraknlb7m2m4j8,Sequence,11
5,8,5.993,1,1,dhg,ylraknlb7m2m4j8,Sequence,12
6,7,6.207,0,1,dhg,ylraknlb7m2m4j8,Sequence,13
5,8,5.281,0.6,1,dhg,ylraknlb7m2m4j8,Sequence,14
5,8,9.985,1,1,dhg,ylraknlb7m2m4j8,Sequence,15
1,1,0.809,1,1,dhg,ylraknlb7m2m4j8,Sequence,16
2,3,1.53,1,1,dhg,ylraknlb7m2m4j8,Sequence,17
2,3,1.097,1,1,dhg,ylraknlb7m2m4j8,Sequence,18
1,1,0.767,1,1,dhg,ylraknlb7m2m4j8,Sequence,19
1,1,0.776,1,1,dhg,ylraknlb7m2m4j8,Sequence,20
4,5,3.433,0,1,dhg,ylraknlb7m2m4j8,Sequence,21
1,1,0.737,1,1,dhg,ylraknlb7m2m4j8,Sequence,22
3,5,2,1,1,dhg,ylraknlb7m2m4j8,Sequence,23
7,11,5.426,0.8,1,dhg,ylraknlb7m2m4j8,Sequence,24
2,3,1.337,1,1,dhg,ylraknlb7m2m4j8,Sequence,25
7,9,4.936,0.6,1,dhg,ylraknlb7m2m4j8,Sequence,26
4,5,3.455,0.6,1,dhg,ylraknlb7m2m4j8,Sequence,27
7,8,4.802,0.6,1,dhg,ylraknlb7m2m4j8,Sequence,28
3,5,2.408,1,1,dhg,ylraknlb7m2m4j8,Sequence,29
5,7,7.586,1,1,dhg,ylraknlb7m2m4j8,Sequence,30
5,7,5.497,0.4,1,dhg,ylraknlb7m2m4j8,Sequence,31
3,5,3.785,1,1,dhg,ylraknlb7m2m4j8,Sequence,32
2,3,1.032,1,1,dhg,ylraknlb7m2m4j8,Sequence,33
6,8,5.177,0.6,1,dhg,ylraknlb7m2m4j8,Sequence,34
7,9,5.002,0.8,1,dhg,ylraknlb7m2m4j8,Sequence,35
5,9,5.172,1,1,a,ylraknlb7m2m4j8,None,1
1,1,0.688,1,1,a,ylraknlb7m2m4j8,None,2
1,1,0.617,1,1,a,ylraknlb7m2m4j8,None,3
3,5,3.296,1,1,a,ylraknlb7m2m4j8,None,4
4,4,5.313,1,1,a,ylraknlb7m2m4j8,None,5
7,8,5.335,0,1,a,ylraknlb7m2m4j8,None,6
3,5,1.807,0.6,1,a,ylraknlb7m2m4j8,None,7
4,6,3.553,0.8,1,a,ylraknlb7m2m4j8,None,8
7,8,5.717,0.4,1,a,ylraknlb7m2m4j8,None,9
7,9,5.722,0.2,1,a,ylraknlb7m2m4j8,None,10
6,9,4.401,0.4,1,a,ylraknlb7m2m4j8,None,11
6,9,4.561,1,1,a,ylraknlb7m2m4j8,None,12
6,9,5.296,1,1,a,ylraknlb7m2m4j8,None,13
4,7,4.746,1,1,a,ylraknlb7m2m4j8,None,14
2,3,2.153,1,1,a,ylraknlb7m2m4j8,None,15
4,4,3.905,0.8,1,a,ylraknlb7m2m4j8,None,16
1,1,0.623,1,1,a,ylraknlb7m2m4j8,None,17
3,5,2.313,1,1,a,ylraknlb7m2m4j8,None,18
2,3,2.04,1,1,a,ylraknlb7m2m4j8,None,19
2,3,1.577,1,1,a,ylraknlb7m2m4j8,None,20
2,3,1.4,1,1,a,ylraknlb7m2m4j8,None,21
5,6,8.401,0,1,a,ylraknlb7m2m4j8,None,22
1,1,0.672,1,1,a,ylraknlb7m2m4j8,None,23
6,11,5.449,1,1,a,ylraknlb7m2m4j8,None,24
3,5,2.367,1,1,a,ylraknlb7m2m4j8,None,25
1,1,0.712,1,1,a,ylraknlb7m2m4j8,None,26
5,6,4.882,0,1,a,ylraknlb7m2m4j8,None,27
5,9,5.448,0.6,1,a,ylraknlb7m2m4j8,None,28
7,11,4.935,1,1,a,ylraknlb7m2m4j8,None,29
5,9,5.008,0.4,1,a,ylraknlb7m2m4j8,None,30
7,12,4.855,0.8,1,a,ylraknlb7m2m4j8,None,31
2,3,1.376,1,1,a,ylraknlb7m2m4j8,None,32
4,7,5.449,1,1,a,ylraknlb7m2m4j8,None,33
3,5,1.713,1,1,a,ylraknlb7m2m4j8,None,34
6,9,5.064,0,1,a,ylraknlb7m2m4j8,None,35
3,5,11.065,0.7333333333333333,1,a,ygop6p10kgt4a4w,Query,1
3,5,6.58,0.8666666666666667,1,a,ygop6p10kgt4a4w,Query,2
6,11,5.34,0.9333333333333333,1,a,ygop6p10kgt4a4w,Query,3
2,3,25.177,0.7333333333333333,1,a,ygop6p10kgt4a4w,Query,4
1,1,2.714,1,1,a,ygop6p10kgt4a4w,Query,5
3,5,3.928,0.9333333333333333,1,a,ygop6p10kgt4a4w,Query,6
6,9,5.495,0.9333333333333333,1,a,ygop6p10kgt4a4w,Query,7
2,3,6.906,1,1,a,ygop6p10kgt4a4w,Query,8
5,6,4.058,0.9333333333333333,1,a,ygop6p10kgt4a4w,Query,9
4,5,6.525,1,1,a,ygop6p10kgt4a4w,Query,10
2,2,3.577,0.4666666666666667,1,a,ygop6p10kgt4a4w,Query,11
5,6,3.903,1,1,a,ygop6p10kgt4a4w,Query,12
4,5,4.719,1,1,a,ygop6p10kgt4a4w,Query,13
7,7,6.201,0.5333333333333333,1,a,ygop6p10kgt4a4w,Query,14
6,7,5.794,0.9333333333333333,1,a,ygop6p10kgt4a4w,Query,15
4,5,5.301,1,1,a,ygop6p10kgt4a4w,Query,16
7,8,5.982,1,1,a,ygop6p10kgt4a4w,Query,17
7,7,5.634,0.8666666666666667,1,a,ygop6p10kgt4a4w,Query,18
7,8,5.588,1,1,a,ygop6p10kgt4a4w,Query,19
3,4,10.22,1,1,a,ygop6p10kgt4a4w,Query,20
2,3,2.513,1,1,a,ygop6p10kgt4a4w,Query,21
6,7,3.281,1,1,a,ygop6p10kgt4a4w,Query,22
1,1,1.98,1,1,a,ygop6p10kgt4a4w,Query,23
1,1,1.582,1,1,a,ygop6p10kgt4a4w,Query,24
2,3,1.277,1,1,a,ygop6p10kgt4a4w,Query,25
5,6,4.229,0.9333333333333333,1,a,ygop6p10kgt4a4w,Query,26
4,5,5.494,1,1,a,ygop6p10kgt4a4w,Query,27
4,5,4.683,0.9333333333333333,1,a,ygop6p10kgt4a4w,Query,28
1,1,2.266,1,1,a,ygop6p10kgt4a4w,Query,29
6,6,6.205,1,1,a,ygop6p10kgt4a4w,Query,30
3,4,5.211,1,1,a,ygop6p10kgt4a4w,Query,31
5,6,4.03,0.9333333333333333,1,a,ygop6p10kgt4a4w,Query,32
1,1,1.713,1,1,a,ygop6p10kgt4a4w,Query,33
5,6,3.014,1,1,a,ygop6p10kgt4a4w,Query,34
7,7,5.887,0.4666666666666667,1,a,ygop6p10kgt4a4w,Query,35
2,3,1.825,0.9333333333333333,1,ecb,ygop6p10kgt4a4w,Sequence,1
3,5,2.943,0.8,1,ecb,ygop6p10kgt4a4w,Sequence,2
3,5,3.677,1,1,ecb,ygop6p10kgt4a4w,Sequence,3
3,5,3.698,0.9333333333333333,1,ecb,ygop6p10kgt4a4w,Sequence,4
4,7,4.583,0.4666666666666667,1,ecb,ygop6p10kgt4a4w,Sequence,5
1,1,3.735,1,1,ecb,ygop6p10kgt4a4w,Sequence,6
7,12,4.28,0.6666666666666666,1,ecb,ygop6p10kgt4a4w,Sequence,7
4,7,5.688,1,1,ecb,ygop6p10kgt4a4w,Sequence,8
1,1,1.848,1,1,ecb,ygop6p10kgt4a4w,Sequence,9
4,4,3.045,0,1,ecb,ygop6p10kgt4a4w,Sequence,10
3,5,4.788,0.9333333333333333,1,ecb,ygop6p10kgt4a4w,Sequence,11
7,13,5.312,0.2,1,ecb,ygop6p10kgt4a4w,Sequence,12
3,5,6.189,1,1,ecb,ygop6p10kgt4a4w,Sequence,13
6,10,5.321,1,1,ecb,ygop6p10kgt4a4w,Sequence,14
2,3,6.446,1,1,ecb,ygop6p10kgt4a4w,Sequence,15
5,9,3.283,0.9333333333333333,1,ecb,ygop6p10kgt4a4w,Sequence,16
6,10,5.197,0.9333333333333333,1,ecb,ygop6p10kgt4a4w,Sequence,17
7,11,5.311,1,1,ecb,ygop6p10kgt4a4w,Sequence,18
5,9,5.406,0.6666666666666666,1,ecb,ygop6p10kgt4a4w,Sequence,19
4,7,5.069,1,1,ecb,ygop6p10kgt4a4w,Sequence,20
1,1,2.044,1,1,ecb,ygop6p10kgt4a4w,Sequence,21
6,10,6.453,0.7333333333333333,1,ecb,ygop6p10kgt4a4w,Sequence,22
6,10,4.862,0.6666666666666666,1,ecb,ygop6p10kgt4a4w,Sequence,23
5,9,5.479,0.3333333333333333,1,ecb,ygop6p10kgt4a4w,Sequence,24
4,7,4.688,1,1,ecb,ygop6p10kgt4a4w,Sequence,25
2,3,6.488,1,0,ecb,ygop6p10kgt4a4w,Sequence,26
7,10,4.141,0.6666666666666666,1,ecb,ygop6p10kgt4a4w,Sequence,27
5,8,4.899,1,1,ecb,ygop6p10kgt4a4w,Sequence,28
7,10,5.441,0.06666666666666667,1,ecb,ygop6p10kgt4a4w,Sequence,29
2,3,5.309,1,1,ecb,ygop6p10kgt4a4w,Sequence,30
2,3,3.432,1,1,ecb,ygop6p10kgt4a4w,Sequence,31
1,1,0.955,1,1,ecb,ygop6p10kgt4a4w,Sequence,32
1,1,0.998,1,1,ecb,ygop6p10kgt4a4w,Sequence,33
5,9,3.968,1,1,ecb,ygop6p10kgt4a4w,Sequence,34
6,10,14.622,0.9333333333333333,1,ecb,ygop6p10kgt4a4w,Sequence,35
7,13,4.985,0.8,1,a,ygop6p10kgt4a4w,None,1
7,13,5.448,0.6,1,a,ygop6p10kgt4a4w,None,2
1,1,1.911,1,1,a,ygop6p10kgt4a4w,None,3
7,10,4.005,0.06666666666666667,1,a,ygop6p10kgt4a4w,None,4
2,3,3.083,1,1,a,ygop6p10kgt4a4w,None,5
3,5,3.356,0.2,1,a,ygop6p10kgt4a4w,None,6
4,7,6.699,0.3333333333333333,1,a,ygop6p10kgt4a4w,None,7
1,1,2.127,1,1,a,ygop6p10kgt4a4w,None,8
5,7,3.79,0.8666666666666667,1,a,ygop6p10kgt4a4w,None,9
6,8,6.357,0,1,a,ygop6p10kgt4a4w,None,10
4,7,5.502,0.5333333333333333,1,a,ygop6p10kgt4a4w,None,11
1,1,1.53,1,1,a,ygop6p10kgt4a4w,None,12
3,5,3.317,1,1,a,ygop6p10kgt4a4w,None,13
5,9,5.68,0.8,1,a,ygop6p10kgt4a4w,None,14
7,12,5.855,0.26666666666666666,1,a,ygop6p10kgt4a4w,None,15
5,9,4.86,1,1,a,ygop6p10kgt4a4w,None,16
4,7,5.702,1,1,a,ygop6p10kgt4a4w,None,17
3,5,8.675,1,1,a,ygop6p10kgt4a4w,None,18
2,3,4.782,1,1,a,ygop6p10kgt4a4w,None,19
5,9,3.429,0.2,1,a,ygop6p10kgt4a4w,None,20
7,13,5.405,0.6666666666666666,1,a,ygop6p10kgt4a4w,None,21
3,5,5.519,0.9333333333333333,1,a,ygop6p10kgt4a4w,None,22
2,3,4.18,1,1,a,ygop6p10kgt4a4w,None,23
1,1,2.397,1,1,a,ygop6p10kgt4a4w,None,24
3,5,4.358,1,1,a,ygop6p10kgt4a4w,None,25
2,3,2.16,0.3333333333333333,1,a,ygop6p10kgt4a4w,None,26
4,7,5.493,0.4666666666666667,1,a,ygop6p10kgt4a4w,None,27
4,7,5.068,0.2,1,a,ygop6p10kgt4a4w,None,28
6,11,4.666,1,1,a,ygop6p10kgt4a4w,None,29
2,3,4.317,0.9333333333333333,1,a,ygop6p10kgt4a4w,None,30
6,11,3.044,0.4,1,a,ygop6p10kgt4a4w,None,31
6,11,5.769,0.9333333333333333,1,a,ygop6p10kgt4a4w,None,32
1,1,2.003,1,1,a,ygop6p10kgt4a4w,None,33
6,11,3.532,0.9333333333333333,1,a,ygop6p10kgt4a4w,None,34
5,9,5.285,0.2,1,a,ygop6p10kgt4a4w,None,35
