NoB,time,realRT,accuracy,realAccuracy,threshold,connection,startAtSmall,participant,Structure,trial,trueConnection
6,11,0.67,1,1,7,a,0,y7a6denlnqvwcgm,Query,1,0
3,5,1.08,1,1,6,a,0,y7a6denlnqvwcgm,Query,2,0
6,11,-2.432,1,1,6,a,0,y7a6denlnqvwcgm,Query,3,0
6,11,0.631,1,1,6,a,0,y7a6denlnqvwcgm,Query,4,0
5,9,1.422,1,1,6,a,0,y7a6denlnqvwcgm,Query,5,0
2,3,-0.066,1,1,6,a,0,y7a6denlnqvwcgm,Query,6,0
3,5,0.769,1,1,5,a,0,y7a6denlnqvwcgm,Query,7,0
5,9,3.098,1,1,5,a,0,y7a6denlnqvwcgm,Query,8,0
1,1,0.28,1,1,5,a,0,y7a6denlnqvwcgm,Query,9,0
6,10,-1.117,1,1,5,a,0,y7a6denlnqvwcgm,Query,10,0
3,5,0.931,1,1,5,a,0,y7a6denlnqvwcgm,Query,11,0
1,1,-0.084,1,1,5,a,0,y7a6denlnqvwcgm,Query,12,0
4,7,-0.087,1,1,5,a,0,y7a6denlnqvwcgm,Query,13,0
7,11,0.721,1,1,5,a,0,y7a6denlnqvwcgm,Query,14,0
7,11,-1.393,1,0,4,a,0,y7a6denlnqvwcgm,Query,15,0
1,1,0.187,1,1,4,a,0,y7a6denlnqvwcgm,Query,16,0
5,8,-1.616,1,1,4,a,0,y7a6denlnqvwcgm,Query,17,0
7,10,2.356,1,1,4,a,0,y7a6denlnqvwcgm,Query,18,0
5,8,-3.322,1,1,4,a,0,y7a6denlnqvwcgm,Query,19,0
4,7,0.687,1,1,4,a,0,y7a6denlnqvwcgm,Query,20,0
1,1,-0.107,1,1,4,a,0,y7a6denlnqvwcgm,Query,21,0
6,9,0.595,1,1,4,a,0,y7a6denlnqvwcgm,Query,22,0
4,7,-0.017,1,1,4,a,0,y7a6denlnqvwcgm,Query,23,0
2,3,0.656,1,1,3,a,0,y7a6denlnqvwcgm,Query,24,0
2,3,0.944,1,1,3,a,0,y7a6denlnqvwcgm,Query,25,0
4,6,1.425,1,1,3,a,0,y7a6denlnqvwcgm,Query,26,0
1,1,-0.773,1,1,3,a,0,y7a6denlnqvwcgm,Query,27,0
7,9,1.079,1,1,3,a,0,y7a6denlnqvwcgm,Query,28,0
7,9,-0.38,1,0,3,a,0,y7a6denlnqvwcgm,Query,29,0
3,5,-0.608,1,1,3,a,0,y7a6denlnqvwcgm,Query,30,0
4,6,-0.354,1,1,3,a,0,y7a6denlnqvwcgm,Query,31,0
2,3,-0.119,1,1,3,a,0,y7a6denlnqvwcgm,Query,32,0
5,7,-4.259,1,1,3,a,0,y7a6denlnqvwcgm,Query,33,0
2,3,-0.65,1,1,3,a,0,y7a6denlnqvwcgm,Query,34,0
3,5,-3.047,1,1,3,a,0,y7a6denlnqvwcgm,Query,35,0
7,13,20.544,1,1,7,a,0,tf2ekjffoeoptr3,Query,1,0
3,5,4.987,1,1,6,a,0,tf2ekjffoeoptr3,Query,2,0
6,11,-0.533,1,1,6,a,0,tf2ekjffoeoptr3,Query,3,0
2,3,1.963,1,1,6,a,0,tf2ekjffoeoptr3,Query,4,0
7,12,-23.4,1,1,6,a,0,tf2ekjffoeoptr3,Query,5,0
4,7,1.554,1,1,6,a,0,tf2ekjffoeoptr3,Query,6,0
5,9,3.794,1,1,5,a,0,tf2ekjffoeoptr3,Query,7,0
4,7,3.633,1,1,5,a,0,tf2ekjffoeoptr3,Query,8,0
7,11,0.927,1,1,5,a,0,tf2ekjffoeoptr3,Query,9,0
2,3,-2.218,1,1,5,a,0,tf2ekjffoeoptr3,Query,10,0
6,10,1.164,1,1,5,a,0,tf2ekjffoeoptr3,Query,11,0
5,9,-1.888,1,1,5,a,0,tf2ekjffoeoptr3,Query,12,0
7,11,4.07,1,1,4,a,0,tf2ekjffoeoptr3,Query,13,0
2,3,1.734,1,1,4,a,0,tf2ekjffoeoptr3,Query,14,0
5,8,2.96,1,0,4,a,0,tf2ekjffoeoptr3,Query,15,0
2,3,2.194,1,1,4,a,0,tf2ekjffoeoptr3,Query,16,0
6,9,-4.445,1,1,4,a,0,tf2ekjffoeoptr3,Query,17,0
2,3,1.987,1,1,4,a,0,tf2ekjffoeoptr3,Query,18,0
1,1,1.223,1,1,4,a,0,tf2ekjffoeoptr3,Query,19,0
7,10,0.199,1,1,4,a,0,tf2ekjffoeoptr3,Query,20,0
3,5,0.807,1,1,3,a,0,tf2ekjffoeoptr3,Query,21,0
1,1,0.015,1,1,3,a,0,tf2ekjffoeoptr3,Query,22,0
5,7,1.376,1,1,3,a,0,tf2ekjffoeoptr3,Query,23,0
4,6,11.537,1,1,3,a,0,tf2ekjffoeoptr3,Query,24,0
3,5,1.672,1,1,3,a,0,tf2ekjffoeoptr3,Query,25,0
1,1,0.061,1,1,3,a,0,tf2ekjffoeoptr3,Query,26,0
1,1,0.128,1,1,3,a,0,tf2ekjffoeoptr3,Query,27,0
5,7,-0.819,1,1,3,a,0,tf2ekjffoeoptr3,Query,28,0
3,5,0.972,1,1,3,a,0,tf2ekjffoeoptr3,Query,29,0
4,6,0.265,1,1,3,a,0,tf2ekjffoeoptr3,Query,30,0
6,8,-16.742,1,1,3,a,0,tf2ekjffoeoptr3,Query,31,0
6,8,-4.03,1,1,3,a,0,tf2ekjffoeoptr3,Query,32,0
1,1,0.188,1,1,3,a,0,tf2ekjffoeoptr3,Query,33,0
3,5,-2.344,1,1,3,a,0,tf2ekjffoeoptr3,Query,34,0
4,6,-3.128,1,1,3,a,0,tf2ekjffoeoptr3,Query,35,0
6,11,-0.737,1,1,7,a,0,4r8fa9xh0zzco6o,Query,1,0
7,13,8.262,1,1,6,a,0,4r8fa9xh0zzco6o,Query,2,0
2,3,0.374,1,1,6,a,0,4r8fa9xh0zzco6o,Query,3,0
3,5,-1.527,1,1,6,a,0,4r8fa9xh0zzco6o,Query,4,0
1,1,-0.059,1,1,6,a,0,4r8fa9xh0zzco6o,Query,5,0
7,12,-1.247,1,1,6,a,0,4r8fa9xh0zzco6o,Query,6,0
4,7,0.083,1,1,6,a,0,4r8fa9xh0zzco6o,Query,7,0
5,9,2.836,1,1,5,a,0,4r8fa9xh0zzco6o,Query,8,0
2,3,0.152,1,1,5,a,0,4r8fa9xh0zzco6o,Query,9,0
1,1,0.065,1,1,5,a,0,4r8fa9xh0zzco6o,Query,10,0
1,1,0.081,1,1,5,a,0,4r8fa9xh0zzco6o,Query,11,0
3,5,-0.279,1,1,5,a,0,4r8fa9xh0zzco6o,Query,12,0
6,10,-0.01,1,1,5,a,0,4r8fa9xh0zzco6o,Query,13,0
7,11,4.316,1,1,5,a,0,4r8fa9xh0zzco6o,Query,14,0
4,7,1.892,1,1,5,a,0,4r8fa9xh0zzco6o,Query,15,0
5,9,3.431,1,1,4,a,0,4r8fa9xh0zzco6o,Query,16,0
4,7,1.86,1,1,4,a,0,4r8fa9xh0zzco6o,Query,17,0
4,7,-0.412,1,1,4,a,0,4r8fa9xh0zzco6o,Query,18,0
3,5,0.563,1,1,4,a,0,4r8fa9xh0zzco6o,Query,19,0
2,3,-0.243,1,1,4,a,0,4r8fa9xh0zzco6o,Query,20,0
1,1,-0.143,1,1,4,a,0,4r8fa9xh0zzco6o,Query,21,0
2,3,0.412,1,1,4,a,0,4r8fa9xh0zzco6o,Query,22,0
5,8,2.062,1,1,4,a,0,4r8fa9xh0zzco6o,Query,23,0
3,5,2.603,1,1,3,a,0,4r8fa9xh0zzco6o,Query,24,0
2,3,0.454,1,1,3,a,0,4r8fa9xh0zzco6o,Query,25,0
1,1,4.056,1,1,3,a,0,4r8fa9xh0zzco6o,Query,26,0
5,7,2.863,1,1,3,a,0,4r8fa9xh0zzco6o,Query,27,0
7,9,0.327,1,1,3,a,0,4r8fa9xh0zzco6o,Query,28,0
5,7,-0.572,1,1,3,a,0,4r8fa9xh0zzco6o,Query,29,0
6,8,-4.002,1,1,3,a,0,4r8fa9xh0zzco6o,Query,30,0
6,8,-3.661,1,1,3,a,0,4r8fa9xh0zzco6o,Query,31,0
6,8,-4.512,1,1,3,a,0,4r8fa9xh0zzco6o,Query,32,0
7,9,-5.377,1,1,3,a,0,4r8fa9xh0zzco6o,Query,33,0
3,5,-0.11,1,1,3,a,0,4r8fa9xh0zzco6o,Query,34,0
4,6,-0.198,1,1,3,a,0,4r8fa9xh0zzco6o,Query,35,0
3,5,0.186,1,1,7,a,0,a9tn75magy8nffy,Query,1,0
2,3,0.275,1,1,6,a,0,a9tn75magy8nffy,Query,2,0
3,5,-0.428,1,1,6,a,0,a9tn75magy8nffy,Query,3,0
7,12,3.168,1,1,6,a,0,a9tn75magy8nffy,Query,4,0
6,11,2.998,1,1,6,a,0,a9tn75magy8nffy,Query,5,0
4,7,0.159,1,1,6,a,0,a9tn75magy8nffy,Query,6,0
2,3,0.023,1,1,5,a,0,a9tn75magy8nffy,Query,7,0
4,7,-0.545,1,1,5,a,0,a9tn75magy8nffy,Query,8,0
1,1,-0.041,1,1,5,a,0,a9tn75magy8nffy,Query,9,0
3,5,0.553,1,1,5,a,0,a9tn75magy8nffy,Query,10,0
5,9,0.727,1,1,5,a,0,a9tn75magy8nffy,Query,11,0
3,5,-0.258,1,1,5,a,0,a9tn75magy8nffy,Query,12,0
5,9,0.564,1,1,5,a,0,a9tn75magy8nffy,Query,13,0
6,10,-0.239,1,1,4,a,0,a9tn75magy8nffy,Query,14,0
1,1,-0.068,1,1,4,a,0,a9tn75magy8nffy,Query,15,0
2,3,-0.179,1,1,4,a,0,a9tn75magy8nffy,Query,16,0
3,5,-0.344,1,1,4,a,0,a9tn75magy8nffy,Query,17,0
5,8,0.205,1,1,4,a,0,a9tn75magy8nffy,Query,18,0
7,10,-2.024,1,1,4,a,0,a9tn75magy8nffy,Query,19,0
1,1,0.01,1,1,4,a,0,a9tn75magy8nffy,Query,20,0
6,9,-2.376,1,0,4,a,0,a9tn75magy8nffy,Query,21,0
1,1,-0.057,1,1,4,a,0,a9tn75magy8nffy,Query,22,0
7,10,0.831,1,1,4,a,0,a9tn75magy8nffy,Query,23,0
2,3,0.091,1,1,3,a,0,a9tn75magy8nffy,Query,24,0
4,6,-0.234,1,1,3,a,0,a9tn75magy8nffy,Query,25,0
4,6,-0.315,1,1,3,a,0,a9tn75magy8nffy,Query,26,0
7,9,3.848,1,1,3,a,0,a9tn75magy8nffy,Query,27,0
5,7,-0.713,1,1,3,a,0,a9tn75magy8nffy,Query,28,0
7,9,2.774,1,1,3,a,0,a9tn75magy8nffy,Query,29,0
6,8,1.766,1,1,3,a,0,a9tn75magy8nffy,Query,30,0
2,3,0.162,1,1,3,a,0,a9tn75magy8nffy,Query,31,0
6,8,0.909,1,1,3,a,0,a9tn75magy8nffy,Query,32,0
5,7,-2.998,1,1,3,a,0,a9tn75magy8nffy,Query,33,0
4,6,0.789,1,1,3,a,0,a9tn75magy8nffy,Query,34,0
1,1,-0.034,1,1,3,a,0,a9tn75magy8nffy,Query,35,0
5,9,1.776,1,1,7,a,0,rbrzxgywqun5ned,Query,1,0
7,13,5.981,1,1,6,a,0,rbrzxgywqun5ned,Query,2,0
5,9,0.59,1,1,6,a,0,rbrzxgywqun5ned,Query,3,0
4,7,1.696,1,1,6,a,0,rbrzxgywqun5ned,Query,4,0
6,11,2.002,1,1,6,a,0,rbrzxgywqun5ned,Query,5,0
4,7,1.943,1,1,6,a,0,rbrzxgywqun5ned,Query,6,0
6,11,2.895,1,1,5,a,0,rbrzxgywqun5ned,Query,7,0
5,9,6.166,1,1,5,a,0,rbrzxgywqun5ned,Query,8,0
5,9,0.214,1,1,5,a,0,rbrzxgywqun5ned,Query,9,0
3,5,2.268,1,1,5,a,0,rbrzxgywqun5ned,Query,10,0
2,3,1.239,1,1,5,a,0,rbrzxgywqun5ned,Query,11,0
7,11,1.082,1,1,5,a,0,rbrzxgywqun5ned,Query,12,0
2,3,0.794,1,1,4,a,0,rbrzxgywqun5ned,Query,13,0
1,1,0.209,1,1,4,a,0,rbrzxgywqun5ned,Query,14,0
3,5,0.961,1,1,4,a,0,rbrzxgywqun5ned,Query,15,0
1,1,0.045,1,1,4,a,0,rbrzxgywqun5ned,Query,16,0
4,7,2.299,1,1,4,a,0,rbrzxgywqun5ned,Query,17,0
1,1,-0.026,1,1,4,a,0,rbrzxgywqun5ned,Query,18,0
6,9,0.261,1,0,4,a,0,rbrzxgywqun5ned,Query,19,0
5,8,1.768,1,1,4,a,0,rbrzxgywqun5ned,Query,20,0
6,9,0.304,1,1,4,a,0,rbrzxgywqun5ned,Query,21,0
7,10,0.567,1,1,4,a,0,rbrzxgywqun5ned,Query,22,0
2,3,0.598,1,1,3,a,0,rbrzxgywqun5ned,Query,23,0
3,5,0.007,1,1,3,a,0,rbrzxgywqun5ned,Query,24,0
6,8,0.404,1,1,3,a,0,rbrzxgywqun5ned,Query,25,0
7,9,0.375,1,1,3,a,0,rbrzxgywqun5ned,Query,26,0
1,1,0.173,1,1,3,a,0,rbrzxgywqun5ned,Query,27,0
4,6,0.16,1,1,3,a,0,rbrzxgywqun5ned,Query,28,0
2,3,-0.061,1,1,3,a,0,rbrzxgywqun5ned,Query,29,0
2,3,0.542,1,1,3,a,0,rbrzxgywqun5ned,Query,30,0
4,6,-1.565,1,1,3,a,0,rbrzxgywqun5ned,Query,31,0
1,1,0.113,1,1,3,a,0,rbrzxgywqun5ned,Query,32,0
3,5,0.427,1,1,3,a,0,rbrzxgywqun5ned,Query,33,0
7,9,1.929,1,1,3,a,0,rbrzxgywqun5ned,Query,34,0
3,5,0.123,1,1,3,a,0,rbrzxgywqun5ned,Query,35,0
4,7,-0.341,1,1,7,a,0,jlbt4al7q4sv0kj,Query,1,0
2,3,13.416,1,1,6,a,0,jlbt4al7q4sv0kj,Query,2,0
1,1,0.797,1,1,6,a,0,jlbt4al7q4sv0kj,Query,3,0
3,5,0.049,1,1,6,a,0,jlbt4al7q4sv0kj,Query,4,0
1,1,3.736,1,1,6,a,0,jlbt4al7q4sv0kj,Query,5,0
2,3,-0.941,1,1,6,a,0,jlbt4al7q4sv0kj,Query,6,0
6,11,-1.629,1,1,6,a,0,jlbt4al7q4sv0kj,Query,7,0
4,7,-1.139,1,1,6,a,0,jlbt4al7q4sv0kj,Query,8,0
5,9,2.536,1,1,5,a,0,jlbt4al7q4sv0kj,Query,9,0
7,11,1.262,1,1,5,a,0,jlbt4al7q4sv0kj,Query,10,0
5,9,1.084,1,1,5,a,0,jlbt4al7q4sv0kj,Query,11,0
3,5,0.866,1,1,5,a,0,jlbt4al7q4sv0kj,Query,12,0
2,3,1.48,1,1,5,a,0,jlbt4al7q4sv0kj,Query,13,0
7,11,-1.898,1,1,5,a,0,jlbt4al7q4sv0kj,Query,14,0
6,10,0.803,1,1,4,a,0,jlbt4al7q4sv0kj,Query,15,0
7,10,-0.571,1,1,4,a,0,jlbt4al7q4sv0kj,Query,16,0
3,5,-1.032,1,1,4,a,0,jlbt4al7q4sv0kj,Query,17,0
3,5,-1.37,1,1,4,a,0,jlbt4al7q4sv0kj,Query,18,0
2,3,-0.345,1,1,4,a,0,jlbt4al7q4sv0kj,Query,19,0
7,10,2.749,1,1,4,a,0,jlbt4al7q4sv0kj,Query,20,0
6,9,0.319,1,1,4,a,0,jlbt4al7q4sv0kj,Query,21,0
4,7,-0.64,1,1,3,a,0,jlbt4al7q4sv0kj,Query,22,0
1,1,2.13,1,1,3,a,0,jlbt4al7q4sv0kj,Query,23,0
5,7,-3.61,1,1,3,a,0,jlbt4al7q4sv0kj,Query,24,0
4,6,1.848,1,1,3,a,0,jlbt4al7q4sv0kj,Query,25,0
5,7,-3.281,1,1,3,a,0,jlbt4al7q4sv0kj,Query,26,0
3,5,2.755,1,1,3,a,0,jlbt4al7q4sv0kj,Query,27,0
6,8,4.787,1,1,3,a,0,jlbt4al7q4sv0kj,Query,28,0
6,8,-1.101,1,1,3,a,0,jlbt4al7q4sv0kj,Query,29,0
7,9,-2.118,1,1,3,a,0,jlbt4al7q4sv0kj,Query,30,0
1,1,1.149,1,1,3,a,0,jlbt4al7q4sv0kj,Query,31,0
5,7,2.186,1,1,3,a,0,jlbt4al7q4sv0kj,Query,32,0
1,1,-0.192,1,1,3,a,0,jlbt4al7q4sv0kj,Query,33,0
2,3,1.431,1,1,3,a,0,jlbt4al7q4sv0kj,Query,34,0
4,6,0.89,1,1,3,a,0,jlbt4al7q4sv0kj,Query,35,0
1,1,0.06,1,1,7,a,1,lomhl7jw27e38km,Query,1,0
7,13,5.121,1,1,7,a,0,lomhl7jw27e38km,Query,2,0
7,13,4.265,1,1,6,a,0,lomhl7jw27e38km,Query,3,0
4,7,-0.236,1,1,6,a,0,lomhl7jw27e38km,Query,4,0
2,3,0.564,1,1,6,a,0,lomhl7jw27e38km,Query,5,0
1,1,0.039,1,1,6,a,0,lomhl7jw27e38km,Query,6,0
1,1,-0.284,1,1,6,a,0,lomhl7jw27e38km,Query,7,0
5,9,5.135,1,1,6,a,0,lomhl7jw27e38km,Query,8,0
6,11,-0.045,1,1,6,a,0,lomhl7jw27e38km,Query,9,0
6,11,-0.319,1,1,5,a,0,lomhl7jw27e38km,Query,10,0
6,10,-3.905,1,1,5,a,0,lomhl7jw27e38km,Query,11,0
2,3,0.348,1,1,5,a,0,lomhl7jw27e38km,Query,12,0
4,7,0.105,1,1,5,a,0,lomhl7jw27e38km,Query,13,0
4,7,-0.569,1,1,5,a,0,lomhl7jw27e38km,Query,14,0
2,3,0.283,1,1,5,a,0,lomhl7jw27e38km,Query,15,0
3,5,0.513,1,1,4,a,0,lomhl7jw27e38km,Query,16,0
2,3,-0.575,1,1,4,a,0,lomhl7jw27e38km,Query,17,0
5,8,0.159,1,1,4,a,0,lomhl7jw27e38km,Query,18,0
3,5,0.502,1,1,4,a,0,lomhl7jw27e38km,Query,19,0
7,10,8.301,1,1,4,a,0,lomhl7jw27e38km,Query,20,0
3,5,-0.006,1,1,4,a,0,lomhl7jw27e38km,Query,21,0
6,9,2.269,1,1,4,a,0,lomhl7jw27e38km,Query,22,0
7,10,6.683,1,1,3,a,0,lomhl7jw27e38km,Query,23,0
2,3,-0.018,1,1,3,a,0,lomhl7jw27e38km,Query,24,0
5,7,-0.859,1,1,3,a,0,lomhl7jw27e38km,Query,25,0
3,5,0.203,1,1,3,a,0,lomhl7jw27e38km,Query,26,0
6,8,3.225,1,1,3,a,0,lomhl7jw27e38km,Query,27,0
5,7,-0.213,1,1,3,a,0,lomhl7jw27e38km,Query,28,0
1,1,0.165,1,1,3,a,0,lomhl7jw27e38km,Query,29,0
4,6,-0.003,1,1,3,a,0,lomhl7jw27e38km,Query,30,0
1,1,-0.357,1,1,3,a,0,lomhl7jw27e38km,Query,31,0
7,9,0.05,1,1,3,a,0,lomhl7jw27e38km,Query,32,0
4,6,0.166,1,1,3,a,0,lomhl7jw27e38km,Query,33,0
5,7,0.426,1,1,3,a,0,lomhl7jw27e38km,Query,34,0
3,5,-0.579,1,1,3,a,0,lomhl7jw27e38km,Query,35,0
6,11,1.884,1,1,7,a,0,jtdzsxkh2scccvw,Query,1,0
5,9,4.728,1,1,6,a,0,jtdzsxkh2scccvw,Query,2,0
6,11,4.763,1,1,6,a,0,jtdzsxkh2scccvw,Query,3,0
5,9,-0.74,1,1,6,a,0,jtdzsxkh2scccvw,Query,4,0
3,5,0.598,1,1,6,a,0,jtdzsxkh2scccvw,Query,5,0
1,1,0.165,1,1,6,a,0,jtdzsxkh2scccvw,Query,6,0
6,11,1.737,1,1,6,a,0,jtdzsxkh2scccvw,Query,7,0
5,9,0.11,1,1,5,a,0,jtdzsxkh2scccvw,Query,8,0
6,10,-0.124,1,1,5,a,0,jtdzsxkh2scccvw,Query,9,0
3,5,0.427,1,1,5,a,0,jtdzsxkh2scccvw,Query,10,0
1,1,-0.003,1,1,5,a,0,jtdzsxkh2scccvw,Query,11,0
7,11,11.023,1,1,5,a,0,jtdzsxkh2scccvw,Query,12,0
4,7,2.696,1,1,5,a,0,jtdzsxkh2scccvw,Query,13,0
2,3,-0.049,1,1,5,a,0,jtdzsxkh2scccvw,Query,14,0
2,3,-0.343,1,1,4,a,0,jtdzsxkh2scccvw,Query,15,0
5,8,1.63,1,1,4,a,0,jtdzsxkh2scccvw,Query,16,0
4,7,1.265,1,1,4,a,0,jtdzsxkh2scccvw,Query,17,0
1,1,0.148,1,1,4,a,0,jtdzsxkh2scccvw,Query,18,0
4,7,-0.005,1,1,4,a,0,jtdzsxkh2scccvw,Query,19,0
3,5,-0.046,1,1,4,a,0,jtdzsxkh2scccvw,Query,20,0
4,7,1.259,1,1,4,a,0,jtdzsxkh2scccvw,Query,21,0
1,1,-0.666,1,1,4,a,0,jtdzsxkh2scccvw,Query,22,0
7,10,6.608,1,1,4,a,0,jtdzsxkh2scccvw,Query,23,0
3,5,0.542,1,1,3,a,0,jtdzsxkh2scccvw,Query,24,0
1,1,0.096,1,1,3,a,0,jtdzsxkh2scccvw,Query,25,0
2,3,-0.377,1,1,3,a,0,jtdzsxkh2scccvw,Query,26,0
5,7,1.442,1,1,3,a,0,jtdzsxkh2scccvw,Query,27,0
6,8,3.341,1,1,3,a,0,jtdzsxkh2scccvw,Query,28,0
4,6,0.204,1,1,3,a,0,jtdzsxkh2scccvw,Query,29,0
2,3,0.035,1,1,3,a,0,jtdzsxkh2scccvw,Query,30,0
7,9,7.823,1,0,3,a,0,jtdzsxkh2scccvw,Query,31,0
3,5,0.544,1,1,3,a,0,jtdzsxkh2scccvw,Query,32,0
2,3,0.136,1,1,3,a,0,jtdzsxkh2scccvw,Query,33,0
7,9,3.249,1,1,3,a,0,jtdzsxkh2scccvw,Query,34,0
7,9,2.016,1,1,3,a,0,jtdzsxkh2scccvw,Query,35,0
4,7,-0.414,1,1,7,a,0,q3rm4bg3z295hv5,Query,1,0
1,1,-0.258,1,1,7,a,0,q3rm4bg3z295hv5,Query,2,0
3,5,-0.343,1,1,6,a,0,q3rm4bg3z295hv5,Query,3,0
5,9,2.691,1,1,6,a,0,q3rm4bg3z295hv5,Query,4,0
5,9,1.213,1,1,6,a,0,q3rm4bg3z295hv5,Query,5,0
2,3,-0.119,1,1,6,a,0,q3rm4bg3z295hv5,Query,6,0
1,1,-0.03,1,1,6,a,0,q3rm4bg3z295hv5,Query,7,0
3,5,-0.627,1,1,6,a,0,q3rm4bg3z295hv5,Query,8,0
3,5,-0.443,1,1,5,a,0,q3rm4bg3z295hv5,Query,9,0
7,11,6.171,1,1,5,a,0,q3rm4bg3z295hv5,Query,10,0
4,7,1.164,1,1,5,a,0,q3rm4bg3z295hv5,Query,11,0
5,9,1.43,1,1,5,a,0,q3rm4bg3z295hv5,Query,12,0
6,10,9.176,1,1,5,a,0,q3rm4bg3z295hv5,Query,13,0
7,11,4.928,1,1,5,a,0,q3rm4bg3z295hv5,Query,14,0
5,9,-0.271,1,1,4,a,0,q3rm4bg3z295hv5,Query,15,0
3,5,0.091,1,1,4,a,0,q3rm4bg3z295hv5,Query,16,0
2,3,0.431,1,1,4,a,0,q3rm4bg3z295hv5,Query,17,0
6,9,3.337,1,1,4,a,0,q3rm4bg3z295hv5,Query,18,0
4,7,-1.002,1,1,4,a,0,q3rm4bg3z295hv5,Query,19,0
5,8,4.095,1,1,4,a,0,q3rm4bg3z295hv5,Query,20,0
1,1,-0.257,1,1,4,a,0,q3rm4bg3z295hv5,Query,21,0
6,9,9.998,1,1,4,a,0,q3rm4bg3z295hv5,Query,22,0
1,1,0.157,1,1,4,a,0,q3rm4bg3z295hv5,Query,23,0
3,5,0.131,1,1,3,a,0,q3rm4bg3z295hv5,Query,24,0
7,9,3.161,1,1,3,a,0,q3rm4bg3z295hv5,Query,25,0
4,6,-0.366,1,1,3,a,0,q3rm4bg3z295hv5,Query,26,0
2,3,1.409,1,1,3,a,0,q3rm4bg3z295hv5,Query,27,0
6,8,6.473,1,1,3,a,0,q3rm4bg3z295hv5,Query,28,0
4,6,0.394,1,1,3,a,0,q3rm4bg3z295hv5,Query,29,0
2,3,1.602,1,1,3,a,0,q3rm4bg3z295hv5,Query,30,0
2,3,0.285,1,1,3,a,0,q3rm4bg3z295hv5,Query,31,0
7,9,11.991,1,1,3,a,0,q3rm4bg3z295hv5,Query,32,0
1,1,0.186,1,1,3,a,0,q3rm4bg3z295hv5,Query,33,0
7,9,-5.086,1,1,3,a,0,q3rm4bg3z295hv5,Query,34,0
6,8,-3.623,1,0,3,a,0,q3rm4bg3z295hv5,Query,35,0
2,3,-0.035,1,0,7,a,0,y0g9hknjyys0m49,Query,1,0
6,11,0.001,1,1,6,a,0,y0g9hknjyys0m49,Query,2,0
6,11,-3.157,1,1,6,a,0,y0g9hknjyys0m49,Query,3,0
1,1,0.188,1,1,6,a,0,y0g9hknjyys0m49,Query,4,0
5,9,7.516,1,1,6,a,0,y0g9hknjyys0m49,Query,5,0
5,9,-3.835,1,1,6,a,0,y0g9hknjyys0m49,Query,6,0
4,7,3.9,1,1,6,a,0,y0g9hknjyys0m49,Query,7,0
3,5,0.259,1,1,5,a,0,y0g9hknjyys0m49,Query,8,0
7,11,4.694,1,1,5,a,0,y0g9hknjyys0m49,Query,9,0
2,3,-1.861,1,1,5,a,0,y0g9hknjyys0m49,Query,10,0
3,5,-1.42,1,1,5,a,0,y0g9hknjyys0m49,Query,11,0
7,11,-1.19,1,1,5,a,0,y0g9hknjyys0m49,Query,12,0
4,7,0.669,1,1,5,a,0,y0g9hknjyys0m49,Query,13,0
4,7,2.18,1,1,4,a,0,y0g9hknjyys0m49,Query,14,0
2,3,-0.897,1,1,4,a,0,y0g9hknjyys0m49,Query,15,0
4,7,26.274,1,1,4,a,0,y0g9hknjyys0m49,Query,16,0
2,3,0.184,1,1,4,a,0,y0g9hknjyys0m49,Query,17,0
7,10,5.431,1,1,4,a,0,y0g9hknjyys0m49,Query,18,0
1,1,-0.347,1,1,4,a,0,y0g9hknjyys0m49,Query,19,0
1,1,-0.465,1,1,4,a,0,y0g9hknjyys0m49,Query,20,0
7,10,11.897,1,1,4,a,0,y0g9hknjyys0m49,Query,21,0
7,10,1.947,1,1,4,a,0,y0g9hknjyys0m49,Query,22,0
4,7,0.165,1,1,3,a,0,y0g9hknjyys0m49,Query,23,0
5,7,-0.556,1,1,3,a,0,y0g9hknjyys0m49,Query,24,0
5,7,-27.576,1,1,3,a,0,y0g9hknjyys0m49,Query,25,0
3,5,-0.185,1,1,3,a,0,y0g9hknjyys0m49,Query,26,0
2,3,-0.351,1,1,3,a,0,y0g9hknjyys0m49,Query,27,0
6,8,14.16,1,1,3,a,0,y0g9hknjyys0m49,Query,28,0
1,1,-0.271,1,1,3,a,0,y0g9hknjyys0m49,Query,29,0
6,8,-51.165,1,1,3,a,0,y0g9hknjyys0m49,Query,30,0
1,1,-0.148,1,1,3,a,0,y0g9hknjyys0m49,Query,31,0
3,5,5.883,1,1,3,a,0,y0g9hknjyys0m49,Query,32,0
6,8,-32.77,1,1,3,a,0,y0g9hknjyys0m49,Query,33,0
5,7,-0.614,1,1,3,a,0,y0g9hknjyys0m49,Query,34,0
3,5,0.295,1,1,3,a,0,y0g9hknjyys0m49,Query,35,0
6,11,0.811,1,1,7,a,0,uet3pdw7hgm1hea,Query,1,0
4,7,1.706,1,1,6,a,0,uet3pdw7hgm1hea,Query,2,0
7,12,1.455,1,1,6,a,0,uet3pdw7hgm1hea,Query,3,0
2,3,-0.502,1,1,6,a,0,uet3pdw7hgm1hea,Query,4,0
1,1,-0.884,1,1,6,a,0,uet3pdw7hgm1hea,Query,5,0
7,12,0.899,1,1,6,a,0,uet3pdw7hgm1hea,Query,6,0
7,12,3.499,1,1,6,a,0,uet3pdw7hgm1hea,Query,7,0
