subject,nStartParticles,particles_to_mutate,LL
krtzqhvu9bkamrg,100,5,207.47993177945995
krtzqhvu9bkamrg,100,10,208.9104773227806
krtzqhvu9bkamrg,100,50,214.3715464342154
krtzqhvu9bkamrg,1000,50,211.9269522267907
krtzqhvu9bkamrg,1000,500,209.93046828433333
krtzqhvu9bkamrg,1000,750,209.98982008215623
krtzqhvu9bkamrg,10000,500,214.6703263468482
krtzqhvu9bkamrg,10000,750,211.07841793206967
krtzqhvu9bkamrg,10000,1000,212.11545918333874
krtzqhvu9bkamrg,10000,5000,210.21487319827014
krtzqhvu9bkamrg,10000,7500,212.1410507391476
3jubrevqkxk105x,5,1,154.0274428308521
3jubrevqkxk105x,5,2,155.0995553591477
3jubrevqkxk105x,5,3,154.37528523311113
3jubrevqkxk105x,5,4,156.59739001921756
3jubrevqkxk105x,10,1,153.33780176398034
3jubrevqkxk105x,10,2,154.18300518788408
3jubrevqkxk105x,10,3,154.35840541613504
3jubrevqkxk105x,10,4,156.418305416829
3jubrevqkxk105x,10,5,156.07992625082935
3jubrevqkxk105x,15,1,154.67912787709705
3jubrevqkxk105x,15,2,154.64846820577472
3jubrevqkxk105x,15,3,156.84150444688538
3jubrevqkxk105x,15,4,155.2126951440245
3jubrevqkxk105x,15,5,155.86100469988023
3jubrevqkxk105x,15,10,157.44787839330368
3jubrevqkxk105x,20,1,153.42974319990677
3jubrevqkxk105x,20,2,155.32167217523008
3jubrevqkxk105x,20,3,155.98915463572231
3jubrevqkxk105x,20,4,155.47176204423874
3jubrevqkxk105x,20,5,156.63251144211713
3jubrevqkxk105x,20,10,155.4302304475722
3jubrevqkxk105x,100,5,154.40928387226543
3jubrevqkxk105x,100,10,154.05519407368857
3jubrevqkxk105x,100,50,154.4895717572163
3jubrevqkxk105x,1000,50,152.92590021021272
3jubrevqkxk105x,1000,500,157.6954972315433
3jubrevqkxk105x,1000,750,153.6708517407538
3jubrevqkxk105x,10000,500,155.5781773006459
3jubrevqkxk105x,10000,750,154.8065412047441
3jubrevqkxk105x,10000,1000,156.186187511959
3jubrevqkxk105x,10000,5000,154.9517409090233
3jubrevqkxk105x,10000,7500,153.2133957731618
a2pxd76fec08wqv,5,1,195.24975393358753
a2pxd76fec08wqv,5,2,195.9478135812161
a2pxd76fec08wqv,5,3,196.0572064150258
a2pxd76fec08wqv,5,4,192.46628278348928
a2pxd76fec08wqv,10,1,194.66763883000223
a2pxd76fec08wqv,10,2,192.1639466017077
a2pxd76fec08wqv,10,3,195.91425922231556
a2pxd76fec08wqv,10,4,188.93557491972376
a2pxd76fec08wqv,10,5,191.34770537427272
a2pxd76fec08wqv,15,1,189.3821616639673
a2pxd76fec08wqv,15,2,193.15411737317947
a2pxd76fec08wqv,15,3,201.0961024629809
a2pxd76fec08wqv,15,4,197.26567998871937
a2pxd76fec08wqv,15,5,193.78102882889775
a2pxd76fec08wqv,15,10,195.3081963547393
a2pxd76fec08wqv,20,1,189.2957235578495
a2pxd76fec08wqv,20,2,191.08410849272673
a2pxd76fec08wqv,20,3,191.52876530270075
a2pxd76fec08wqv,20,4,194.06281416216314
a2pxd76fec08wqv,20,5,194.54795542521265
a2pxd76fec08wqv,20,10,193.9354188421829
a2pxd76fec08wqv,100,5,187.3707673294143
a2pxd76fec08wqv,100,10,189.2276521879109
a2pxd76fec08wqv,100,50,191.82112261166938
a2pxd76fec08wqv,1000,50,186.528878882358
a2pxd76fec08wqv,1000,500,195.4602480224905
a2pxd76fec08wqv,1000,750,193.75441560831246
a2pxd76fec08wqv,10000,500,189.59649204331086
a2pxd76fec08wqv,10000,750,188.08716929870954
a2pxd76fec08wqv,10000,1000,188.9103395014885
a2pxd76fec08wqv,10000,5000,191.88990336252647
a2pxd76fec08wqv,10000,7500,192.70135156507266
h6qct37mx0ek964,5,1,157.7647416423925
h6qct37mx0ek964,5,2,153.74891577329709
h6qct37mx0ek964,5,3,155.70459227823392
h6qct37mx0ek964,5,4,156.80720611633492
h6qct37mx0ek964,10,1,156.734572102819
h6qct37mx0ek964,10,2,158.29991690575437
h6qct37mx0ek964,10,3,155.5049621348269
h6qct37mx0ek964,10,4,157.38334736035102
h6qct37mx0ek964,10,5,154.7481167736896
h6qct37mx0ek964,15,1,156.50007189719838
h6qct37mx0ek964,15,2,155.12913957019532
h6qct37mx0ek964,15,3,154.41775773513086
h6qct37mx0ek964,15,4,154.13834323453125
h6qct37mx0ek964,15,5,157.75857303291414
h6qct37mx0ek964,15,10,155.7758414751279
h6qct37mx0ek964,20,1,154.14037201974844
h6qct37mx0ek964,20,2,156.23012294978497
h6qct37mx0ek964,20,3,156.45780419037814
h6qct37mx0ek964,20,4,157.15312352970486
h6qct37mx0ek964,20,5,155.70227373063483
h6qct37mx0ek964,20,10,156.80546975400014
h6qct37mx0ek964,100,5,158.97021087806507
h6qct37mx0ek964,100,10,157.02530563074194
h6qct37mx0ek964,100,50,157.4764322668495
h6qct37mx0ek964,1000,50,160.46213264963822
h6qct37mx0ek964,1000,500,158.10288968959435
h6qct37mx0ek964,1000,750,160.1021008617167
h6qct37mx0ek964,10000,500,160.85996926342685
h6qct37mx0ek964,10000,750,161.54366638710553
h6qct37mx0ek964,10000,1000,160.8877002580055
h6qct37mx0ek964,10000,5000,157.1239363833561
h6qct37mx0ek964,10000,7500,159.7858747982591
rtd925uhy78rvmr,5,1,127.98365206326397
rtd925uhy78rvmr,5,2,130.1947090124404
rtd925uhy78rvmr,5,3,126.6746376899809
rtd925uhy78rvmr,5,4,128.39083484544122
rtd925uhy78rvmr,10,1,129.73733536362633
rtd925uhy78rvmr,10,2,124.77032788658828
rtd925uhy78rvmr,10,3,129.61343628381587
rtd925uhy78rvmr,10,4,128.13473508610025
rtd925uhy78rvmr,10,5,127.50913133264963
rtd925uhy78rvmr,15,1,128.8777653345019
rtd925uhy78rvmr,15,2,128.11871156786108
rtd925uhy78rvmr,15,3,130.62877164563236
rtd925uhy78rvmr,15,4,127.39726436323895
rtd925uhy78rvmr,15,5,128.16762413202892
rtd925uhy78rvmr,15,10,127.84945376034423
rtd925uhy78rvmr,20,1,126.25539840478257
rtd925uhy78rvmr,20,2,127.5011750040027
rtd925uhy78rvmr,20,3,125.61261695822733
rtd925uhy78rvmr,20,4,127.077793091807
rtd925uhy78rvmr,20,5,126.28268090245247
rtd925uhy78rvmr,20,10,126.72370866684449
rtd925uhy78rvmr,100,5,127.65233498640444
rtd925uhy78rvmr,100,10,127.69489318414776
rtd925uhy78rvmr,100,50,128.60341825265417
rtd925uhy78rvmr,1000,50,128.81035711094057
rtd925uhy78rvmr,1000,500,128.55042501155123
rtd925uhy78rvmr,1000,750,129.12462174203702
rtd925uhy78rvmr,10000,500,128.24708557884446
rtd925uhy78rvmr,10000,750,127.78899379594523
rtd925uhy78rvmr,10000,1000,128.0479530184461
rtd925uhy78rvmr,10000,5000,124.68189080211778
rtd925uhy78rvmr,10000,7500,125.86250084242651
qbzttsocef3cc2y,5,1,179.52789396808217
qbzttsocef3cc2y,5,2,181.22366011732154
qbzttsocef3cc2y,5,3,181.18494837109003
qbzttsocef3cc2y,5,4,181.58180722279562
qbzttsocef3cc2y,10,1,180.9637697632656
qbzttsocef3cc2y,10,2,180.46703012145142
qbzttsocef3cc2y,10,3,181.69274306034617
qbzttsocef3cc2y,10,4,178.40291431866987
qbzttsocef3cc2y,10,5,179.93283326289796
qbzttsocef3cc2y,15,1,179.9279603803311
qbzttsocef3cc2y,15,2,179.83358503405532
qbzttsocef3cc2y,15,3,181.54690094190457
qbzttsocef3cc2y,15,4,180.43542544432313
qbzttsocef3cc2y,15,5,179.93032714641384
qbzttsocef3cc2y,15,10,179.55575459826073
qbzttsocef3cc2y,20,1,178.1322533098795
qbzttsocef3cc2y,20,2,180.64400004211126
qbzttsocef3cc2y,20,3,179.4666585332491
qbzttsocef3cc2y,20,4,183.2462762903281
qbzttsocef3cc2y,20,5,179.9248033560666
qbzttsocef3cc2y,20,10,180.64631746294683
qbzttsocef3cc2y,100,5,178.68699202132527
qbzttsocef3cc2y,100,10,180.02242521876073
qbzttsocef3cc2y,100,50,179.72203556965152
qbzttsocef3cc2y,1000,50,181.55412743231577
qbzttsocef3cc2y,1000,500,182.79684171666761
qbzttsocef3cc2y,1000,750,179.33503168944847
qbzttsocef3cc2y,10000,500,180.5807218684435
qbzttsocef3cc2y,10000,750,182.54788224501493
qbzttsocef3cc2y,10000,1000,180.92836530450938
qbzttsocef3cc2y,10000,5000,180.09096528352333
qbzttsocef3cc2y,10000,7500,179.51568931412064
ub40eh4k8rdgvtb,5,1,135.16210567105193
ub40eh4k8rdgvtb,5,2,134.96364947342536
ub40eh4k8rdgvtb,5,3,134.79572789771845
ub40eh4k8rdgvtb,5,4,133.77683118998382
ub40eh4k8rdgvtb,10,1,135.08341500969408
ub40eh4k8rdgvtb,10,2,136.17472215830318
ub40eh4k8rdgvtb,10,3,135.82181249501244
ub40eh4k8rdgvtb,10,4,134.33267155140035
ub40eh4k8rdgvtb,10,5,135.5429832773448
ub40eh4k8rdgvtb,15,1,136.77714367158475
ub40eh4k8rdgvtb,15,2,136.3888701201056
ub40eh4k8rdgvtb,15,3,135.59189204513908
ub40eh4k8rdgvtb,15,4,136.97907215065155
ub40eh4k8rdgvtb,15,5,134.50768780445486
ub40eh4k8rdgvtb,15,10,134.2361758777501
ub40eh4k8rdgvtb,20,1,134.93144635033366
ub40eh4k8rdgvtb,20,2,135.64742857574691
ub40eh4k8rdgvtb,20,3,134.34703507351284
ub40eh4k8rdgvtb,20,4,135.4172928753736
ub40eh4k8rdgvtb,20,5,135.84154018798316
ub40eh4k8rdgvtb,20,10,135.8480084866134
ub40eh4k8rdgvtb,100,5,136.0067345474619
ub40eh4k8rdgvtb,100,10,136.1913014082992
ub40eh4k8rdgvtb,100,50,137.69768701045717
ub40eh4k8rdgvtb,1000,50,135.61665942420115
ub40eh4k8rdgvtb,1000,500,134.2477308525881
ub40eh4k8rdgvtb,1000,750,136.25649577381708
ub40eh4k8rdgvtb,10000,500,136.1825396051752
ub40eh4k8rdgvtb,10000,750,135.883632384162
ub40eh4k8rdgvtb,10000,1000,137.0239370112722
ub40eh4k8rdgvtb,10000,5000,136.10419524131547
ub40eh4k8rdgvtb,10000,7500,133.50861368926246
fo7rrkaarq1yxbk,5,1,178.28593625373554
fo7rrkaarq1yxbk,5,2,177.0991170912558
fo7rrkaarq1yxbk,5,3,182.97588090679153
fo7rrkaarq1yxbk,5,4,181.47457518521722
fo7rrkaarq1yxbk,10,1,176.84879246101832
fo7rrkaarq1yxbk,10,2,176.90387277454795
fo7rrkaarq1yxbk,10,3,181.65378973668774
fo7rrkaarq1yxbk,10,4,180.87548866812207
fo7rrkaarq1yxbk,10,5,182.23456639562255
fo7rrkaarq1yxbk,15,1,181.46650972416805
fo7rrkaarq1yxbk,15,2,176.42538596011602
fo7rrkaarq1yxbk,15,3,176.51025313683124
fo7rrkaarq1yxbk,15,4,176.2920170755874
fo7rrkaarq1yxbk,15,5,179.75370792627183
fo7rrkaarq1yxbk,15,10,182.22261872693738
fo7rrkaarq1yxbk,20,1,179.60747724246627
fo7rrkaarq1yxbk,20,2,175.93162081902594
fo7rrkaarq1yxbk,20,3,177.11483085626656
fo7rrkaarq1yxbk,20,4,179.7981840759482
fo7rrkaarq1yxbk,20,5,176.21375492520494
fo7rrkaarq1yxbk,20,10,178.9516303878178
fo7rrkaarq1yxbk,100,5,180.26938146633967
fo7rrkaarq1yxbk,100,10,181.88949360067895
fo7rrkaarq1yxbk,100,50,182.49483843922908
fo7rrkaarq1yxbk,1000,50,179.63503649418482
fo7rrkaarq1yxbk,1000,500,185.6777016827193
fo7rrkaarq1yxbk,1000,750,184.8330436392004
fo7rrkaarq1yxbk,10000,500,179.56084049348357
fo7rrkaarq1yxbk,10000,750,179.6580923905334
fo7rrkaarq1yxbk,10000,1000,180.77710239080542
fo7rrkaarq1yxbk,10000,5000,182.7234415547126
fo7rrkaarq1yxbk,10000,7500,182.9882873309342
q5ep7vxrajzuy3s,5,1,168.5078791023229
q5ep7vxrajzuy3s,5,2,170.22980081634876
q5ep7vxrajzuy3s,5,3,169.5148330395592
q5ep7vxrajzuy3s,5,4,168.85293157170605
q5ep7vxrajzuy3s,10,1,166.49992179602145
q5ep7vxrajzuy3s,10,2,170.33562458348933
q5ep7vxrajzuy3s,10,3,169.14573340229313
q5ep7vxrajzuy3s,10,4,168.42068009603176
q5ep7vxrajzuy3s,10,5,164.88674430098004
q5ep7vxrajzuy3s,15,1,165.12777656349098
q5ep7vxrajzuy3s,15,2,165.76903681198038
q5ep7vxrajzuy3s,15,3,168.17057806766064
q5ep7vxrajzuy3s,15,4,165.983732742831
q5ep7vxrajzuy3s,15,5,168.48562499254783
q5ep7vxrajzuy3s,15,10,167.15832267467994
q5ep7vxrajzuy3s,20,1,166.2680080033922
q5ep7vxrajzuy3s,20,2,166.40073030319897
q5ep7vxrajzuy3s,20,3,168.51071609369632
q5ep7vxrajzuy3s,20,4,168.22838824241873
q5ep7vxrajzuy3s,20,5,167.15429068032591
q5ep7vxrajzuy3s,20,10,170.18455658921795
q5ep7vxrajzuy3s,100,5,164.5129886457328
q5ep7vxrajzuy3s,100,10,164.93087666703642
q5ep7vxrajzuy3s,100,50,166.9995248085011
q5ep7vxrajzuy3s,1000,50,166.47941973911213
q5ep7vxrajzuy3s,1000,500,168.41501979204145
q5ep7vxrajzuy3s,1000,750,169.73273614416283
q5ep7vxrajzuy3s,10000,500,166.23353501194777
q5ep7vxrajzuy3s,10000,750,168.42834620782259
q5ep7vxrajzuy3s,10000,1000,169.3071506555837
q5ep7vxrajzuy3s,10000,5000,168.26064661990222
q5ep7vxrajzuy3s,10000,7500,170.05920088276395
gqbcw11bbup9p63,5,1,185.39067450391747
gqbcw11bbup9p63,5,2,185.45392848940216
gqbcw11bbup9p63,5,3,183.78780027781318
gqbcw11bbup9p63,5,4,185.18467337357953
gqbcw11bbup9p63,10,1,182.8104197621665
gqbcw11bbup9p63,10,2,182.31700691369446
gqbcw11bbup9p63,10,3,186.4437323603465
gqbcw11bbup9p63,10,4,181.18175029472806
gqbcw11bbup9p63,10,5,181.82483397335523
gqbcw11bbup9p63,15,1,183.53029557657237
gqbcw11bbup9p63,15,2,182.93916553108934
gqbcw11bbup9p63,15,3,183.29053752061893
gqbcw11bbup9p63,15,4,182.5390467022129
gqbcw11bbup9p63,15,5,186.27868258547161
gqbcw11bbup9p63,15,10,182.30983186122324
gqbcw11bbup9p63,20,1,182.0943735210807
gqbcw11bbup9p63,20,2,181.98670957413495
gqbcw11bbup9p63,20,3,184.8404384392129
gqbcw11bbup9p63,20,4,186.40316504061377
gqbcw11bbup9p63,20,5,184.41540478579066
gqbcw11bbup9p63,20,10,185.53991391994555
gqbcw11bbup9p63,100,5,181.60498086283968
gqbcw11bbup9p63,100,10,180.77370899731216
gqbcw11bbup9p63,100,50,183.93212309043946
gqbcw11bbup9p63,1000,50,183.9404577367647
gqbcw11bbup9p63,1000,500,185.07256532862797
gqbcw11bbup9p63,1000,750,185.55034498633103
gqbcw11bbup9p63,10000,500,181.36905934276388
gqbcw11bbup9p63,10000,750,182.74078152256786
gqbcw11bbup9p63,10000,1000,181.65003989222117
gqbcw11bbup9p63,10000,5000,188.0281052909386
gqbcw11bbup9p63,10000,7500,187.4084872434045
bp49s1tkfbb8xru,5,1,98.39769880602981
bp49s1tkfbb8xru,5,2,99.07342212616553
bp49s1tkfbb8xru,5,3,97.28253216691142
bp49s1tkfbb8xru,5,4,99.52064712384134
bp49s1tkfbb8xru,10,1,96.34515108528743
bp49s1tkfbb8xru,10,2,96.6946374510569
bp49s1tkfbb8xru,10,3,96.55715509349555
bp49s1tkfbb8xru,10,4,97.34692646416592
bp49s1tkfbb8xru,10,5,96.26536498139659
bp49s1tkfbb8xru,15,1,98.46862146306742
bp49s1tkfbb8xru,15,2,98.05317293849735
bp49s1tkfbb8xru,15,3,98.77978379807018
bp49s1tkfbb8xru,15,4,98.73740610533663
bp49s1tkfbb8xru,15,5,99.11450030291087
bp49s1tkfbb8xru,15,10,98.17902011085995
bp49s1tkfbb8xru,20,1,96.6589128526614
bp49s1tkfbb8xru,20,2,98.5389694215675
bp49s1tkfbb8xru,20,3,96.67046958137651
bp49s1tkfbb8xru,20,4,97.04780076885099
bp49s1tkfbb8xru,20,5,96.03795554367537
bp49s1tkfbb8xru,20,10,99.3115219587319
bp49s1tkfbb8xru,100,5,96.74769235220421
bp49s1tkfbb8xru,100,10,98.2016265445503
bp49s1tkfbb8xru,100,50,99.84214973975472
bp49s1tkfbb8xru,1000,50,96.8726526171259
bp49s1tkfbb8xru,1000,500,97.00317666757122
bp49s1tkfbb8xru,1000,750,97.9551087847226
bp49s1tkfbb8xru,10000,500,96.55091625174428
bp49s1tkfbb8xru,10000,750,96.83566116706787
bp49s1tkfbb8xru,10000,1000,98.25476718623851
bp49s1tkfbb8xru,10000,5000,100.51447389665428
bp49s1tkfbb8xru,10000,7500,97.83214745205431
5l5ksa2v5z1xcrs,5,1,139.06475205747859
5l5ksa2v5z1xcrs,5,2,144.82023070502723
5l5ksa2v5z1xcrs,5,3,137.45395432655707
5l5ksa2v5z1xcrs,5,4,139.31415548876632
5l5ksa2v5z1xcrs,10,1,141.11286175395176
5l5ksa2v5z1xcrs,10,2,140.44860584479602
5l5ksa2v5z1xcrs,10,3,141.7767509504263
5l5ksa2v5z1xcrs,10,4,142.48743647052922
5l5ksa2v5z1xcrs,10,5,140.61720603521164
5l5ksa2v5z1xcrs,15,1,140.15009153907448
5l5ksa2v5z1xcrs,15,2,143.42047308345488
5l5ksa2v5z1xcrs,15,3,141.25705613903168
5l5ksa2v5z1xcrs,15,4,139.46965971505287
5l5ksa2v5z1xcrs,15,5,145.85542694094113
5l5ksa2v5z1xcrs,15,10,143.99203011235355
5l5ksa2v5z1xcrs,20,1,139.10551082397376
5l5ksa2v5z1xcrs,20,2,141.06125632286705
5l5ksa2v5z1xcrs,20,3,143.59213732080676
5l5ksa2v5z1xcrs,20,4,141.48688571454133
5l5ksa2v5z1xcrs,20,5,145.5497199498962
5l5ksa2v5z1xcrs,20,10,146.5446902541733
5l5ksa2v5z1xcrs,100,5,138.32887420323294
5l5ksa2v5z1xcrs,100,10,144.95236354930495
5l5ksa2v5z1xcrs,100,50,140.14087933046832
5l5ksa2v5z1xcrs,1000,50,139.46188115593296
5l5ksa2v5z1xcrs,1000,500,143.02834794477053
5l5ksa2v5z1xcrs,1000,750,142.45274617522213
5l5ksa2v5z1xcrs,10000,500,138.18274429622076
5l5ksa2v5z1xcrs,10000,750,142.8544334324064
5l5ksa2v5z1xcrs,10000,1000,147.10917837532622
5l5ksa2v5z1xcrs,10000,5000,143.5263015381668
5l5ksa2v5z1xcrs,10000,7500,142.6605041873779
m50kxs0ne7ln5xe,5,1,146.24678688052944
m50kxs0ne7ln5xe,5,2,144.8974843098928
m50kxs0ne7ln5xe,5,3,145.12377235311783
m50kxs0ne7ln5xe,5,4,146.6198724731877
m50kxs0ne7ln5xe,10,1,146.3300732452216
m50kxs0ne7ln5xe,10,2,147.23375294560776
m50kxs0ne7ln5xe,10,3,146.4825039363374
m50kxs0ne7ln5xe,10,4,145.73610369029575
m50kxs0ne7ln5xe,10,5,149.04074089588423
m50kxs0ne7ln5xe,15,1,145.0644807020306
m50kxs0ne7ln5xe,15,2,144.9244788983016
m50kxs0ne7ln5xe,15,3,146.10143814779192
m50kxs0ne7ln5xe,15,4,144.55277128094252
m50kxs0ne7ln5xe,15,5,144.96592552551346
m50kxs0ne7ln5xe,15,10,150.76444527461243
m50kxs0ne7ln5xe,20,1,147.1293201037004
m50kxs0ne7ln5xe,20,2,145.79139278511286
m50kxs0ne7ln5xe,20,3,147.25963279520556
m50kxs0ne7ln5xe,20,4,147.09433834664134
m50kxs0ne7ln5xe,20,5,146.9483251190758
m50kxs0ne7ln5xe,20,10,150.6386847778959
m50kxs0ne7ln5xe,100,5,144.45122060845785
m50kxs0ne7ln5xe,100,10,145.48624247589086
m50kxs0ne7ln5xe,100,50,149.42854844518507
m50kxs0ne7ln5xe,1000,50,147.4780121339112
m50kxs0ne7ln5xe,1000,500,150.6687396748518
m50kxs0ne7ln5xe,1000,750,148.88771427480697
m50kxs0ne7ln5xe,10000,500,145.85137560203955
m50kxs0ne7ln5xe,10000,750,146.49382041630003
m50kxs0ne7ln5xe,10000,1000,147.91884692526608
m50kxs0ne7ln5xe,10000,5000,149.04258162463395
m50kxs0ne7ln5xe,10000,7500,148.35206737757358
wdhmud3k27y9347,5,1,153.08934948248805
wdhmud3k27y9347,5,2,153.8708968808887
wdhmud3k27y9347,5,3,153.16982683444297
wdhmud3k27y9347,5,4,153.21864883194263
wdhmud3k27y9347,10,1,153.95694635894128
wdhmud3k27y9347,10,2,152.69152177988116
wdhmud3k27y9347,10,3,153.2467215661218
wdhmud3k27y9347,10,4,153.81879984838164
wdhmud3k27y9347,10,5,154.9129733494772
wdhmud3k27y9347,15,1,152.206844206638
wdhmud3k27y9347,15,2,151.71503388658167
wdhmud3k27y9347,15,3,152.43644037209336
wdhmud3k27y9347,15,4,153.82642332686592
wdhmud3k27y9347,15,5,154.42717889271015
wdhmud3k27y9347,15,10,152.60034799467198
wdhmud3k27y9347,20,1,149.94687133157697
wdhmud3k27y9347,20,2,152.4620026457577
wdhmud3k27y9347,20,3,153.34787335175469
wdhmud3k27y9347,20,4,151.70840918200642
wdhmud3k27y9347,20,5,153.11801978486469
wdhmud3k27y9347,20,10,156.254297222202
wdhmud3k27y9347,100,5,150.47181116764938
wdhmud3k27y9347,100,10,153.9083500173001
wdhmud3k27y9347,100,50,154.91018164081774
wdhmud3k27y9347,1000,50,150.36557192643593
wdhmud3k27y9347,1000,500,155.26828765509566
wdhmud3k27y9347,1000,750,154.0012184816854
wdhmud3k27y9347,10000,500,150.94880685416695
wdhmud3k27y9347,10000,750,152.9228353234989
wdhmud3k27y9347,10000,1000,152.90285174325314
wdhmud3k27y9347,10000,5000,154.38124267364938
wdhmud3k27y9347,10000,7500,154.60264677293782
s0kptdmjr5nhxj4,5,1,125.0505753140029
s0kptdmjr5nhxj4,5,2,126.65337023815333
s0kptdmjr5nhxj4,5,3,126.22868258994727
s0kptdmjr5nhxj4,5,4,125.52600969338832
s0kptdmjr5nhxj4,10,1,127.38645375781715
s0kptdmjr5nhxj4,10,2,125.90174111012725
s0kptdmjr5nhxj4,10,3,126.48528360094447
s0kptdmjr5nhxj4,10,4,125.7987394291482
s0kptdmjr5nhxj4,10,5,129.18461470881363
s0kptdmjr5nhxj4,15,1,124.81805694877634
s0kptdmjr5nhxj4,15,2,127.18691332384192
s0kptdmjr5nhxj4,15,3,126.07068511116422
s0kptdmjr5nhxj4,15,4,127.05559475586246
s0kptdmjr5nhxj4,15,5,125.66579781846916
s0kptdmjr5nhxj4,15,10,128.9614339214321
s0kptdmjr5nhxj4,20,1,126.23803624514376
s0kptdmjr5nhxj4,20,2,128.29581439066297
s0kptdmjr5nhxj4,20,3,126.30609391691272
s0kptdmjr5nhxj4,20,4,126.1427488951763
s0kptdmjr5nhxj4,20,5,125.48265675161444
s0kptdmjr5nhxj4,20,10,125.5159054424537
s0kptdmjr5nhxj4,100,5,123.70657968552266
s0kptdmjr5nhxj4,100,10,126.68758686910871
s0kptdmjr5nhxj4,100,50,126.32110784641188
s0kptdmjr5nhxj4,1000,50,125.44397037975475
s0kptdmjr5nhxj4,1000,500,126.33759290179142
s0kptdmjr5nhxj4,1000,750,127.32029285761146
s0kptdmjr5nhxj4,10000,500,124.96868029420246
s0kptdmjr5nhxj4,10000,750,125.09677697978117
s0kptdmjr5nhxj4,10000,1000,125.38794275976424
s0kptdmjr5nhxj4,10000,5000,126.17480379364326
s0kptdmjr5nhxj4,10000,7500,126.86932013979113
x03mf9pz89y5s1k,5,1,165.0313955715413
x03mf9pz89y5s1k,5,2,164.58285142765345
x03mf9pz89y5s1k,5,3,167.79960491847106
x03mf9pz89y5s1k,5,4,169.16567867499975
x03mf9pz89y5s1k,10,1,168.76038736418812
x03mf9pz89y5s1k,10,2,165.6788845488591
x03mf9pz89y5s1k,10,3,166.2236078584011
x03mf9pz89y5s1k,10,4,166.35864946069228
x03mf9pz89y5s1k,10,5,168.61881362029905
x03mf9pz89y5s1k,15,1,165.25895692228002
x03mf9pz89y5s1k,15,2,166.6192632145643
x03mf9pz89y5s1k,15,3,164.88225657790267
x03mf9pz89y5s1k,15,4,167.98910334358786
x03mf9pz89y5s1k,15,5,168.99578888202115
x03mf9pz89y5s1k,15,10,169.57585601341754
x03mf9pz89y5s1k,20,1,165.36062278465997
x03mf9pz89y5s1k,20,2,166.51281759923464
x03mf9pz89y5s1k,20,3,167.2338788380455
x03mf9pz89y5s1k,20,4,165.0922036796443
x03mf9pz89y5s1k,20,5,168.45986635176166
x03mf9pz89y5s1k,20,10,169.69131942508352
x03mf9pz89y5s1k,100,5,167.08171188882176
x03mf9pz89y5s1k,100,10,169.494604297478
x03mf9pz89y5s1k,100,50,168.62082592334156
x03mf9pz89y5s1k,1000,50,167.72825925581157
x03mf9pz89y5s1k,1000,500,168.18598229027847
x03mf9pz89y5s1k,1000,750,169.2290688161935
x03mf9pz89y5s1k,10000,500,170.25950599209222
x03mf9pz89y5s1k,10000,750,167.26266926243753
x03mf9pz89y5s1k,10000,1000,166.61244560138078
x03mf9pz89y5s1k,10000,5000,168.78437048280662
x03mf9pz89y5s1k,10000,7500,169.06712710006408
k45h5lxk13xjkxs,5,1,176.8275563643375
k45h5lxk13xjkxs,5,2,180.40283021608022
k45h5lxk13xjkxs,5,3,179.2257095905256
k45h5lxk13xjkxs,5,4,180.3374612358257
k45h5lxk13xjkxs,10,1,181.32616407255756
k45h5lxk13xjkxs,10,2,180.2930674487205
k45h5lxk13xjkxs,10,3,181.19748864239628
k45h5lxk13xjkxs,10,4,179.07110375853037
k45h5lxk13xjkxs,10,5,182.34772200622075
k45h5lxk13xjkxs,15,1,179.02228517819862
k45h5lxk13xjkxs,15,2,180.11434660861013
k45h5lxk13xjkxs,15,3,177.49237417789948
k45h5lxk13xjkxs,15,4,177.40238963215026
k45h5lxk13xjkxs,15,5,176.8059008395666
k45h5lxk13xjkxs,15,10,184.38489178096202
k45h5lxk13xjkxs,20,1,178.3162657015887
k45h5lxk13xjkxs,20,2,179.1009287593084
k45h5lxk13xjkxs,20,3,178.53338310902336
k45h5lxk13xjkxs,20,4,177.79898498444476
k45h5lxk13xjkxs,20,5,180.4312126683645
k45h5lxk13xjkxs,20,10,179.85034711895332
k45h5lxk13xjkxs,100,5,178.14375063761614
k45h5lxk13xjkxs,100,10,177.1918732638521
k45h5lxk13xjkxs,100,50,180.5358676928562
k45h5lxk13xjkxs,1000,50,182.86338005147536
k45h5lxk13xjkxs,1000,500,182.10062754493183
k45h5lxk13xjkxs,1000,750,177.63742133558665
k45h5lxk13xjkxs,10000,500,177.77676370567553
k45h5lxk13xjkxs,10000,750,181.5801585821807
k45h5lxk13xjkxs,10000,1000,181.2955761484817
k45h5lxk13xjkxs,10000,5000,177.8360914003461
k45h5lxk13xjkxs,10000,7500,178.66673950202818
mqng9gal5nqwgz9,5,1,206.09585820600734
mqng9gal5nqwgz9,5,2,205.53465284287492
mqng9gal5nqwgz9,5,3,202.46341649598776
mqng9gal5nqwgz9,5,4,205.12712849341182
mqng9gal5nqwgz9,10,1,203.95977558021366
mqng9gal5nqwgz9,10,2,204.15076641323196
mqng9gal5nqwgz9,10,3,200.25639048636248
mqng9gal5nqwgz9,10,4,206.08947764024705
mqng9gal5nqwgz9,10,5,206.0784037627153
mqng9gal5nqwgz9,15,1,200.55445506420065
mqng9gal5nqwgz9,15,2,206.0228629850222
