subject,nStartParticles,particles_to_mutate,LL
rahonpod5yv68g4,1000,750,129.66595931280267
rahonpod5yv68g4,10000,500,125.41141195443672
rahonpod5yv68g4,10000,750,125.34571937257756
rahonpod5yv68g4,10000,1000,126.30361073859694
rahonpod5yv68g4,10000,5000,127.7154745603809
rahonpod5yv68g4,10000,7500,127.70186437897391
dba0gupfpezprom,5,1,175.42240752995585
dba0gupfpezprom,5,2,174.91671447947715
dba0gupfpezprom,5,3,176.7685529912202
dba0gupfpezprom,5,4,177.85631963828232
dba0gupfpezprom,10,1,179.52007507735863
dba0gupfpezprom,10,2,179.32260209577584
dba0gupfpezprom,10,3,178.90705152060272
dba0gupfpezprom,10,4,179.59927127088062
dba0gupfpezprom,10,5,178.5215097785495
dba0gupfpezprom,15,1,175.5516508026565
dba0gupfpezprom,15,2,178.15974802609978
dba0gupfpezprom,15,3,176.9211350648456
dba0gupfpezprom,15,4,177.6996550522276
dba0gupfpezprom,15,5,179.93497479364555
dba0gupfpezprom,15,10,178.13196496670983
dba0gupfpezprom,20,1,175.52169444472491
dba0gupfpezprom,20,2,176.6002321686026
dba0gupfpezprom,20,3,176.5114691621977
dba0gupfpezprom,20,4,178.72904246543158
dba0gupfpezprom,20,5,177.45743212186895
dba0gupfpezprom,20,10,177.41267507422194
dba0gupfpezprom,100,5,175.66147875944
dba0gupfpezprom,100,10,176.6740223099739
dba0gupfpezprom,100,50,176.76680582681257
dba0gupfpezprom,1000,50,174.95214278299488
dba0gupfpezprom,1000,500,177.710297964349
dba0gupfpezprom,1000,750,179.05721762148127
dba0gupfpezprom,10000,500,176.19100198378436
dba0gupfpezprom,10000,750,175.5377718930667
dba0gupfpezprom,10000,1000,176.85209682804347
dba0gupfpezprom,10000,5000,177.4282843334694
dba0gupfpezprom,10000,7500,180.13426315083865
4z5220nwml6k16r,5,1,178.44418339571106
4z5220nwml6k16r,5,2,182.400012449225
4z5220nwml6k16r,5,3,182.69262721805083
4z5220nwml6k16r,5,4,182.45104013407126
4z5220nwml6k16r,10,1,179.27882101336516
4z5220nwml6k16r,10,2,180.12062798948017
4z5220nwml6k16r,10,3,179.2078964279816
4z5220nwml6k16r,10,4,180.33825336720656
4z5220nwml6k16r,10,5,181.12024653180026
4z5220nwml6k16r,15,1,180.94811476974343
4z5220nwml6k16r,15,2,182.49485479506492
4z5220nwml6k16r,15,3,179.29572521061831
4z5220nwml6k16r,15,4,184.88601384738652
4z5220nwml6k16r,15,5,184.3521720242774
4z5220nwml6k16r,15,10,186.20636860192883
4z5220nwml6k16r,20,1,178.95742140505507
4z5220nwml6k16r,20,2,181.06876705940303
4z5220nwml6k16r,20,3,183.38795135060408
4z5220nwml6k16r,20,4,184.999318798855
4z5220nwml6k16r,20,5,183.6503195616529
4z5220nwml6k16r,20,10,181.03136395840733
4z5220nwml6k16r,100,5,180.11599120056397
4z5220nwml6k16r,100,10,179.41766966863972
4z5220nwml6k16r,100,50,179.2265163012594
4z5220nwml6k16r,1000,50,179.0201865609449
4z5220nwml6k16r,1000,500,178.98789576865482
4z5220nwml6k16r,1000,750,177.856543931578
4z5220nwml6k16r,10000,500,181.14768884826975
4z5220nwml6k16r,10000,750,181.2611718978752
4z5220nwml6k16r,10000,1000,181.27417488083466
4z5220nwml6k16r,10000,5000,179.8887534265102
4z5220nwml6k16r,10000,7500,179.9284686070646
ylraknlb7m2m4j8,5,1,188.88693381463483
ylraknlb7m2m4j8,5,2,189.90636634067315
ylraknlb7m2m4j8,5,3,192.70774864961842
ylraknlb7m2m4j8,5,4,192.31511387557666
ylraknlb7m2m4j8,10,1,194.11175704819303
ylraknlb7m2m4j8,10,2,196.76643277740618
ylraknlb7m2m4j8,10,3,193.0411971680252
ylraknlb7m2m4j8,10,4,191.71011559475582
ylraknlb7m2m4j8,10,5,192.74141092510976
ylraknlb7m2m4j8,15,1,196.23917907296996
ylraknlb7m2m4j8,15,2,193.399145912552
ylraknlb7m2m4j8,15,3,194.03808215322084
ylraknlb7m2m4j8,15,4,195.62536020708035
ylraknlb7m2m4j8,15,5,196.01576027336324
ylraknlb7m2m4j8,15,10,196.80537997068356
ylraknlb7m2m4j8,20,1,191.20787158737835
ylraknlb7m2m4j8,20,2,193.3388228530826
ylraknlb7m2m4j8,20,3,195.67473587761745
ylraknlb7m2m4j8,20,4,194.16968049044456
ylraknlb7m2m4j8,20,5,194.58845286818672
ylraknlb7m2m4j8,20,10,197.52994786439447
ylraknlb7m2m4j8,100,5,193.46637450182916
ylraknlb7m2m4j8,100,10,195.2537270886397
ylraknlb7m2m4j8,100,50,192.02016274883158
ylraknlb7m2m4j8,1000,50,194.50737945592823
ylraknlb7m2m4j8,1000,500,195.00378987979823
ylraknlb7m2m4j8,1000,750,193.699506596256
ylraknlb7m2m4j8,10000,500,192.23690995271386
ylraknlb7m2m4j8,10000,750,192.1951435535174
ylraknlb7m2m4j8,10000,1000,193.69391095469035
ylraknlb7m2m4j8,10000,5000,195.95465420107513
ylraknlb7m2m4j8,10000,7500,193.5105388109559
ygop6p10kgt4a4w,5,1,169.72762813941887
ygop6p10kgt4a4w,5,2,170.32853013051835
ygop6p10kgt4a4w,5,3,170.48741401307592
ygop6p10kgt4a4w,5,4,168.37492845518992
ygop6p10kgt4a4w,10,1,170.87336052885112
ygop6p10kgt4a4w,10,2,169.3041534930736
ygop6p10kgt4a4w,10,3,168.35830328796501
ygop6p10kgt4a4w,10,4,168.33502784737288
ygop6p10kgt4a4w,10,5,168.1110269845149
ygop6p10kgt4a4w,15,1,168.43119822920204
ygop6p10kgt4a4w,15,2,167.1932634403397
ygop6p10kgt4a4w,15,3,167.8978780803638
ygop6p10kgt4a4w,15,4,168.52006550805072
ygop6p10kgt4a4w,15,5,169.93905895309612
ygop6p10kgt4a4w,15,10,170.6816418355099
ygop6p10kgt4a4w,20,1,169.24300376530812
ygop6p10kgt4a4w,20,2,170.3688577533967
ygop6p10kgt4a4w,20,3,170.93093509507543
ygop6p10kgt4a4w,20,4,169.23371552275455
ygop6p10kgt4a4w,20,5,170.1073893592959
ygop6p10kgt4a4w,20,10,168.84714387895738
ygop6p10kgt4a4w,100,5,171.27541599778382
ygop6p10kgt4a4w,100,10,170.05938747519085
ygop6p10kgt4a4w,100,50,169.7347588488597
ygop6p10kgt4a4w,1000,50,170.24548079912898
ygop6p10kgt4a4w,1000,500,171.57147072512225
ygop6p10kgt4a4w,1000,750,172.3177655391686
ygop6p10kgt4a4w,10000,500,169.73054386939754
ygop6p10kgt4a4w,10000,750,171.334893200424
ygop6p10kgt4a4w,10000,1000,172.58988051179676
ygop6p10kgt4a4w,10000,5000,171.10299322855127
ygop6p10kgt4a4w,10000,7500,173.32492299888406
anajk6su5f9k9yb,5,1,185.02049277799387
anajk6su5f9k9yb,5,2,190.8174735650879
anajk6su5f9k9yb,5,3,189.17476094832878
anajk6su5f9k9yb,5,4,188.1219030530133
anajk6su5f9k9yb,10,1,185.83770469376688
anajk6su5f9k9yb,10,2,187.36736509976325
anajk6su5f9k9yb,10,3,185.445280200639
anajk6su5f9k9yb,10,4,185.77143469116072
anajk6su5f9k9yb,10,5,187.94151126368064
anajk6su5f9k9yb,15,1,186.79620240831335
anajk6su5f9k9yb,15,2,186.36751784625284
anajk6su5f9k9yb,15,3,187.84304197339333
anajk6su5f9k9yb,15,4,188.41635764501942
anajk6su5f9k9yb,15,5,187.3045045871942
anajk6su5f9k9yb,15,10,188.48046698111486
anajk6su5f9k9yb,20,1,184.22338764933056
anajk6su5f9k9yb,20,2,185.55823833362726
anajk6su5f9k9yb,20,3,186.24472734067314
anajk6su5f9k9yb,20,4,185.5429791099791
anajk6su5f9k9yb,20,5,184.2364657997896
anajk6su5f9k9yb,20,10,193.45315943967
anajk6su5f9k9yb,100,5,186.80584202050804
anajk6su5f9k9yb,100,10,186.05060346242487
anajk6su5f9k9yb,100,50,190.53973878754982
anajk6su5f9k9yb,1000,50,185.26459340030604
anajk6su5f9k9yb,1000,500,193.50760106375301
anajk6su5f9k9yb,1000,750,191.96658633828272
anajk6su5f9k9yb,10000,500,185.49782543197122
anajk6su5f9k9yb,10000,750,186.0665543026261
anajk6su5f9k9yb,10000,1000,188.1212479436778
anajk6su5f9k9yb,10000,5000,192.9651764765132
anajk6su5f9k9yb,10000,7500,192.47530194696654
qcurxvucaexqxs8,5,1,191.81843660059033
qcurxvucaexqxs8,5,2,195.12351909568554
qcurxvucaexqxs8,5,3,195.35672958216486
qcurxvucaexqxs8,5,4,191.8645962275094
qcurxvucaexqxs8,10,1,188.51168819447062
qcurxvucaexqxs8,10,2,191.33291667318514
qcurxvucaexqxs8,10,3,190.0215141667787
qcurxvucaexqxs8,10,4,192.46788935507948
qcurxvucaexqxs8,10,5,193.30093815560534
qcurxvucaexqxs8,15,1,187.68807729562326
qcurxvucaexqxs8,15,2,191.36881689432383
qcurxvucaexqxs8,15,3,192.9235919205799
qcurxvucaexqxs8,15,4,195.4285878892346
qcurxvucaexqxs8,15,5,194.28404622679267
qcurxvucaexqxs8,15,10,192.93543505135244
qcurxvucaexqxs8,20,1,192.59829092509324
qcurxvucaexqxs8,20,2,193.59570949536058
qcurxvucaexqxs8,20,3,193.54352058010508
qcurxvucaexqxs8,20,4,195.0933929603901
qcurxvucaexqxs8,20,5,195.6971134858044
qcurxvucaexqxs8,20,10,192.5547453303473
qcurxvucaexqxs8,100,5,191.338369648904
qcurxvucaexqxs8,100,10,193.7607392803028
qcurxvucaexqxs8,100,50,193.96648513307576
qcurxvucaexqxs8,1000,50,191.7787234739959
qcurxvucaexqxs8,1000,500,195.63681108506586
qcurxvucaexqxs8,1000,750,198.8128855940648
qcurxvucaexqxs8,10000,500,191.84915409675068
qcurxvucaexqxs8,10000,750,192.90509478305498
qcurxvucaexqxs8,10000,1000,193.86633985559558
qcurxvucaexqxs8,10000,5000,196.9580974938017
qcurxvucaexqxs8,10000,7500,193.4970956985858
bvoobt12gur23nj,5,1,180.66001838613676
bvoobt12gur23nj,5,2,179.47302394921402
bvoobt12gur23nj,5,3,176.08920927466613
bvoobt12gur23nj,5,4,177.71202427341993
bvoobt12gur23nj,10,1,179.4930288284225
bvoobt12gur23nj,10,2,180.01730739732602
bvoobt12gur23nj,10,3,180.13842311072287
bvoobt12gur23nj,10,4,181.59588621531697
bvoobt12gur23nj,10,5,182.86150190922564
bvoobt12gur23nj,15,1,178.64785136823892
bvoobt12gur23nj,15,2,179.5321221977518
bvoobt12gur23nj,15,3,179.8029150190724
bvoobt12gur23nj,15,4,181.42461115567494
bvoobt12gur23nj,15,5,180.64648245178108
bvoobt12gur23nj,15,10,179.93876416030437
bvoobt12gur23nj,20,1,177.45205006054792
bvoobt12gur23nj,20,2,178.37703784170037
bvoobt12gur23nj,20,3,182.6634907653547
bvoobt12gur23nj,20,4,180.1273098382622
bvoobt12gur23nj,20,5,178.73027653678946
bvoobt12gur23nj,20,10,182.5213887402831
bvoobt12gur23nj,100,5,177.8671705188425
bvoobt12gur23nj,100,10,181.82008526514537
bvoobt12gur23nj,100,50,180.32182682955755
bvoobt12gur23nj,1000,50,177.9474030733358
bvoobt12gur23nj,1000,500,180.34716609035755
bvoobt12gur23nj,1000,750,181.01380268877568
bvoobt12gur23nj,10000,500,178.81495802723796
bvoobt12gur23nj,10000,750,179.6824121606782
bvoobt12gur23nj,10000,1000,178.27774713683263
bvoobt12gur23nj,10000,5000,181.08887973353717
bvoobt12gur23nj,10000,7500,180.46585193831697
zrk9ubdb0jcwyfh,5,1,151.8646451409604
zrk9ubdb0jcwyfh,5,2,151.64464176520465
zrk9ubdb0jcwyfh,5,3,150.96325504580372
zrk9ubdb0jcwyfh,5,4,154.29548426183365
zrk9ubdb0jcwyfh,10,1,149.69012425977652
zrk9ubdb0jcwyfh,10,2,148.07309006871225
zrk9ubdb0jcwyfh,10,3,153.11816374857798
zrk9ubdb0jcwyfh,10,4,151.3473722310225
zrk9ubdb0jcwyfh,10,5,153.99061492062123
zrk9ubdb0jcwyfh,15,1,147.94321122816606
zrk9ubdb0jcwyfh,15,2,148.4066228506378
zrk9ubdb0jcwyfh,15,3,149.30276027816205
zrk9ubdb0jcwyfh,15,4,155.75679206636053
zrk9ubdb0jcwyfh,15,5,150.87106830990632
zrk9ubdb0jcwyfh,15,10,154.37221622307788
zrk9ubdb0jcwyfh,20,1,149.61489107845443
zrk9ubdb0jcwyfh,20,2,149.79891333916254
zrk9ubdb0jcwyfh,20,3,148.98520345079947
zrk9ubdb0jcwyfh,20,4,152.68059558007275
zrk9ubdb0jcwyfh,20,5,152.63419432321018
zrk9ubdb0jcwyfh,20,10,151.78646075439093
zrk9ubdb0jcwyfh,100,5,150.80741315167833
zrk9ubdb0jcwyfh,100,10,153.08645143547292
zrk9ubdb0jcwyfh,100,50,157.24426420276922
zrk9ubdb0jcwyfh,1000,50,149.2481720136635
zrk9ubdb0jcwyfh,1000,500,154.74593714476242
zrk9ubdb0jcwyfh,1000,750,153.2285701939083
zrk9ubdb0jcwyfh,10000,500,150.49848694703599
zrk9ubdb0jcwyfh,10000,750,151.76211713261534
zrk9ubdb0jcwyfh,10000,1000,152.45204634468493
zrk9ubdb0jcwyfh,10000,5000,155.97314218327966
zrk9ubdb0jcwyfh,10000,7500,153.55477366072336
je9la01s4txjkw5,5,1,146.24623300114064
je9la01s4txjkw5,5,2,139.48512397655912
je9la01s4txjkw5,5,3,145.11229576222652
je9la01s4txjkw5,5,4,142.63225367281763
je9la01s4txjkw5,10,1,138.94107444415786
je9la01s4txjkw5,10,2,142.2479666012399
je9la01s4txjkw5,10,3,140.53890144587498
je9la01s4txjkw5,10,4,142.31639150934666
je9la01s4txjkw5,10,5,144.46485750586794
je9la01s4txjkw5,15,1,139.0593722142947
je9la01s4txjkw5,15,2,141.8489267992672
je9la01s4txjkw5,15,3,141.1262780742509
je9la01s4txjkw5,15,4,142.6859888509921
je9la01s4txjkw5,15,5,139.3703686277513
je9la01s4txjkw5,15,10,143.73138301990454
je9la01s4txjkw5,20,1,139.95259794683483
je9la01s4txjkw5,20,2,141.78402666330666
je9la01s4txjkw5,20,3,141.54546303985532
je9la01s4txjkw5,20,4,141.72797057634529
je9la01s4txjkw5,20,5,142.33864219473352
je9la01s4txjkw5,20,10,143.50632617488955
je9la01s4txjkw5,100,5,138.3869284471291
je9la01s4txjkw5,100,10,139.18224234105222
je9la01s4txjkw5,100,50,144.49291215387595
je9la01s4txjkw5,1000,50,138.570095786952
je9la01s4txjkw5,1000,500,143.74527124459735
je9la01s4txjkw5,1000,750,144.7407682581656
je9la01s4txjkw5,10000,500,139.0523688244833
je9la01s4txjkw5,10000,750,139.03238458438867
je9la01s4txjkw5,10000,1000,139.3236486978298
je9la01s4txjkw5,10000,5000,145.9460991239345
je9la01s4txjkw5,10000,7500,144.343994928746
4w9ejvvn5wn1gp4,5,1,172.80053781780578
4w9ejvvn5wn1gp4,5,2,172.65823601766706
4w9ejvvn5wn1gp4,5,3,173.51543771367616
4w9ejvvn5wn1gp4,5,4,176.73252988001383
4w9ejvvn5wn1gp4,10,1,176.018999267716
4w9ejvvn5wn1gp4,10,2,179.13347930870623
4w9ejvvn5wn1gp4,10,3,175.89384817379536
4w9ejvvn5wn1gp4,10,4,176.99434940199225
4w9ejvvn5wn1gp4,10,5,178.0542174231932
4w9ejvvn5wn1gp4,15,1,171.99386577886455
4w9ejvvn5wn1gp4,15,2,172.5332580240218
4w9ejvvn5wn1gp4,15,3,174.69012717078832
4w9ejvvn5wn1gp4,15,4,175.57347269698096
4w9ejvvn5wn1gp4,15,5,176.47725956440303
4w9ejvvn5wn1gp4,15,10,177.36072556642122
4w9ejvvn5wn1gp4,20,1,175.65207168592477
4w9ejvvn5wn1gp4,20,2,176.10184853877925
4w9ejvvn5wn1gp4,20,3,177.7092308245118
4w9ejvvn5wn1gp4,20,4,178.91594678637492
4w9ejvvn5wn1gp4,20,5,178.77361976796843
4w9ejvvn5wn1gp4,20,10,176.38337024729657
4w9ejvvn5wn1gp4,100,5,175.4393503438105
4w9ejvvn5wn1gp4,100,10,177.81382433313357
4w9ejvvn5wn1gp4,100,50,179.61768843753703
4w9ejvvn5wn1gp4,1000,50,177.22210038954174
4w9ejvvn5wn1gp4,1000,500,179.29089147507648
4w9ejvvn5wn1gp4,1000,750,180.1468385094549
4w9ejvvn5wn1gp4,10000,500,176.23038545141816
4w9ejvvn5wn1gp4,10000,750,176.75568572134418
4w9ejvvn5wn1gp4,10000,1000,177.92357258418664
4w9ejvvn5wn1gp4,10000,5000,180.68170063163052
4w9ejvvn5wn1gp4,10000,7500,180.87018971415208
zybgre563nuk6gb,5,1,201.7168251356501
zybgre563nuk6gb,5,2,202.64374802709818
zybgre563nuk6gb,5,3,203.76160866408313
zybgre563nuk6gb,5,4,203.99778730251657
zybgre563nuk6gb,10,1,203.82896931044206
zybgre563nuk6gb,10,2,203.88863685650577
zybgre563nuk6gb,10,3,205.02829861162024
zybgre563nuk6gb,10,4,204.89664558221256
zybgre563nuk6gb,10,5,203.17778672867757
zybgre563nuk6gb,15,1,204.167988904526
zybgre563nuk6gb,15,2,204.72689966192974
zybgre563nuk6gb,15,3,205.49855029062752
zybgre563nuk6gb,15,4,204.20822797634125
zybgre563nuk6gb,15,5,204.88412935010425
zybgre563nuk6gb,15,10,205.2714492244617
zybgre563nuk6gb,20,1,202.5953524731323
zybgre563nuk6gb,20,2,203.38968487508325
zybgre563nuk6gb,20,3,202.7616286312654
zybgre563nuk6gb,20,4,202.42660040618406
zybgre563nuk6gb,20,5,204.51624736932678
zybgre563nuk6gb,20,10,202.1126555701237
zybgre563nuk6gb,100,5,202.95271949982063
zybgre563nuk6gb,100,10,205.05852041389258
zybgre563nuk6gb,100,50,205.60188632320015
zybgre563nuk6gb,1000,50,203.8408361278517
zybgre563nuk6gb,1000,500,204.56311733451963
zybgre563nuk6gb,1000,750,204.341296662808
zybgre563nuk6gb,10000,500,203.22956540476528
zybgre563nuk6gb,10000,750,203.46548704754346
zybgre563nuk6gb,10000,1000,203.31439394408622
zybgre563nuk6gb,10000,5000,205.46264605049856
zybgre563nuk6gb,10000,7500,204.84173476602692
gcbscmvhn2vt6bq,5,1,182.0700388128927
gcbscmvhn2vt6bq,5,2,182.08057524039017
gcbscmvhn2vt6bq,5,3,180.42486326394288
gcbscmvhn2vt6bq,5,4,181.4157114385117
gcbscmvhn2vt6bq,10,1,181.757614240971
gcbscmvhn2vt6bq,10,2,182.2172818169184
gcbscmvhn2vt6bq,10,3,182.84130981109016
gcbscmvhn2vt6bq,10,4,184.26317047296118
gcbscmvhn2vt6bq,10,5,181.82229462940413
gcbscmvhn2vt6bq,15,1,180.15520026621496
gcbscmvhn2vt6bq,15,2,184.59786974793337
gcbscmvhn2vt6bq,15,3,179.61608229046033
gcbscmvhn2vt6bq,15,4,181.9772316472552
gcbscmvhn2vt6bq,15,5,181.07128119638676
gcbscmvhn2vt6bq,15,10,180.8877016859763
gcbscmvhn2vt6bq,20,1,179.83086747214932
gcbscmvhn2vt6bq,20,2,180.94305133404222
gcbscmvhn2vt6bq,20,3,181.93037158291102
gcbscmvhn2vt6bq,20,4,180.54469124528345
gcbscmvhn2vt6bq,20,5,180.8118866829767
gcbscmvhn2vt6bq,20,10,181.9286229824893
gcbscmvhn2vt6bq,100,5,179.49149398807216
gcbscmvhn2vt6bq,100,10,182.94496967083705
gcbscmvhn2vt6bq,100,50,180.44029593577633
gcbscmvhn2vt6bq,1000,50,180.0543877927329
gcbscmvhn2vt6bq,1000,500,177.50574388580378
gcbscmvhn2vt6bq,1000,750,179.22830394116733
gcbscmvhn2vt6bq,10000,500,180.23439880220434
gcbscmvhn2vt6bq,10000,750,179.92524745743972
gcbscmvhn2vt6bq,10000,1000,179.7916598569543
gcbscmvhn2vt6bq,10000,5000,184.44795075617284
gcbscmvhn2vt6bq,10000,7500,181.7202906272493
qn2bd9kkow9cfv1,5,1,164.82378630572117
qn2bd9kkow9cfv1,5,2,166.5019599090876
qn2bd9kkow9cfv1,5,3,161.66661032938327
qn2bd9kkow9cfv1,5,4,165.01553200016122
qn2bd9kkow9cfv1,10,1,166.89192950886178
qn2bd9kkow9cfv1,10,2,165.89943418395708
qn2bd9kkow9cfv1,10,3,165.37735829441974
qn2bd9kkow9cfv1,10,4,166.23173863176766
qn2bd9kkow9cfv1,10,5,170.15742330441051
qn2bd9kkow9cfv1,15,1,164.97535557259567
qn2bd9kkow9cfv1,15,2,165.59746297242418
qn2bd9kkow9cfv1,15,3,164.04635811998628
qn2bd9kkow9cfv1,15,4,164.94122718515342
qn2bd9kkow9cfv1,15,5,165.3522344022878
qn2bd9kkow9cfv1,15,10,164.97119759736321
qn2bd9kkow9cfv1,20,1,166.80121616534564
qn2bd9kkow9cfv1,20,2,165.7951105209694
qn2bd9kkow9cfv1,20,3,165.14829222869517
qn2bd9kkow9cfv1,20,4,162.8374955373665
qn2bd9kkow9cfv1,20,5,163.28667204466012
qn2bd9kkow9cfv1,20,10,162.45295403425243
qn2bd9kkow9cfv1,100,5,164.25781115685544
qn2bd9kkow9cfv1,100,10,160.34231222506372
qn2bd9kkow9cfv1,100,50,162.51420078567836
qn2bd9kkow9cfv1,1000,50,164.49908287179633
qn2bd9kkow9cfv1,1000,500,161.79867276042668
qn2bd9kkow9cfv1,1000,750,164.31566019946374
qn2bd9kkow9cfv1,10000,500,165.55340899692177
qn2bd9kkow9cfv1,10000,750,166.18651520545347
qn2bd9kkow9cfv1,10000,1000,164.76623890756258
qn2bd9kkow9cfv1,10000,5000,164.86908437926274
qn2bd9kkow9cfv1,10000,7500,164.06374568880514
zjckc3bo5wlwdhf,5,1,186.4180088606499
zjckc3bo5wlwdhf,5,2,184.4099518190236
zjckc3bo5wlwdhf,5,3,188.41906893361673
zjckc3bo5wlwdhf,5,4,188.6613682238312
zjckc3bo5wlwdhf,10,1,186.38362929801227
zjckc3bo5wlwdhf,10,2,186.05233450057185
zjckc3bo5wlwdhf,10,3,185.69942211634003
zjckc3bo5wlwdhf,10,4,186.6636439657523
zjckc3bo5wlwdhf,10,5,186.3671289673667
zjckc3bo5wlwdhf,15,1,187.42731350988768
zjckc3bo5wlwdhf,15,2,186.37890470126484
zjckc3bo5wlwdhf,15,3,187.23375568052364
zjckc3bo5wlwdhf,15,4,186.22307096186157
zjckc3bo5wlwdhf,15,5,187.3822751961479
zjckc3bo5wlwdhf,15,10,184.85843072148134
zjckc3bo5wlwdhf,20,1,187.25872008766123
zjckc3bo5wlwdhf,20,2,186.63765287508588
zjckc3bo5wlwdhf,20,3,188.33781405188864
zjckc3bo5wlwdhf,20,4,185.44265074542628
zjckc3bo5wlwdhf,20,5,182.9513257429657
zjckc3bo5wlwdhf,20,10,186.47720482811633
zjckc3bo5wlwdhf,100,5,190.47905833075072
zjckc3bo5wlwdhf,100,10,191.54361303508193
zjckc3bo5wlwdhf,100,50,187.45966624173525
zjckc3bo5wlwdhf,1000,50,189.3461143924939
zjckc3bo5wlwdhf,1000,500,185.80096744117265
zjckc3bo5wlwdhf,1000,750,187.7683553718198
zjckc3bo5wlwdhf,10000,500,189.00140320988496
zjckc3bo5wlwdhf,10000,750,189.66033607603077
zjckc3bo5wlwdhf,10000,1000,189.87580298129723
zjckc3bo5wlwdhf,10000,5000,187.2228048986833
zjckc3bo5wlwdhf,10000,7500,188.49333458464102
6a0rzgq5xfwq5gb,5,1,170.9723243560757
6a0rzgq5xfwq5gb,5,2,168.23610780609783
6a0rzgq5xfwq5gb,5,3,164.9638440397812
6a0rzgq5xfwq5gb,5,4,163.9941868915936
6a0rzgq5xfwq5gb,10,1,166.4594623486048
6a0rzgq5xfwq5gb,10,2,166.8193908951547
6a0rzgq5xfwq5gb,10,3,164.5181996332723
6a0rzgq5xfwq5gb,10,4,166.92030103817288
6a0rzgq5xfwq5gb,10,5,164.7336854421572
6a0rzgq5xfwq5gb,15,1,169.036567213305
6a0rzgq5xfwq5gb,15,2,169.36440383990688
6a0rzgq5xfwq5gb,15,3,169.8710453532498
6a0rzgq5xfwq5gb,15,4,167.5661373866226
6a0rzgq5xfwq5gb,15,5,168.38545810739782
6a0rzgq5xfwq5gb,15,10,169.6248162537256
6a0rzgq5xfwq5gb,20,1,168.60411706345675
6a0rzgq5xfwq5gb,20,2,170.83995484523368
6a0rzgq5xfwq5gb,20,3,171.13340874269457
6a0rzgq5xfwq5gb,20,4,169.8465762244197
6a0rzgq5xfwq5gb,20,5,169.8548266470168
6a0rzgq5xfwq5gb,20,10,170.56566420711158
6a0rzgq5xfwq5gb,100,5,168.77829490483072
6a0rzgq5xfwq5gb,100,10,170.25344439859458
6a0rzgq5xfwq5gb,100,50,171.72667601620068
6a0rzgq5xfwq5gb,1000,50,166.24721574524028
6a0rzgq5xfwq5gb,1000,500,167.28691824209884
6a0rzgq5xfwq5gb,1000,750,166.4972993666009
6a0rzgq5xfwq5gb,10000,500,167.4388151545508
6a0rzgq5xfwq5gb,10000,750,169.18057811485795
6a0rzgq5xfwq5gb,10000,1000,171.3747986108186
6a0rzgq5xfwq5gb,10000,5000,164.9749906883922
6a0rzgq5xfwq5gb,10000,7500,166.4967622926133
2umoxqltydb26ta,5,1,165.4288420587221
2umoxqltydb26ta,5,2,166.7192414535882
2umoxqltydb26ta,5,3,168.8237547006215
2umoxqltydb26ta,5,4,166.32387783513207
2umoxqltydb26ta,10,1,165.22014462829586
2umoxqltydb26ta,10,2,165.90552490304114
2umoxqltydb26ta,10,3,167.4955723771163
2umoxqltydb26ta,10,4,166.18451919972102
2umoxqltydb26ta,10,5,166.9827802081283
2umoxqltydb26ta,15,1,166.40046600759246
2umoxqltydb26ta,15,2,166.60049588200394
2umoxqltydb26ta,15,3,168.05037329067454
2umoxqltydb26ta,15,4,167.02078176731743
2umoxqltydb26ta,15,5,167.15013423957998
2umoxqltydb26ta,15,10,169.57856694046225
2umoxqltydb26ta,20,1,165.3801323845466
2umoxqltydb26ta,20,2,165.09600699449283
2umoxqltydb26ta,20,3,167.79665959724935
2umoxqltydb26ta,20,4,169.8831865259229
2umoxqltydb26ta,20,5,165.09666823832455
2umoxqltydb26ta,20,10,169.90892668637852
2umoxqltydb26ta,100,5,163.7301207099687
2umoxqltydb26ta,100,10,166.14207293283206
2umoxqltydb26ta,100,50,167.52184343023808
2umoxqltydb26ta,1000,50,163.98884495368475
2umoxqltydb26ta,1000,500,168.38038739201863
2umoxqltydb26ta,1000,750,169.85111453991811
2umoxqltydb26ta,10000,500,163.44644309518617
2umoxqltydb26ta,10000,750,166.44266201850235
2umoxqltydb26ta,10000,1000,165.98178194682055
2umoxqltydb26ta,10000,5000,167.7509573075802
2umoxqltydb26ta,10000,7500,168.9149750376253
krtzqhvu9bkamrg,5,1,209.052402309589
krtzqhvu9bkamrg,5,2,207.9135042644751
krtzqhvu9bkamrg,5,3,211.3709570320832
krtzqhvu9bkamrg,5,4,210.42465217256182
krtzqhvu9bkamrg,10,1,206.0242626845746
krtzqhvu9bkamrg,10,2,205.97330328773768
krtzqhvu9bkamrg,10,3,208.27715585440885
krtzqhvu9bkamrg,10,4,212.401945048589
krtzqhvu9bkamrg,10,5,212.5112508150236
krtzqhvu9bkamrg,15,1,205.3499285669843
krtzqhvu9bkamrg,15,2,207.31422352529242
krtzqhvu9bkamrg,15,3,208.47692619129094
krtzqhvu9bkamrg,15,4,209.71119779315416
krtzqhvu9bkamrg,15,5,206.40629704517534
krtzqhvu9bkamrg,15,10,210.7075264118338
krtzqhvu9bkamrg,20,1,207.22652305091998
krtzqhvu9bkamrg,20,2,209.64143933992145
krtzqhvu9bkamrg,20,3,210.68594177308688
krtzqhvu9bkamrg,20,4,209.15781956406704
krtzqhvu9bkamrg,20,5,208.71130396082464
krtzqhvu9bkamrg,20,10,210.21060375933155
